TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A2LA-11A-11R-A18C-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-GC-A6I3-11A-11R-A31N-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-GD-A3OQ-11A-21R-A220-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-K4-A5RI-11A-11R-A28M-07
ABHD13|84945	447.7227	405.9493	377.2085	377.9185	460.4651	541.3699	614.7679	678.1076	427.6411	455.2941	615.7531	424.4898	253.6521	1001.1962	610.5191	614.8273	493.6975	854.8387	592.872
ABHD14A|25864	259.6349	231.846	253.5336	243.3716	237.0078	355.1616	546.1983	181.846	296.6715	521.7059	337.4123	354.7813	531.2085	528.9753	222.946	339.5713	331.0084	302.8674	495.9768
ABHD14B|84836	1464.1342	1286.9641	1106.0071	1379.5014	2261.2403	1354.5205	3285.654	1531.0761	1047.7569	2189.4118	2223.482	1693.8776	2475.4316	2116.8262	2026.8133	1907.4643	2521.5336	1602.1505	2005.345
ABHD15|116236	219.0669	156.6054	197.8799	96.1615	162.7907	372.0548	528.27	205.4731	277.1346	265.8824	519.3022	289.2128	274.2364	1257.9745	363.0113	574.1721	482.6681	405.6153	429.8202
ABHD1|84696	2.9504	0.8749	4.417	2.3744	2.3256	2.7397	0.8439	2.3191	1.4472	4.1176	4.4712	8.7464	4.6481	3.5885	3.4376	3.3324	4.2017	4.1816	1.4472
ABHD2|11057	2450.3043	2572.1785	1852.4735	5976.2564	7862.0155	2933.6986	3075.5274	2798.2375	1864.6889	2853.5294	7093.2971	1590.6706	1149.4024	7641.547	3367.824	4922.6176	4754.2017	10221.6249	3039.1324
ABHD3|171586	97.3631	98.8626	69.788	75.5837	741.8605	244.3836	212.6582	298.7013	158.466	152.3529	284.2429	216.9096	170.6507	532.2967	330.6978	261.26	230.042	296.2963	306.8077
ABHD4|63874	1643.3708	1119.86	1597.1731	1117.9264	2263.5659	1176.9863	607.173	700.8349	970.3329	1350	587.6482	1205.2478	422.9748	612.0415	795.4624	934.4043	1122.8992	604.54	708.1661
ABHD5|51099	519.2698	706.9116	508.8339	1388.6031	1613.1783	653.1507	1089.4515	1237.9406	577.424	415.8824	992.6145	575.5102	780.8765	902.7113	971.8116	763.119	602.416	2369.773	745.7935
ABHD6|57406	264.0605	233.5958	272.0848	211.7135	350.3876	245.4795	148.5232	562.616	228.6541	251.7647	161.6033	279.8834	192.5631	320.9729	202.8188	195.945	167.0168	185.7826	193.9256
ABHD8|79575	280.2877	215.2231	364.841	179.2639	172.8682	206.0274	198.3122	89.0538	336.4689	288.2353	198.0119	314.2857	310.093	361.6427	182.8807	202.943	227.416	96.1768	251.3314
ABI1|10006	1224.0679	1014.8731	1084.576	1083.3281	2085.2326	1419.726	1280.3502	2898.1169	1022.4313	1299.7471	1775.6621	1424.8105	845.3519	2131.3955	1936.4043	1485.0563	1644.0914	2502.3895	1574.56
ABI2|10152	1976.7656	2272.091	2320.6714	2740.7994	676.7442	1521.6438	797.8903	666.0482	2442.1129	1897.6471	1314.5435	1545.1895	598.2736	1033.4928	823.307	1421.2675	1019.958	1157.7061	841.309
ABI3BP|25890	3758.0675	3410.3237	3196.1131	3978.2351	260.4651	4330.9589	262.4473	704.5455	5368.3068	4462.9412	1249.3912	2818.0758	666.0027	1001.1962	1066.6896	1866.1426	232.6681	1339.9044	2387.8898
ABI3|51225	84.0863	84.8644	37.1025	133.7554	125.5814	333.6986	171.308	294.0631	78.8712	254.1176	224.2006	227.9883	895.7503	213.7161	223.1007	163.2875	149.1597	160.0956	535.4662
ABL1|25	8992.0708	9746.2817	8770.318	16044.7171	2303.876	4044.3836	1572.5738	2315.3989	9029.6671	7801.1765	3271.6675	6408.7464	1271.5803	1451.7544	2038.1574	3137.119	2048.3193	4257.4671	4893.0032
ABL2|27	907.9845	1861.7673	572.4382	2561.5354	332.5581	833.9726	554.4304	862.7087	604.1968	888.2353	1305.601	776.0933	1383.7981	466.9059	323.4789	519.5208	402.3109	1431.8996	1064.6612
ABLIM1|3983	6714.3647	3622.0472	5682.8622	3399.6834	15237.2093	3663.0137	4847.6793	19281.5399	3402.3155	4100	8644.8162	3443.1487	1958.8313	3589.3142	5136.473	6026.3076	5391.2815	13616.4875	4331.4873
ABLIM2|84448	52.3695	48.9939	45.9364	87.0598	309.3023	74.5205	47.2574	405.8442	34.7323	101.7647	37.6861	67.6385	152.0584	21.1324	41.2513	25.6595	14.7059	36.4397	56.9234
ABLIM3|22885	3623.8245	1600.175	1971.7314	1367.2339	746.5116	742.4658	797.4684	1019.0167	1526.7728	1534.1176	503.3335	1956.8513	759.6282	699.7608	1313.8536	1166.3391	1573.0042	752.0908	759.7831
ABO|28	8.8512	5.2493	3.5336	10.2889	219.3798	96.9863	92.4051	385.8998	7.2359	18.8235	84.3147	68.8047	5.9761	147.5279	113.441	414.8835	243.6975	82.4373	47.2754
ABP1|26	4.4256	0.8749	0	0.7915	25.5814	41.6438	12.6582	104.8237	7.2359	10	1.2775	82.2157	336.6534	49.8405	44.0014	4.9986	77.7311	23.8949	320.3149
ABRA|137735	8.1136	169.7288	3.5336	13.4547	4.6512	2.7397	0.8439	5.5659	0	6.4706	1.2775	11.0787	1.328	3.1898	6.5315	0.9997	4.7269	2.3895	4.824
ABR|29	2391.2963	1971.1286	3027.3852	1649.3866	4227.1318	2182.4658	3304.6414	4320.0371	1906.657	2880	3922.5518	3165.0146	1656.0425	1700.5582	4444.1389	4908.6215	4888.6555	3056.1529	2467.4861
ABT1|29777	429.2827	362.2047	462.0141	373.1698	881.3953	640.5479	832.4895	823.2839	438.4949	558.8235	707.0941	551.6035	944.2231	932.2169	754.5548	585.5022	880.2521	938.4707	1074.7916
ABTB1|80325	1211.1377	844.2695	1096.2898	695.2909	341.8605	549.589	786.0759	497.6809	622.2865	1114.7059	662.3817	1356.2682	2662.6826	665.4705	642.8326	595.8327	639.7059	523.8949	1123.5142
ABTB2|25841	158.5838	166.2292	279.1519	155.5204	96.124	168.7671	155.6962	102.9685	80.3184	173.5294	141.1633	162.0991	90.3054	108.8517	88.3465	281.2543	159.1387	242.5329	217.5633
ACAA1|30	750.1383	608.9239	653.7102	674.7131	1840.3101	1492.6027	2937.1308	2315.8627	765.5572	974.1176	1697.1536	1483.3819	3768.9243	1144.7368	3022.0007	1997.1058	3085.6092	2176.822	1851.9412
ACAA2|10449	2780.7487	1552.9309	2060.9541	2462.2082	335.6589	1129.863	1232.4895	344.6197	2486.2518	1690	709.0103	1844.3149	982.0717	873.6045	311.791	921.0747	735.2941	292.7121	1069.4852
ACACA|31	3344.2744	3075.2406	2726.1484	3492.6791	2106.9767	1728.2192	1162.4473	1357.6067	3392.9088	2080	1696.5148	2169.0962	832.6693	2218.1021	1405.6377	2319.3486	1785.1891	1296.8937	699.4829
ACACB|32	3993.3616	2945.7568	3693.4629	4098.5358	320.9302	836.7123	426.1603	401.6698	2301.7366	2565.2941	931.9334	3181.3411	645.4183	467.7033	546.5796	1193.6648	796.7437	567.503	881.3484
ACAD10|80724	336.3452	354.3307	342.7562	364.8595	355.814	434.5205	582.2785	413.7291	369.754	470	628.5281	511.9534	772.9084	442.185	662.7707	704.4688	712.7101	432.497	471.3067
ACAD11|84129	435.9211	311.4611	255.3004	285.3186	284.4961	169.3151	189.4515	223.0983	227.2069	320.5882	313.6253	467.0554	199.8672	280.7018	291.5091	413.5505	318.2773	313.6201	269.1803
ACAD8|27034	435.1835	404.1995	416.9611	289.2758	358.1395	238.9041	240.9283	268.0891	402.3155	424.1176	251.6667	527.1137	302.1248	352.0734	401.5125	501.8591	571.9538	242.5329	360.8367
ACAD9|28976	731.6983	719.1514	750.8834	698.6229	1501.5349	891.5068	1008.0169	1329.7635	792.33	903.5294	797.1576	751.6035	1207.8353	807.799	929.529	993.4477	1129.7216	913.3811	804.6465
ACADL|33	12.5392	4.3745	7.9505	15.829	1.5504	9.3151	16.0338	7.4212	1.4472	16.4706	19.8012	25.656	0.664	23.9234	7.219	28.3254	63.5504	11.3501	14.4721
ACADM|34	1180.8962	1533.6833	1323.3216	1514.8397	1216.2791	1078.3562	1387.3418	1385.8998	1039.7974	1239.4118	1202.7626	1118.3673	431.6069	1352.0734	2196.6311	1657.5345	1519.958	1221.6249	1075.7564
ACADSB|36	952.2405	955.3806	832.1555	982.9838	824.031	564.3836	656.1181	541.2801	692.4747	856.4706	781.1889	836.1516	208.4993	491.2281	888.9653	1319.9626	1064.6008	844.086	518.0997
ACADS|35	623.2713	410.3237	704.0636	512.0696	672.093	351.7808	587.3418	382.1892	573.8061	600.5882	397.3013	555.6851	1404.3825	363.2376	632.5198	430.5458	612.395	314.8148	677.7748
ACADVL|37	5380.7339	4757.6115	5120.9982	4980.5778	9600.7597	4437.2329	9602.5316	7567.7041	4557.8509	4779.3765	7214.0077	6506.0991	7782.2045	3213.6962	7226.5383	6070.9284	8420.6723	13340.4958	8391.3583
ACAN|176	2.9504	23.622	17.6678	30.8666	19.3798	63.5616	21.9409	56.5863	20.2605	192.9412	18.5237	23.9067	52.4568	15.5502	69.0959	17.6617	3.6765	37.6344	60.3002
ACAP1|9744	22.128	68.2415	11.4841	22.5564	247.2868	259.1781	174.2616	339.0538	22.4313	221.1765	152.022	510.7872	4156.0425	466.5072	158.8175	153.9568	100.8403	203.1063	978.7936
ACAP2|23527	1188.2722	1141.7323	1127.2085	1215.275	1706.2016	1513.9726	590.2954	1764.3785	1056.4399	1490	1149.7465	1007.5802	494.0239	1352.8708	969.4053	1441.2619	1000.5252	865.5914	875.5596
ACAP3|116983	1008.3349	1003.4996	1295.053	1482.8294	1700.124	798.9315	754.4346	1635.436	938.4949	1065.2941	1247.1747	1042.0816	1152.7357	702.9944	1474.7886	1036.0424	991.7069	1528.6738	1136.5391
ACAT1|38	2260.7413	2213.4733	2345.4064	2694.4994	1073.6434	1031.7808	439.2405	1387.7551	2133.864	2048.8235	724.979	1508.4548	914.3426	483.6523	543.142	803.1078	610.8193	430.7049	1037.6467
ACAT2|39	244.0568	219.2651	187.7208	239.6834	1591.9147	671.3096	696.9958	792.8942	385.1881	341.0647	514.3391	286.9329	225.1062	586.6866	413.4273	327.0981	535.4464	340.1075	368.7191
ACBD3|64746	901.3461	958.8801	863.0742	991.294	1164.3411	1573.1507	1171.73	2026.4378	946.4544	1191.7647	1770.6096	1107.2886	417.6627	1822.9665	1523.8914	1363.2838	1138.1303	1916.368	1157.2823
ACBD4|79777	353.31	342.0822	359.5406	268.6981	169.7674	140.274	294.9367	103.4323	268.4515	392.3529	332.7877	458.8921	465.4714	348.8836	272.946	311.5792	498.9496	186.9773	294.2652
ACBD5|91452	562.7881	453.1934	516.7845	343.0946	870.5426	822.4658	775.5274	522.7273	416.7873	561.1765	638.1093	571.4286	371.1819	1146.3317	865.5895	1135.6811	938.0252	454.5998	520.9941
ACBD6|84320	389.4523	411.1986	416.9611	560.744	380.6202	404.3836	661.6034	374.3043	463.8205	405.8824	397.94	428.5714	610.2258	495.2153	478.1712	354.9003	452.7311	304.0621	411.9713
ACBD7|414149	2.9504	0.8749	4.417	5.5402	17.8295	116.1644	83.1224	23.6549	79.5948	5.8824	32.5762	16.3265	73.0412	74.1627	14.0942	56.6508	62.5	28.6738	16.4017
ACCN1|40	0	0	0.8834	0	2.3256	0	0.4219	0	3.6179	0	0.6387	0.5831	4.6481	0	0.3438	1.6662	1.5756	0	0
ACCN2|41	165.2222	223.0971	155.477	318.1638	76.7442	180.274	51.4768	57.5139	269.1751	218.8235	97.7285	120.1166	100.2656	73.764	26.8133	112.9683	21.0084	41.816	136.5198
ACCN3|9311	5.9008	8.7489	6.1837	17.412	4.6512	6.0274	2.1097	6.9573	2.8944	5.8824	3.8325	8.1633	20.5843	3.1898	12.0316	3.3324	7.3529	1.1947	4.824
ACCN4|55515	0.7376	0	5.3004	3.5615	0.7752	1.6438	0.4219	0.4638	0.7236	4.1176	1.9162	4.0816	3.3201	1.5949	0.6875	2.3327	0.5252	1.1947	0.9648
ACCN5|51802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3332	0.5252	0	0
ACCSL|390110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCS|84680	131.2926	106.7367	128.0919	173.3281	151.938	66.8493	179.3249	78.3859	71.6353	187.0588	235.0593	446.0641	454.8473	106.4593	404.2626	317.9107	714.8109	330.9438	451.5282
ACD|65057	467.6378	355.2056	440.8127	328.057	248.8372	359.4521	618.5654	306.1224	424.7467	457.0588	453.5111	477.551	986.0558	524.7209	348.2296	294.9172	413.8655	367.9809	496.3916
ACE2|59272	63.4335	7.874	6.1837	6.7273	492.2481	23.0137	43.038	215.6772	11.5774	11.7647	36.4086	25.0729	11.9522	35.4864	532.4854	43.3212	29.937	31.0633	25.0849
ACER1|125981	0	0.8749	0	0	77.5194	0.5479	0	151.6698	0	0.5882	0.6387	0	0.664	0.3987	0.3438	0.9997	0	0.5974	0.4824
ACER2|340485	42.7807	32.371	27.3852	44.3213	55.814	389.0411	711.3924	63.0798	40.521	360	3268.4738	215.7434	104.9137	2333.3333	880.715	3405.377	1757.8782	4732.3775	353.6006
ACER3|55331	233.0813	313.2108	252.6502	279.7784	295.3488	325.4795	209.2827	540.3525	371.9247	241.7647	219.0906	200	203.8513	443.3812	523.2039	354.5671	418.5924	256.8698	246.5074
ACE|1636	312.0044	222.2222	318.0212	272.6553	66.6667	1300.8219	370.4641	194.3414	594.0666	591.7647	356.4214	506.7055	179.2829	443.3812	282.5713	409.5517	141.2815	412.1864	783.4208
ACHE|43	5.1632	23.622	12.3675	21.7649	13.1783	44.3836	22.3629	55.6586	7.2359	48.2353	93.896	107.8717	174.6348	47.0494	47.0952	27.9921	28.8866	58.5424	120.6005
ACIN1|22985	2892.1261	3083.1146	3322.4382	2577.7602	2673.6434	2950.137	2868.3544	3213.8219	2453.6903	2987.6471	4257.8945	3919.5335	2776.2284	2930.2233	3861.8082	3905.9031	3928.5714	4274.7909	2598.6994
ACLY|47	1981.1912	1963.2546	2316.2544	2232.2913	1980.6202	3429.0411	1691.9831	1933.2096	2426.9175	2548.2353	2109.1461	1619.242	1864.5418	3978.0702	1965.6239	2532.9553	1879.2017	1994.0263	1964.8232
ACMSD|130013	0	0	0	0.3957	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1816	0
ACN9|57001	124.6543	145.2318	138.6926	146.023	247.2868	224.6575	243.038	135.436	176.5557	147.6471	152.6608	173.1778	77.6892	307.0175	168.099	166.9531	194.8529	87.8136	191.0312
ACO1|48	2357.3668	2196.8504	2479.682	2390.9774	1089.9225	1389.0411	1287.7637	851.1132	3016.6425	1975.2941	956.8446	1737.6093	741.6999	770.3349	812.6504	1084.3621	812.5	1016.7264	1114.3486
ACO2|50	4077.175	4606.5792	3890.7509	4003.9216	3364.3798	2693.2712	4786.6709	3311.2152	4073.9001	3964.0588	2922.2596	3222.0466	2863.5857	2556.9817	4401.9491	3220.3023	3500.3519	4393.4229	3118.1354
ACOT11|26027	307.5788	389.5363	124.0724	141.484	1426.4884	328.9699	606.1983	733.3952	147.945	253.4	502.1518	451.3411	417.8486	703.4211	402.7123	615.977	963.5084	653.0645	193.2454
ACOT12|134526	0	0	0	0	0	0.5479	0	0	0	0	1.9162	0.5831	0	0	0	0.3332	0.5252	0	0
ACOT13|55856	423.9277	337.2091	478.2686	375.2275	466.5736	507.8959	557.7975	355.6076	482.2938	403.2647	381.735	516.5073	344.1235	723.0104	530.0928	501.5358	556.7227	315.5317	374.1847
ACOT1|641371	1051.0787	1159.2301	1181.0954	1193.9335	296.124	404.3836	245.9916	97.8664	1930.5355	1165.2941	233.7818	677.551	536.5206	256.3796	317.6349	264.2591	399.1597	167.8614	454.9051
ACOT2|10965	639.4984	664.042	818.0212	810.0237	175.1938	237.8082	145.1477	74.6753	1312.5904	620	182.0432	440.2332	191.8991	249.2026	248.1953	115.6342	262.0798	140.3823	306.3253
ACOT4|122970	12.5392	13.1234	13.2509	19.7863	44.186	39.4521	42.616	59.833	36.1795	29.4118	32.5762	44.3149	23.2404	115.63	61.8769	45.3206	87.7101	30.4659	21.2257
ACOT6|641372	2.9504	1.7498	1.7668	4.7487	0.7752	2.1918	0	0	5.0651	2.9412	0.6387	5.2478	0	1.1962	0.3438	0.9997	2.1008	0	3.3768
ACOT7|11332	433.7083	480.315	699.6466	390.186	904.6512	1224.6575	776.3713	1318.6456	1681.6208	536.4706	297.0178	541.1079	1401.0624	265.1515	621.5194	488.8627	338.7605	235.3644	591.9072
ACOT8|10005	329.6625	262.1347	321.8021	244.4519	479.6434	264.6795	434.3755	430.8071	304.3777	340.1176	283.5594	336.0292	600.8167	531.3836	383.2073	295.457	365.9034	217.9928	316.5956
ACOT9|23597	819.4726	1083.1146	1363.0742	1147.2101	297.6744	459.1781	233.3333	292.6716	831.4038	754.7059	337.259	667.6385	867.8619	363.6364	369.5428	388.5575	319.3277	581.2425	651.2427
ACOX1|51	1632.3068	1466.3167	1565.371	2395.4294	2050.3876	1781.9233	4220.6751	1980.5195	1344.7902	1719.4412	2839.8291	1843.7318	1071.0491	3112.1451	2243.9464	3635.1691	3798.0042	4518.5185	1572.6304
ACOX2|8309	551.7241	419.0726	417.8445	436.0902	163.5659	237.8082	44.3038	173.4694	548.4805	455.8824	146.9121	518.3673	27.2244	66.1882	180.8182	258.9273	77.7311	76.4636	140.8614
ACOX3|8310	549.5113	749.7813	707.5972	759.3985	1288.3721	397.2603	681.8565	941.5584	684.5152	404.7059	540.3809	476.3848	754.3161	472.8868	846.6827	621.4921	862.9202	553.7634	394.1224
ACOXL|55289	0	0	0.8834	1.1872	0.7752	80	383.5443	0.4638	0	19.4118	162.242	65.3061	131.4741	248.0064	73.9086	244.598	486.8697	324.9701	123.4949
ACP1|52	977.3188	902.0122	1110.424	1001.9786	1296.124	1315.6164	1257.8059	912.3377	887.8437	908.8235	924.9072	973.1778	1638.1142	998.8038	1168.4428	1113.0208	1462.7101	1098.5663	1205.0401
ACP2|53	598.1929	561.6798	544.1696	386.2287	696.8992	914.5205	1040.5063	548.2375	672.2142	754.1176	521.8572	795.9184	1203.8513	920.2552	1187.3496	783.1134	682.7731	390.681	1021.7274
ACP5|54	385.0267	510.0612	214.6643	271.4681	475.1938	812.0548	586.4979	881.2616	452.9667	372.3529	625.9731	876.9679	2492.0319	863.2376	540.7356	320.2434	334.5588	326.1649	2108.579
ACP6|51205	281.7629	202.0997	107.7739	184.8041	313.9535	482.7397	578.481	167.4397	176.5557	270	387.7201	284.5481	774.9004	461.3238	348.2296	435.8776	755.7773	382.9152	302.466
ACPL2|92370	109.9023	140.8574	162.5442	135.7341	144.186	508.4932	148.1013	107.6067	164.2547	197.6471	233.7818	182.5073	423.6388	579.7448	297.353	301.582	416.4916	204.8984	203.5736
ACPP|55	2.2128	8.7489	0.8834	4.7487	1479.845	25.7534	52.3207	1253.7106	5.0651	11.1765	42.7961	9.3294	28.5525	327.3525	99.6906	50.3192	46.2185	58.5424	24.6025
ACPT|93650	0.7376	0	0	0	0	0	0	1.8553	0	0	0	0	0	0	0	0	0	0	0.4824
ACRBP|84519	18.44	13.1234	9.7173	11.0803	5.4264	20.8219	5.4852	14.3785	13.7482	15.8824	23.6337	25.656	17.9283	13.5566	11.6879	20.9941	15.7563	7.7658	36.6626
ACRC|93953	20.6528	6.9991	9.7173	8.706	8.5271	5.4795	3.7975	14.3785	13.7482	12.9412	10.22	25.0729	32.5365	17.5439	19.9381	28.9919	24.1597	27.4791	16.4017
ACRV1|56	3.688	0	0.8834	5.5402	0.7752	0.5479	2.1097	0	4.3415	3.5294	0	1.1662	11.2882	2.7911	0.6875	0.6665	0	0	0
ACR|49	2.9504	0	5.3004	3.9573	0.7752	4.3836	1.2658	4.1744	1.4472	8.2353	5.7487	4.0816	5.3121	0.7974	2.4063	2.6659	3.1513	1.7921	7.236
ACSBG1|23205	73.0223	41.9948	58.3039	61.3376	16.2791	17.5342	35.0211	6.9573	48.4805	42.9412	52.3773	51.312	9.2961	15.5502	26.1258	43.6544	65.1261	103.3453	65.1243
ACSBG2|81616	1.4752	0	1.7668	0	2.3256	1.0959	0	0	0.7236	0	0	0.5831	1.992	0.3987	0	1.6662	1.0504	0	0.4824
ACSF2|80221	202.1022	106.7367	136.9258	170.1622	279.845	842.1918	2506.7511	551.0204	151.2301	471.1765	1555.9903	586.5889	1527.8884	1175.8373	1810.5878	1579.5564	1726.8908	2277.1804	895.3381
ACSF3|197322	340.7708	351.706	327.7385	252.4733	386.0465	442.7397	654.0084	414.6568	329.9566	398.8235	554.4333	449.5627	1000	446.9697	623.9257	562.8419	646.5336	348.865	503.6277
ACSL1|2180	2543.2417	2311.4611	2141.3428	2250.4947	3846.5116	1220.274	1086.4979	2411.8738	1454.4139	1574.1176	1240.4487	1253.0612	990.7039	2461.7225	2643.8639	2078.0831	2950.105	2131.4217	1848.082
ACSL3|2181	1664.7612	1660.5424	1738.5159	2062.9205	2283.7209	2007.6712	1868.7764	3141.9295	1593.343	2007.6471	1708.0123	1758.6006	1092.2975	1726.874	2436.2324	1871.1412	2272.584	3043.6081	1380.1521
ACSL4|2182	1550.4333	2090.9886	1979.682	3191.9272	568.2171	2260.8219	776.7932	882.6531	1400.8683	1752.3529	818.875	1123.6152	745.0199	1149.5215	706.0846	1385.2776	887.0798	1505.3763	2012.581
ACSL5|51703	187.3502	202.0997	125.4417	273.051	590.6977	3075.6164	4078.903	1137.2913	146.165	1561.1765	4450.7964	2427.4052	1784.8606	2577.3525	8225.1633	6057.2989	4785.7143	7021.5054	3834.6133
ACSL6|23305	0	2.6247	3.5336	2.7701	0.7752	27.9452	3.7975	3.2468	2.1708	1.7647	5.11	2.9155	4.6481	8.7719	1.375	4.3321	4.2017	2.3895	14.9545
ACSM1|116285	0.7376	0	5.3004	26.9094	3.1008	1.6438	82.2785	5.5659	5.0651	8.2353	30.0212	12.828	15.2722	17.1451	28.5321	99.9719	123.4244	103.9427	34.2505
ACSM2A|123876	0	1.7498	0.8834	0	0	0	0	0	2.1708	0	0	3.4985	0.664	0	0	0	0.5252	0	0.9648
ACSM2B|348158	0	0.8749	0	0.7915	0	0	0.4219	0.9276	0	0	0	0.5831	0	0.3987	0	0.3332	0	0	0.4824
ACSM3|6296	14.2209	11.881	6.3074	147.1429	55.7519	115.6603	771.3122	73.372	29.2547	130.3706	308.0426	104.1633	171.8858	157.5718	174.0289	479.1521	679.9422	280.7348	143.5339
ACSM4|341392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5|54988	44.9935	40.245	10.6007	8.706	3.1008	11.5068	3.7975	1.8553	25.3256	31.7647	5.11	32.6531	5.3121	5.5821	3.4376	7.6645	3.6765	4.779	19.2961
ACSS1|84532	633.5976	692.9134	674.0283	433.7159	765.8915	623.0137	1202.9536	455.4731	390.0145	461.7647	587.6482	780.758	1132.8021	2050.638	885.1839	1003.3849	1198.5294	512.5448	687.4228
ACSS2|55902	891.0197	771.6535	754.417	771.666	1598.4496	646.5753	656.962	935.0649	675.8321	884.7059	672.6017	795.3353	482.7357	1060.2073	1011.0003	619.1595	740.5462	464.1577	547.0438
ACSS3|79611	109.1647	66.4917	115.7244	132.1725	17.0543	234.5205	59.9156	50.5566	129.5224	157.6471	193.5407	93.2945	30.5445	281.1005	45.3764	175.6173	198.5294	102.1505	90.2092
ACTA1|58	60.4831	298.3377	465.5477	198.6545	4.6512	1.6438	5.0633	1.3915	236.6136	57.0588	31.2987	20.9913	7.9681	6.7783	4.4689	2.3327	12.605	4.779	1.9296
ACTA2|59	168536.6992	162893.9895	230926.4841	160230.2612	32668.6589	37258.9096	17606.4304	11532.449	235081.288	129585.8353	22086.1511	121210.0058	15354.5286	6151.9976	19458.4118	46471.5792	15363.4454	13335.4719	46559.5718
ACTBL2|345651	0	0	0	0.3957	0	1.6438	0	0	0	0	0	2.3324	0	0.3987	0	0	0	0	0.4824
ACTB|60	262364.0052	286270.3412	327192.5795	224157.036	153706.9767	115792.8767	149082.2785	210216.6048	290471.686	192609.4118	181082.5183	187198.8338	130444.8871	67068.1818	107611.5572	97425.3064	61946.9538	143148.1481	152500.2894
ACTC1|70	45076.1571	54971.1286	81455.8304	56792.6395	11571.3178	5578.0822	26.1603	47.3098	125733.5384	46861.1765	38.3249	46027.9883	270.9163	51.4354	2504.6408	9480.0044	361.8697	595.5795	10596.4418
ACTG1|71	22945.2333	44490.8136	30757.9505	52090.6213	101582.1705	71532.6027	212852.7426	194113.1725	36314.0376	54438.2353	173109.0263	67158.6006	92589.6414	68848.5526	107636.6449	51389.2349	62597.6891	186367.9809	73802.6783
ACTG2|72	208375.4379	228747.1566	367126.3251	190282.1528	29185.2713	25407.1233	10978.903	5502.7829	376426.9247	94100	18165.9947	114145.1895	7092.2975	3381.5789	13721.8976	54282.7556	11619.7479	7901.4337	39836.2728
ACTL6A|86	444.7723	433.0709	518.5512	485.9517	755.0388	983.5616	520.6751	693.4137	772.0695	617.6471	656.633	483.965	435.591	1570.1754	758.3362	777.4483	720.063	606.9295	635.3234
ACTL6B|51412	0	0.8749	0	0	0	0	0.4219	0	0	0	0.6387	0	0	0.3987	0	0	0	0	0
ACTL7A|10881	0	0	0	0.7915	0	0	0.8439	0	0	0	0	0	0	0	0	1.333	0	0	0
ACTL7B|10880	0	0	0	0	0	0	0	0	0	0	0	0	1.328	0.3987	0.3438	0	0	0.5974	0.4824
ACTL8|81569	0	0.8749	0	0	1.5504	43.2877	0.4219	0.4638	0	0	0.6387	0	2.656	0	0	0	0	0	0.9648
ACTL9|284382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3332	0	0	0
ACTN1|87	41399.9631	39908.1365	52622.7915	37707.9541	5954.2636	8240.5479	2457.8059	4172.5417	41166.4255	21757.0588	3444.1295	19277.551	2237.0518	4018.74	3054.658	8824.1885	5720.063	4798.0884	7019.9136
ACTN2|88	2399.4099	1384.9519	2131.6254	790.6609	3.1008	3.2877	0.8439	4.1744	1112.1563	94.1176	3.1937	103.207	2.656	0.7974	17.5318	113.6348	15.7563	2.3895	4.3416
ACTN3|89	12.5392	2.6247	6.1837	10.6846	1.5504	3.2877	0	0.9276	5.0651	11.7647	3.8325	0.5831	11.2882	0.3987	0.6875	1.333	1.0504	1.1947	5.3064
ACTN4|81	16218.4842	20867.2878	28817.4382	16027.404	18082.3798	10256.0055	12365.7089	23914.2625	23364.508	14060.1235	11379.9481	11992.1458	11984.7543	8777.811	14852.0557	10798.3341	8252.1324	20733.417	10102.6214
ACTR10|55860	1061.4051	1146.9816	1198.7633	1185.5956	1130.2326	998.9041	1296.6245	1271.7996	1128.0753	1243.5294	857.8386	1125.9475	940.9031	1182.6156	1150.5672	898.7476	1078.7815	798.6858	1067.0732
ACTR1A|10121	5679.5132	4576.5529	5297.7032	5277.7998	3717.0543	3191.7808	3229.1139	3403.525	4460.9262	4469.4118	2216.4557	4270.5539	3370.5179	1600.0797	2604.3314	2361.0036	2713.7605	2491.6368	3395.6275
