TCGA-18-3414-01A-01R-0980-07	TCGA-18-3417-01A-01R-1443-07	TCGA-34-8455-01A-11R-2326-07	TCGA-37-4132-01A-01R-1100-07	TCGA-58-8386-01A-11R-2296-07	TCGA-66-2742-01A-01R-0980-07	TCGA-NC-A5HP-01A-11R-A26W-07
MAPKSP1|8649	1511.907	730.725	976.0307	1595.6309	1007.0675	468.761	642.944
MAPRE1|22919	4764.9991	5448.7917	2950.6232	4510.0312	4102.0178	4839.6282	3176.399
MAPRE2|10982	641.6836	507.4799	361.9367	1156.041	773.123	455.1124	277.9805
MAPRE3|22924	187.9269	1676.6398	293.8639	402.14	461.7433	346.3937	675.7908
MAPT|4137	13.2915	11.5075	51.7737	79.8038	33.5962	96.0113	22.5061
MARCH10|162333	3.3709	0	1.8313	0.4458	4.4617	4.297	7.2993
MARCH11|441061	29.5366	0	0	284.4405	0.8194	0	1.8248
MARCH1|55016	98.2093	44.8792	35.4746	146.2327	153.6413	93.6581	52.3114
MARCH2|51257	776.8137	583.4292	502.3969	411.9483	691.181	511.119	523.1144
MARCH3|115123	88.6099	56.3867	103.5475	199.2867	59.408	92.7168	34.0633
MARCH4|57574	1.1076	2.3015	3.3557	1.7833	2.4583	1.4119	7.9075
MARCH5|54708	1690.9729	926.3521	693.1927	1383.4151	524.8387	1042.4756	1008.5158
MARCH6|10299	4053.9044	3559.2635	4534.5158	2731.1636	3123.2203	3393.811	2782.8467
MARCH7|64844	2376.5922	872.267	2163.9501	2739.1886	2195.6366	2419.1081	2107.6642
MARCH8|220972	131.4381	82.8539	236.3375	116.8078	347.4342	256.9714	156.326
MARCH9|92979	318.2573	382.0483	386.3854	571.1101	378.9819	400.5177	553.528
MARCKSL1|65108	3305.5197	2107.0196	1161.5532	8620.5974	3698.8631	3703.0239	1318.7348
MARCKS|4082	7412.9592	6490.2186	5505.7526	4539.4561	7401.0038	9757.8539	8772.5061
MARCO|8685	39.1361	307.2497	110.2589	147.5702	3799.6517	249.9118	287.7129
MARK1|4139	1241.6467	866.5132	649.5686	456.0856	605.5516	633.9569	2417.8832
MARK2|2011	1820.5649	600.6904	1717.6414	1014.7124	2682.7819	1855.7477	2399.0268
MARK3|4140	1408.8979	976.985	2154.8418	1198.8408	3860.2888	1457.5832	2128.9538
MARK4|57787	1472.4017	826.2371	930.489	679.4472	1465.1234	1048.1233	579.6837
MARS2|92935	258.0764	140.3913	238.7344	321.8903	232.3056	180.2565	237.2263
MARS|4141	2411.4602	4731.7491	2710.0671	3371.712	2101.6409	2313.651	2260.9732
MARVELD1|83742	1346.4464	1940.5984	1245.7143	495.5372	1143.6321	696.8726	1958.1873
MARVELD2|153562	231.1242	169.16	201.8217	254.1239	243.3678	510.6483	156.9343
MARVELD3|91862	483.2675	414.2348	391.3998	236.576	502.1981	337.6821	535.9185
MAS1L|116511	0	0	1.4382	0	0	0	0.6083
MAS1|4142	0.3692	0	0	0	0	0	0
MASP1|5648	249.2154	10.3567	30.2013	29.4249	62.2759	72.4791	6.0827
MASP2|10747	6.6457	0	6.7114	13.8208	24.5826	9.4129	4.2579
MAST1|22983	29.9059	13.809	34.5158	267.4989	59.408	33.4157	7.9075
MAST2|23139	673.0663	655.9264	647.651	1211.77	1189.7982	707.3773	923.9659
MAST3|23031	259.5533	94.3613	337.488	150.691	745.2627	298.388	200.7299
MAST4|375449	338.933	155.351	1312.5599	58.4039	730.5132	588.3045	304.1363
MASTL|84930	487.3546	607.5949	446.3087	509.1395	415.4461	515.3547	461.0706
MAT1A|4143	38.0284	85.1554	31.6395	15.1583	13.5204	95.5407	89.4161
MAT2A|4144	6937.4192	882.6237	3467.8811	4645.564	4756.7346	4470.6436	5336.3747
MAT2B|27430	1446.1879	1386.6513	1122.7229	1890.3255	940.2847	1476.8796	938.5645
MATK|4145	55.3812	58.6881	32.1189	49.4873	82.3517	23.0615	19.4647
MATN1|4146	3.2195	0	1.5197	0.4458	3.6464	1.9532	7.6034
MATN2|4147	390.2529	144.9942	221.9559	2199.7325	87.678	175.5501	529.8054
MATN3|4148	37.29	833.1415	77.1812	170.7535	120.8645	199.0822	126.5207
MATN4|8785	8.1226	2.3015	7.1908	0.4458	3.2777	2.3532	0.6083
MATR3|9782	4597.0094	4567.3188	4683.4084	6614.4717	4033.0103	5705.9701	5414.7202
MAVS|57506	1916.9282	1138.0898	2356.1841	1668.3014	4185.5987	2165.4312	2324.8175
MAX|4149	1678.0506	928.6536	1127.9962	1499.3313	1189.7982	984.1158	1431.8735
MAZ|4150	4878.0469	5901.2083	5969.8658	6201.4534	5378.8262	653.3992	3844.4951
MBD1|4152	965.8483	460.2992	1156.28	894.7838	1157.4311	1155.4301	1011.5572
MBD2|8932	1536.2747	1555.8113	1768.4564	1342.3986	1697.8388	2067.0667	1581.5085
MBD3L1|85509	0	0	0	0	0	0	0
MBD3L2|125997	0	0	0	0	0	0	0
MBD3L5|284428	0	0	0	0.4458	0	0	0
MBD3|53615	1555.8427	518.9873	1189.837	1438.2523	2191.9492	823.6263	1392.3358
MBD4|8930	1104.6705	792.8654	1136.1457	1233.6157	697.3266	1723.4969	1108.2725
MBD5|55777	132.9149	117.3763	342.7613	191.2617	174.9462	208.4951	176.399
MBD6|114785	2020.3064	1004.603	3012.9434	971.021	1492.9837	1618.0727	2127.7372
MBIP|51562	459.664	283.084	449.6644	598.3058	520.7416	480.0565	559.0024
MBL1P|8512	1.4768	0	1.9175	4.9041	20.4855	3.7651	7.2993
MBL2|4153	0.3692	0	0	0.8917	0	0	0
MBLAC1|255374	20.3064	17.2612	23.4899	32.0999	35.6448	24.0028	57.1776
MBLAC2|153364	130.3304	56.3867	67.1141	188.1409	103.6567	112.4838	180.0487
MBNL1|4154	2865.5787	2608.6997	3889.6596	3505.9786	3442.4624	4731.4931	5845.517
MBNL2|10150	1324.3493	1082.8539	1138.0633	903.7004	1201.6798	910.6954	1029.8054
MBNL3|55796	90.8252	21.8642	100.6711	20.0624	93.0042	58.3598	36.4964
MBOAT1|154141	424.9585	202.5316	401.2464	160.4993	230.6668	316.7431	511.5572
MBOAT2|129642	375.1154	308.4005	1953.4995	3377.6193	667.8275	761.0307	607.6642
MBOAT4|619373	1.846	0	2.8763	2.675	2.868	3.7651	4.2579
MBOAT7|79143	2361.8239	1639.8159	1188.3988	876.0588	1132.0291	1170.9613	729.927
MBP|4155	234.4471	409.6663	1290.0288	813.6424	1660.9649	1438.7575	802.9197
MBTD1|54799	434.9271	116.2255	361.4573	657.1556	394.1411	643.8405	466.545
MBTPS1|8720	3391.1759	2785.9609	2176.8936	3045.9206	1731.0253	3224.3793	3350.9732
MBTPS2|51360	543.9505	459.1484	633.9214	783.2992	602.3231	1157.788	524.2032
MB|4151	90.0868	14.9597	13.4228	30.3165	9.0136	57.4185	24.3309
MC1R|4157	100.7938	97.8136	75.6328	245.7423	82.913	115.3077	600.4562
MC2R|4158	0	10.3567	0	0	0	0.4706	0.6083
MC3R|4159	0	0	0	0	0	0	0
MC4R|4160	1.846	2.3015	0.4794	2.675	0	0.9413	0.6083
MC5R|4161	0	11.5075	0	0	0	0.4706	0
MCAM|4162	1946.4648	2518.9873	2646.6922	2112.7954	2028.0651	1341.3343	1850.9732
MCART1|92014	165.7744	154.2002	135.187	252.3406	322.8516	109.66	291.3625
MCART2|147407	6.2765	4.603	3.8351	4.4583	6.5554	3.2945	4.2579
MCART3P|442229	0	0	0	0	1.2291	1.4119	0.6083
MCART6|401612	18.0912	3.4522	6.232	27.1957	7.7845	8.4716	9.7324
MCAT|27349	425.3277	200.2301	353.3078	219.7949	284.7485	196.729	304.1363
MCCC1|56922	737.6777	831.9908	834.1323	877.3963	615.7943	1278.7387	966.545
MCCC2|64087	1300.72	1315.3049	1022.5312	1422.2024	1200.041	1364.8665	987.8345
MCCD1|401250	0	0	0	0	0	0	0
MCC|4163	955.8796	481.0127	1453.9789	58.8498	1818.2936	729.9682	1626.5207
MCEE|84693	181.2812	104.7181	85.8102	255.9073	101.1984	75.7736	186.7397
MCF2L2|23101	36.6181	51.7837	16.2991	6.2416	16.413	64.4782	48.8808
MCF2L|23263	388.5102	221.7031	293.8639	466.7856	273.2767	145.4289	1118.0049
MCF2|4168	1.1076	0	1.9175	1.7833	0.8194	0	3.6496
MCFD2|90411	1371.3568	4000	3217.162	2720.0178	2409.8535	2929.7564	2843.6861
MCHR1|2847	10.168	78.3774	17.8092	42.8043	10.6525	6.589	6.0827
MCHR2|84539	5.1689	0	0	0	0	0	11.5572
MCL1|4170	7267.4912	8146.145	12860.9779	7874.7214	10790.5357	13317.3315	13184.9148
MCM10|55388	304.2274	382.0483	218.6002	359.3402	408.8907	297.9174	152.0681
MCM2|4171	2869.8542	3483.3142	3496.6443	5441.819	1869.5073	3893.6345	1339.4161
MCM3APAS|114044	17.0648	6.9505	16.5292	37.5256	20.002	39.4588	51.0584
MCM3AP|8888	1012.2872	872.2209	1270.1438	1172.0152	1899.8996	886.2972	1056.6058
MCM3|4172	2099.6862	1797.4684	1818.7919	2935.8003	3412.8854	1893.3992	2365.5718
MCM4|4173	2445.6341	1291.1392	2463.0872	4203.745	2347.2293	3369.8082	1206.2044
MCM5|4174	3194.7572	1472.9574	3367.6894	1133.3036	1880.5695	1836.922	2257.2993
MCM6|4175	1411.4824	1307.2497	1488.9741	2975.4793	986.582	1584.657	1005.4745
MCM7|4176	3709.688	4664.8562	2606.3806	4317.3206	5961.7003	3964.0522	2870.3163
MCM8|84515	293.5204	561.565	518.2167	440.4815	500.6658	538.4163	479.3187
MCM9|254394	59.0733	28.7687	44.5829	67.7664	93.4139	77.6562	127.7372
MCOLN1|57192	424.9585	313.0035	672.0997	344.1819	1229.1304	463.1133	372.2628
MCOLN2|255231	24.3677	46.0299	41.2272	99.8663	61.0468	61.6543	14.5985
MCOLN3|55283	18.4604	20.7135	52.2531	37.004	36.4642	21.179	42.5791
MCPH1|79648	692.3943	362.4856	342.6894	442.2336	305.234	773.1968	322.3662
MCRS1|10445	1337.6408	1321.0587	1288.5906	1579.5809	763.29	905.0477	1023.1144
MCTP1|79772	111.1316	14.9597	519.1755	45.9206	243.3678	222.6144	59.0024
MCTP2|55784	460.4024	292.29	558.0058	230.4949	378.5722	282.3862	213.5036
MCTS1|28985	721.0633	1042.5777	595.3979	1331.6986	527.7066	1018.9434	930.0487
MDC1|9656	609.1933	745.6847	944.3912	1283.5488	964.0479	1127.1914	1425.1825
MDFIC|29969	818.9035	645.5696	764.6213	650.4681	1355.7308	963.8781	538.9294
MDFI|4188	1532.2134	570.771	1405.5609	700.8471	1281.1636	478.6445	1453.163
MDGA1|266727	60.9193	71.3464	328.3797	52.6081	65.5536	110.1306	206.8127
MDGA2|161357	5.1689	0	0	22.7374	0	0.4706	0
MDH1B|130752	21.0449	13.809	5.7526	58.4039	12.2913	12.2367	0.6083
MDH1|4190	10890.5298	6165.7077	2501.4382	3773.9634	2041.5856	2219.5552	4029.8054
MDH2|4191	6190.5114	12327.9632	3232.023	4810.5216	4024.9923	5741.3813	3641.7275
MDK|4192	3490.4929	3348.6766	1447.7469	8691.9305	744.853	2548.5351	2203.163
MDM1|56890	202.6952	65.5926	139.5014	316.9862	167.9812	215.5548	305.3528
MDM2|4193	1827.5798	1211.7376	3350.9108	2094.0704	1124.2446	1956.4655	1088.1995
MDM4|4194	1150.0831	201.3809	546.5005	1312.9737	455.5977	1086.7161	1440.3893
MDN1|23195	378.4382	195.6272	1241.6107	583.5934	1315.5792	597.7174	992.7007
MDP1|145553	152.4534	229.9194	193.0585	511.9884	108.1635	156.0795	173.8686
MDS2|259283	0.7384	0	0.9588	0	0.4097	2.3532	0
ME1|4199	517.6297	666.2831	337.488	2696.8346	519.1027	1141.7814	945.8637
ME2|4200	717.3712	1028.7687	428.092	1278.6447	1693.7417	898.9293	673.3577
ME3|10873	131.4381	59.8389	120.326	144.8952	85.6294	57.8892	102.1898
MEA1|4201	947.7423	1701.9563	1142.838	2510.477	595.7185	1227.8856	1158.7591
MEAF6|64769	1434.7425	1186.4212	1171.1409	1988.4084	1031.6501	1688.6693	920.3163
MECOM|2122	1367.1774	784.8101	2017.2579	91.3955	697.7364	1547.9468	316.91
MECP2|4204	783.0903	661.6801	1505.2733	764.1551	1350.8143	1377.5738	1065.6934
MECR|51102	725.863	750.2877	568.0729	414.1774	443.3064	195.3171	220.1946
MED10|84246	1900.3138	1721.519	1030.6807	687.4721	1293.0452	759.6188	723.236
MED11|400569	143.2527	223.2451	149.0892	201.9617	158.9675	146.8408	190.3893
MED12L|116931	35.444	11.5075	67.5935	4.0125	20.8952	30.1212	59.6107
MED12|9968	735.8316	822.7848	1733.4612	577.3518	980.0266	1092.3638	1324.2092
MED13L|23389	1504.1536	1311.8527	2527.8044	824.3424	3266.2092	1657.6068	2503.0414
MED13|9969	1641.499	1168.0092	2258.3893	1931.342	2348.0488	2741.499	1828.4672
MED14|9282	1058.1503	821.6341	2472.1956	1041.4623	1909.6384	2606.4243	1280.9854
MED15|51586	2539.7822	1627.1577	4646.2128	754.7927	2620.506	1991.7637	4476.2774
MED16|10025	1410.0055	399.3096	1349.9521	482.3897	1222.575	1077.7739	933.09
MED17|9440	534.244	238.2048	678.8111	909.0504	286.7971	710.2012	728.7105
MED18|54797	543.4742	211.7376	252.6366	667.8556	283.9291	248.0292	172.1411
MED19|219541	315.3037	276.1795	241.1314	343.2902	163.4743	265.443	363.1387
MED1|5469	587.0408	484.4649	905.0815	822.5591	1177.0972	1553.1239	1181.8735
MED20|9477	894.2219	464.9022	524.9281	929.5586	279.4223	527.5915	683.6983
MED21|9412	896.8064	2432.6812	830.7766	1170.7535	455.188	778.4445	481.7518
MED22|6837	615.4698	349.8274	473.6337	567.0976	687.4936	518.1786	893.5523
MED23|9439	695.9572	284.2348	624.6405	748.1052	721.4995	699.3764	574.8175
MED24|9862	962.8946	1192.1749	1097.7948	1398.5733	1240.6023	1234.4982	978.7105
MED25|81857	978.5564	529.3441	808.2454	563.4062	819.4203	656.5478	466.545
MED26|9441	261.7685	90.9091	240.652	117.6995	397.0091	154.8417	312.6521
MED27|9442	565.6267	318.7572	195.5896	578.6893	184.3696	223.5557	365.5718
MED28|80306	860.624	699.6548	702.3011	2499.3313	398.2382	584.0687	475.0608
MED29|55588	1016.4298	1102.4166	1193.1927	1226.4824	928.8129	1738.0868	1642.3358
MED30|90390	455.9719	378.5961	204.2186	574.6768	179.453	426.8737	302.3114
MED31|51003	143.0349	185.6732	103.3413	344.0214	105.0702	178.1104	122.0012
MED4|29079	1281.1519	986.191	713.8063	959.4293	636.2798	1108.3657	1075.4258
MED6|10001	580.7643	356.7319	461.6491	680.3388	393.7314	506.8832	543.1873
MED7|9443	127.0076	102.4166	65.6759	165.4035	92.1848	106.8361	130.1703
MED8|112950	700.3877	1605.2934	776.6059	938.4753	567.0388	1246.2643	740.8759
MED9|55090	249.2154	261.2198	229.6261	554.6144	258.9368	276.2678	299.2701
MEF2A|4205	1399.0253	640.5754	1810.906	954.1061	800.5736	935.4042	1001.7275
MEF2B|100271849	26.7344	12.6928	57.675	72.4699	15.8722	30.6154	17.938
MEF2C|4208	216.3559	204.8331	245.4458	323.2278	437.9801	308.2716	167.8832
MEF2D|4209	1225.7707	1066.7434	1360.4986	690.593	1904.7424	2059.5364	2329.0754
MEFV|4210	39.1361	12.6582	33.557	16.0499	87.2683	102.1297	2.4331
MEG3|55384	164.2976	18.412	60.8821	189.4784	54.0817	34.8276	321.1679
MEG8|79104	0.3692	0	0	0	0	0	0
MEGF10|84466	95.6249	0	3.8351	7.5791	0.8194	4.7064	65.0852
MEGF11|84465	1.4768	2.3015	0.4794	19.1708	8.6039	1.4119	0.6083
MEGF6|1953	603.286	308.4005	599.233	670.0847	986.582	278.621	1443.4307
MEGF8|1954	472.9555	973.5328	1087.7277	481.0522	959.9508	698.4351	602.1898
MEGF9|1955	671.2202	397.0081	683.1256	934.9086	2222.6775	612.778	412.4088
MEI1|150365	34.7056	59.8389	66.6347	321.4445	27.8603	100.7177	20.6813
MEIG1|644890	1.846	1.1507	2.8763	4.4583	0	1.4119	0.6083
MEIS1|4211	1071.0725	202.5316	525.8869	187.2492	266.7213	253.2063	350.9732
MEIS2|4212	465.2021	156.5017	394.0556	75.7914	102.4275	148.7234	373.4793
MEIS3P1|4213	63.1346	182.9689	242.0901	195.72	130.6975	254.1475	143.5523
MEIS3|56917	83.0718	422.3245	108.8207	67.3206	43.0196	68.2433	176.399
MELK|9833	676.0199	1162.2555	360.4986	783.7717	605.1419	439.5811	1040.146
MEMO1|51072	515.4698	1609.5742	485.9252	1067.0976	582.2964	520.8048	783.8869
MEN1|4221	802.6583	454.5455	1648.6098	1121.2662	1684.3183	1160.6071	1142.3358
MEOX1|4222	52.7968	42.5777	15.3404	5.7958	347.8439	112.4838	12.1655
MEOX2|4223	15.8759	203.6824	92.0422	67.7664	78.6643	63.5369	97.9319
MEP1A|4224	0.3692	0	0	1.3375	3.2777	0.9413	0.6083
MEP1B|4225	0.7384	0	0	0.4458	0.4097	0.4706	0
MEPCE|56257	1234.6317	745.6847	820.7095	958.0918	2000.6146	902.2238	1169.708
MEPE|56955	0	1.1507	0	0	0.4097	0.9413	0
MERTK|10461	179.4351	254.3153	238.255	288.0071	562.532	452.7591	619.8297
MESDC1|59274	697.0648	362.4856	999.0412	362.9068	448.6326	472.0555	791.3625
MESDC2|23184	2078.6413	2104.7181	2315.9156	2095.4079	932.5003	1203.4357	2438.5645
MESP1|55897	22.8909	12.6582	5.7526	62.8622	20.0758	22.1202	24.3309
MESP2|145873	54.6428	20.7135	6.7114	5.7958	29.4991	6.589	45.6204
MESTIT1|317751	4.4305	1.1507	0.4794	14.2666	1.2291	1.4119	0
MEST|4232	4067.1959	6420.023	1770.3739	50895.6754	660.043	2833.2745	2195.2555
METAP1|23173	3247.1848	2078.2509	3081.0163	3037.4498	1407.764	1188.3751	1381.3869
METAP2|10988	2155.4366	2472.9574	2289.07	3358.4485	2037.0788	2346.629	2167.2749
METRNL|284207	440.8344	277.3303	494.2474	302.2737	557.2058	771.8555	264.5985
METRN|79006	155.8058	170.3107	115.0527	97.1913	198.2997	50.3589	330.9002
METT10D|79066	385.4532	475.2589	687.4401	515.3812	630.1342	455.583	399.0268
METT11D1|64745	887.9454	502.8769	665.8677	758.3593	617.4332	459.3482	2004.2579
METT5D1|196074	410.9286	146.145	244.4871	452.5189	194.2026	161.9014	293.1873
METTL10|399818	217.9767	220.4258	298.7824	411.3999	174.2784	599.8494	262.9258
METTL11A|28989	617.7921	594.8216	408.2407	1064.7526	958.3407	292.4015	507.2141
METTL11B|149281	7.015	6.9045	0	0.8917	1.2291	3.7651	9.1241
METTL12|751071	67.5798	63.3602	47.512	155.2564	72.1622	141.8096	57.5487
METTL13|51603	1103.9321	853.855	733.9406	786.0009	1212.742	1644.4288	1486.618
METTL14|57721	277.2752	135.7883	244.9664	224.2532	205.2648	209.4364	180.6569
METTL1|4234	686.3578	810.1266	447.7469	703.5221	334.3235	463.584	686.1314
METTL2A|339175	662.3592	706.5593	467.4017	975.9251	401.9256	792.0932	336.3747
METTL2B|55798	523.537	444.1887	260.3068	586.2684	311.3797	486.6455	248.1752
METTL3|56339	505.8815	374.9482	691.7641	931.8992	962.1919	880.1553	2543.6192
METTL4|64863	265.4606	98.9643	152.9243	320.107	261.3951	652.7827	174.5742
METTL5|29081	521.0855	147.618	471.8696	1113.5533	374.0776	553.9569	771.5511
METTL6|131965	288.3515	189.8734	151.9655	344.6277	141.7597	263.0898	204.9878
METTL7A|25840	1825.3646	426.9275	1764.6213	1179.2243	864.0787	728.0857	1574.8175
METTL7B|196410	59.8117	140.3913	44.1035	17.3874	104.4761	30.1212	60.219
METTL8|79828	635.4071	287.687	618.8878	542.5769	682.5771	431.5802	554.1363
METTL9|51108	2779.029	3059.8389	1932.4065	4644.2265	1149.2369	2317.4491	1622.871
MET|4233	4221.894	4994.2463	4081.9751	1758.8052	6047.3215	3383.4569	3804.1363
MEX3A|92312	577.8106	189.8734	302.9722	701.2929	590.3923	618.4257	361.9221
MEX3B|84206	121.1002	82.8539	87.7277	141.7744	129.0587	36.2396	306.5693
MEX3C|51320	1014.5837	947.0656	616.9703	747.6594	954.2149	1070.2436	1133.2117
MEX3D|399664	492.1543	263.5213	410.8341	234.5074	979.2072	515.3547	545.0122
MFAP1|4236	929.2967	810.1266	978.907	958.9835	461.7433	638.1927	629.562
MFAP2|4237	2476.6476	2834.2923	828.8591	2203.2992	2088.2925	890.9283	1974.4526
MFAP3L|9848	80.1181	69.0449	34.9952	20.5082	218.3755	66.8314	90.0243
MFAP3|4238	629.1305	556.962	635.6663	871.1547	548.1922	878.221	638.6861
MFAP4|4239	1415.5437	3252.0138	1241.6107	653.1431	2643.4498	1106.0125	700.7299
MFAP5|8076	91.9328	100.1151	70.9492	57.0664	16.7981	224.9676	951.3382
MFF|56947	1317.7035	925.2014	960.6903	1650.4681	651.8488	1366.749	1097.3236
MFGE8|4240	3205.0951	4117.3763	2036.9128	1222.9157	3011.3695	1610.0718	4375.3041
MFHAS1|9258	399.4831	727.2727	637.5839	230.049	1217.6585	1727.7327	883.82
MFI2|4241	110.3932	670.8861	200.3835	303.6112	466.6598	509.2364	177.6156
MFN1|55669	1068.1189	1941.3119	1555.1294	1872.0464	953.3955	2809.2717	1464.1119
MFN2|9927	3287.7977	3082.8539	6125.1198	1508.2479	4433.0636	1954.1122	2119.8297
MFNG|4242	152.1137	100.1151	155.8006	188.5867	275.3252	148.7234	53.528
MFRP|83552	263.6145	990.794	325.024	172.9826	328.9972	249.4411	795.0122
MFSD10|10227	1614.916	1055.2359	1959.7315	1716.897	1570.4189	1250.5001	686.7397
MFSD11|79157	434.0262	909.3901	717.0086	631.0789	473.965	713.1521	510.6934
MFSD1|64747	2585.1948	2811.2773	2278.5235	1546.5894	2819.2154	4027.2973	2431.8735
MFSD2A|84879	194.2034	178.3659	337.0086	433.3482	952.9858	337.4515	172.1411
MFSD2B|388931	41.3513	79.4016	87.7277	60.6331	56.54	48.4763	21.8978
MFSD3|113655	434.5579	139.2405	220.0384	678.1097	224.5212	122.838	217.1533
MFSD4|148808	256.5996	54.0852	49.3768	51.7165	147.0859	65.4195	104.0146
MFSD5|84975	923.7585	772.1519	973.6337	516.7187	808.7678	669.2552	891.1192
MFSD6L|162387	29.9059	13.809	4.7939	4.9041	5.3262	4.7064	39.5377
MFSD6|54842	1085.8409	1325.6617	2140.4602	983.0584	1821.5712	1336.1572	1298.6618
MFSD7|84179	63.9358	80.9206	91.5628	96.2996	198.2997	48.0056	111.9221
MFSD8|256471	440.4652	217.4914	229.1467	457.4231	240.9096	381.692	271.8978
MFSD9|84804	87.1331	93.2106	187.4401	175.6576	159.787	151.5472	194.6472
MGAM|8972	14.7683	0	17.2579	1.3375	43.839	15.5312	101.5815
MGAT1|4245	2570.0572	4939.0104	2658.6769	2713.3304	3917.2386	3083.1863	3015.8151
MGAT2|4247	901.6061	1088.6076	1313.9981	1243.8698	721.0898	1519.2376	1392.944
MGAT3|4248	359.2394	58.6881	64.7172	37.4498	242.5484	40.4754	77.2506
MGAT4A|11320	450.803	217.4914	179.7699	1454.7481	767.3871	461.2307	177.0073
MGAT4B|11282	1347.6094	2261.2198	1999.0412	1870.7089	1751.1011	2215.3194	1462.2871
MGAT4C|25834	4.7997	1.1507	0.4794	0	0.4097	0.9413	4.8662
MGAT5B|146664	9.2302	1.1507	7.6702	6.2416	5.3262	4.7064	7.2993
MGAT5|4249	134.3917	98.9643	298.1783	211.77	401.1062	353.924	127.7372
MGA|23269	934.8348	346.3751	1527.8044	855.5506	950.5275	821.7437	917.8832
MGC12916|84815	2.5845	18.412	9.5877	8.4708	8.1942	4.7064	6.0827
MGC12982|84793	48.3663	64.4419	70.9492	10.7	42.6099	65.4195	46.2287
MGC14436|84983	0	0	1.9175	35.6665	24.9923	3.7651	7.2993
MGC15885|197003	0	0	0	0	0	0	0.6083
MGC16025|85009	0	0	0.4794	1.7833	0.8194	0	1.2165
MGC16121|84848	7.7534	6.9045	4.3145	7.1333	4.0971	0.9413	20.6813
MGC16142|84849	5.1689	3.4522	6.7114	15.1583	19.2564	5.6477	7.9075
MGC16275|85001	38.0284	57.5374	22.0518	18.2791	29.9088	27.768	28.5888
MGC16384|114130	1.1076	0	2.3969	5.7958	11.0622	7.5303	9.1241
MGC16703|113691	15.1375	16.7319	4.2426	3.3482	8.6039	11.366	6.4599
MGC21881|389741	169.4665	57.5374	187.9195	346.4111	133.5655	43.2992	170.9246
MGC23270|196872	24.7369	21.8642	18.2167	38.7873	95.0528	37.6515	52.9197
MGC23284|197187	25.1061	8.0552	9.5877	24.9666	18.0272	15.5312	70.5596
MGC26647|219557	0	0	0	1.3375	0	0	0
MGC27382|149047	0	0	2.8763	0.4458	5.7359	0.9413	2.4331
MGC2752|65996	379.9151	643.2681	552.2531	579.5809	421.5917	612.3073	378.9538
MGC2889|84789	16.9836	1.1507	1.4382	0	0	33.4157	0
MGC29506|51237	121.8387	1044.8792	831.7354	2697.2804	146.2665	801.9767	57.7859
MGC34034|154089	0	0	0	0	0	0	0
MGC3771|81854	5.1874	0	3.3941	7.6416	5.8138	6.7067	3.6496
MGC42105|167359	20.6757	9.206	36.9128	4.0125	28.6797	18.3551	10.3406
MGC4473|79100	5.9073	1706.5593	0.4794	1.3375	0	2.8239	55.9611
MGC45800|90768	7.015	20.7135	7.6702	54.8373	392.912	2.3532	90.6326
MGC57346|401884	266.1732	104.7181	239.2138	423.9857	144.218	401.8826	262.4818
MGC70857|414919	567.842	491.3694	359.0604	718.2345	364.2323	364.2782	532.2384
MGC72080|389538	142.3186	322.7733	123.1687	335.5774	299.2851	256.5855	137.2749
MGC87042|256227	91.9328	49.4822	26.8456	13.3749	236.4027	136.9573	85.1582
MGEA5|10724	978.4013	912.5432	1961.1697	2102.5412	1942.026	2456.7596	3267.6399
MGLL|11343	1480.8935	240.5063	733.9406	316.9862	2505.7872	1283.4451	640.5109
MGMT|4255	413.8822	300.3452	211.8888	303.1654	119.2256	590.6577	153.2847
MGP|4256	805.612	3644.4189	1977.4688	6259.4739	1703.5747	1851.5119	816.91
MGRN1|23295	1133.4687	643.2681	908.9166	1088.7205	1634.7434	1054.2417	1099.1484
MGST1|4257	2447.8494	4242.8078	4192.7133	4737.4053	867.7661	3626.309	2661.1922
MGST2|4258	818.5342	665.1323	987.536	1334.3736	417.0849	497.9409	472.6277
MGST3|4259	1285.5824	11812.4281	538.3509	1892.5546	659.2236	2487.8221	1544.4039
MIA2|117153	0.7384	0	4.3145	0.4458	27.8603	4.2358	1.8248
MIA3|375056	1189.2191	1451.0932	2376.3183	924.2086	1447.0962	1567.2432	2291.9708
MIAT|440823	124.2459	34.5224	192.325	2373.3482	1286.9774	185.4336	6914.5925
MIA|8190	276.9245	2.3015	0.9923	1.3821	2.9622	4.4052	1.2165
MIB1|57534	1293.3358	1088.6076	989.9329	1913.9545	1695.7902	1543.2404	1039.5377
MIB2|142678	441.5728	116.2255	654.8418	333.0361	1170.1321	166.1372	429.4404
MICAL1|64780	317.8881	298.0437	442.373	373.6068	1285.2607	296.802	388.0779
MICAL2|9645	531.2904	2983.8895	2244.9664	521.6228	2758.988	1197.3173	2074.8175
MICAL3|57553	1359.424	512.0829	1797.2196	452.9648	3457.1341	1210.0247	3461.0706
MICALCL|84953	21.7833	26.4672	83.8926	3.5667	265.0825	19.2964	49.2701
MICALL1|85377	2989.4776	1255.4661	3962.1285	303.1654	2774.1473	1090.0106	3650.8516
MICALL2|79778	533.5056	547.756	781.8792	230.049	329.8167	601.9532	1293.1873
MICA|4276	495.108	1080.5524	260.7862	69.1039	501.0755	548.7704	452.5547
