TCGA-IC-A6RE-11A-12R-A336-31	TCGA-IC-A6RF-11A-21R-A336-31	TCGA-IG-A3I8-11A-11R-A24K-31	TCGA-L5-A43C-11A-11R-A24K-31	TCGA-L5-A4OF-11A-12R-A260-31	TCGA-L5-A4OG-11A-12R-A260-31	TCGA-L5-A4OJ-11A-12R-A260-31	TCGA-L5-A4OM-11A-11R-A260-31	TCGA-L5-A4OO-11A-12R-A260-31	TCGA-L5-A4OQ-11A-12R-A260-31	TCGA-L5-A4OR-11A-11R-A260-31	TCGA-V5-A7RE-11A-11R-A354-31	TCGA-V5-AASX-11A-11R-A38D-31
ACOT11|26027	8.3079	6.4579	2.061	2.9688	7.344	4.5742	3.001	14.3493	3.2063	5.1529	3.6672	18.7751	7.9247
ACOT12|134526	0.0098	0	0.0102	0	0	0	0.0201	0.0122	0	0.0058	0	0.1432	0
ACOT13|55856	2.7332	4.0782	4.3101	5.3927	9.1571	6.5843	6.9613	7.1593	4.874	3.654	7.3489	6.0843	9.4929
ACOT1|641371	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT2|10965	1.2324	4.4423	6.1029	2.1927	3.9208	2.7916	2.6754	2.5492	3.0822	5.1502	3.5326	2.0799	5.4124
ACOT4|122970	1.6383	0.4675	0.2913	0.6517	1.92	1.0895	0.5112	1.0681	0.4528	0.5452	0.7375	2.123	4.1376
ACOT6|641372	0.0397	0	0.1157	0.063	0.0301	0.1358	0.0154	0.029	0.0738	0.159	0.0283	0.2033	0.0302
ACOT7|11332	8.5889	26.2587	8.6434	2.654	8.4651	3.9184	3.9322	7.4602	6.5757	8.2729	3.2091	15.057	10.2304
ACOT8|10005	6.203	3.5591	4.9429	5.061	7.4337	7.4443	6.8901	6.8287	6.3218	5.6237	7.8165	13.7095	5.6808
ACOT9|23597	1.9968	10.8681	17.7187	5.1657	11.9032	9.0974	5.3849	11.6799	10.317	13.7854	5.5031	9.4145	8.1058
ACOX1|51	17.7395	12.4504	12.418	14.7487	27.5966	20.1291	15.5863	24.6028	14.5225	11.0257	15.5819	24.1338	17.7888
ACOX2|8309	3.6621	1.195	8.0372	0.3871	1.3674	1.4916	1.0565	2.1791	5.4006	7.1841	0.7671	6.1129	0.3293
ACOX3|8310	23.8247	13.9411	8.0499	5.4234	7.9013	8.3237	7.2046	9.0715	6.6032	6.5064	5.5776	12.2567	9.8873
ACOXL|55289	0.0345	0.019	0.033	0.0886	0.0622	0.084	0.0406	0.0674	0.0654	0.0404	0.0324	0.2384	0.0398
ACP1|52	8.5879	20.8553	11.3897	20.695	25.9135	18.5358	22.507	17.5672	15.0452	10.442	25.2123	23.6729	27.3621
ACP2|53	5.8493	9.4797	6.8168	15.5089	11.1655	15.6033	11.9501	12.8144	10.2108	9.6283	13.8891	25.6429	25.9803
ACP5|54	13.6009	8.711	2.6289	22.2495	9.5454	18.8948	14.39	9.3257	7.4497	2.5929	19.3404	17.941	6.4783
ACP6|51205	1.1614	3.0056	1.4815	2.3264	4.1218	1.9864	3.0056	4.6735	2.2774	2.1101	3.4352	7.2259	4.6682
ACPL2|92370	0.6502	2.4992	1.9196	2.0125	2.9618	3.1068	3.0967	2.6778	2.7309	2.8609	2.2836	3.079	7.6077
ACPP|55	24.5871	3.8878	0.0429	1.1199	3.1844	1.9965	0.8756	4.1031	0.3816	0.1276	1.1538	8.9162	2.9737
ACPT|93650	0.0189	0.0713	0.103	0.0733	0.0179	0.0309	0.0945	0.0572	0.0884	0.0789	0.1354	0.3451	0.0159
ACRBP|84519	0.1078	0.1379	0.1895	0.5466	0.5756	1.2906	1.5351	1.0493	0.4565	0.4612	0.8621	1.4039	10.1088
ACRC|93953	0.1871	0.1923	0.1355	0.2407	0.5175	0.4761	0.4785	0.5469	0.247	0.3789	0.232	1.2739	0.5777
ACRV1|56	0.0278	0.0744	0.0705	0.0328	0.1024	0.0478	0.0578	0.0414	0.1092	0.0451	0.0406	0.5731	0.1185
ACR|49	0.0743	0.084	0.1208	0.0142	0.0259	0.1474	0.0277	0.0952	0.1931	0.3175	0.0065	0.1001	0.0178
ACSBG1|23205	0.2562	0.2741	1.2371	0.054	0.1277	0.138	0.1167	0.1819	0.7007	1.0882	0.1143	0.5286	0.1182
ACSBG2|81616	0.0415	0.052	0.2173	0.018	0.0681	0.1075	0.0945	0.054	0.039	0.0821	0.0526	0.3759	0.0936
ACSF2|80221	4.2462	1.197	1.8684	9.137	11.3962	14.9702	11.7466	22.512	6.5739	1.8747	19.706	10.35	5.7338
ACSF3|197322	2.7378	3.1623	2.609	4.8363	5.1502	4.6632	4.2688	6.7737	3.1888	2.7374	4.454	4.1381	7.8596
ACSL1|2180	19.7856	26.5738	16.7287	24.7506	16.3392	31.4531	20.5542	24.0422	20.9329	26.5002	20.3913	9.8178	27.4635
ACSL3|2181	21.7559	15.7825	14.219	35.4031	59.2157	49.9909	52.5499	39.6535	25.448	13.091	43.848	26.0043	48.3831
ACSL4|2182	4.1508	66.7165	19.3678	7.025	18.0212	12.5245	13.743	14.1598	17.0226	23.2847	7.62	20.8206	17.2304
ACSL5|51703	2.3988	2.3527	2.2323	7.0865	24.3035	17.5699	8.9376	45.2687	6.1112	6.1362	11.9883	79.8028	99.3009
ACSL6|23305	0.0536	0.0249	0.5902	0.1425	0.0985	0.1297	0.418	0.0601	0.1911	0.1371	0.1067	0.1666	0.0097
ACSM1|116285	0.1351	0.159	0.0443	1.1806	2.594	1.588	0.6978	0.4827	0.7955	0.2529	2.0811	1.3253	0.3236
ACSM2A|123876	0	0	0.0092	0	0.0101	0.0199	0.008	0.0042	0.0189	0.0286	0	0.1639	0
ACSM2B|348158	0	0	0.0078	0	0.0113	0.0318	0.0077	0.008	0.0127	0.0197	0	0.0828	0
ACSM3|6296	2.3968	1.0668	0.4453	34.5676	9.9243	17.925	24.3047	9.1979	12.9468	1.0154	23.332	19.5041	32.6377
ACSM4|341392	0.0066	0	0.012	0.0104	0	0.0912	0.0076	0.0595	0.0171	0.0693	0.0085	0.4322	0.0041
ACSM5|54988	0.0218	0.0425	0.2267	0.6545	0.355	0.5061	0.4314	0.1091	0.3625	0.469	0.7587	0.2145	0.0056
ACSS1|84532	3.4178	5.9284	7.0337	20.3495	36.4652	24.937	35.7647	18.7253	15.4877	5.2365	30.2522	18.1012	24.4348
ACSS2|55902	13.0051	16.8149	10.7403	21.9877	40.9084	30.2809	25.0509	24.4677	18.9366	13.3255	26.7284	53.9861	41.6414
ACSS3|79611	0.0925	0.3437	1.0071	0.3837	0.5837	1.1209	0.582	1.085	2.8835	3.0156	0.4441	0.1525	0.077
ACTA1|58	0.0828	0.0986	0.9844	0.0515	0.081	0.1542	0.1185	0.0295	0.0851	0.0917	0.0472	0.1749	0.0377
ACTA2|59	77.7884	155.3533	1566.3864	20.4697	38.9261	86.76	46.2204	107.9212	702.9683	800.9272	23.1564	7.7646	12.2471
ACTBL2|345651	0	0	0.0074	0.0092	0.2972	0	0.0146	0.0181	0	0.0126	0	0.2583	0.0139
ACTB|60	2223.9696	2955.6656	5868.9637	520.6999	1667.864	1084.0628	682.6197	2298.1113	2267.9982	3445.2459	656.8377	2082.3111	2150.7832
ACTC1|70	0.2693	1.1827	2.0579	0.1811	0.6888	0.2972	0.1934	2.1465	6.6284	6.2835	0.1305	0.0588	0.0569
ACTG1|71	2223.4275	3298.1455	873.3866	814.149	2534.1957	1138.8484	817.9346	2165.5077	862.531	1164.7483	901.1104	1117.8863	647.0797
ACTG2|72	169.1861	373.8425	4456.9544	14.3858	51.1539	41.1665	56.2058	128.4072	903.135	747.1086	24.9709	4.2234	6.7328
ACTL6A|86	9.5191	16.4073	8.2132	7.8103	18.574	10.5751	11.2429	15.805	8.6986	8.3694	9.7395	22.7054	31.0501
ACTL6B|51412	0.0129	0.0158	0.2295	0.1964	0.1684	0.1115	0.1726	0.0438	0.3715	0.0416	0.146	0.7706	0
ACTL7A|10881	0.0139	0	0.0108	0.018	0	0	0.0143	0	0	0	0	0.0284	0
ACTL7B|10880	0	0	0	0	0	0.0281	0	0	0.0226	0.0167	0	0.1828	0.0166
ACTL8|81569	0.0107	0	0.0306	0	0	0	0	0	0.0739	0.019	0	0.4253	0.1255
ACTL9|284382	0	0	0	0	0	0	0	0	0	0	0	0.0939	0
ACTN1|87	18.4966	51.2815	276.5221	8.9583	23.8931	17.986	14.6429	33.3179	113.22	185.9922	10.1753	26.1407	51.6699
ACTN2|88	0.0084	0.0258	7.3797	0.0434	0.0575	0.0643	0.031	0.0363	5.9706	5.7343	0.0241	0.257	0
ACTN3|89	0	0.0086	0.001	0	0	0.0133	0.0072	0.0265	0.0222	0.1071	0.0099	0.4369	0
ACTN4|81	324.6736	323.6012	196.9937	58.954	162.8878	120.3383	97.3527	250.2193	137.7777	176.6682	81.3134	239.453	313.6694
ACTR10|55860	9.0356	10.462	12.3057	6.6336	12.4157	9.407	7.6438	11.3995	9.1308	12.2149	8.9664	8.8309	8.3605
ACTR1A|10121	37.3447	46.1459	52.6242	15.8809	35.4321	23.48	19.7711	33.0639	31.8345	42.2395	21.7431	28.0077	33.285
ACTR1B|10120	14.5291	13.1724	21.918	18.6332	24.2106	19.8837	20.9668	23.2134	23.1992	22.1699	18.758	27.4347	35.7468
ACTR2|10097	33.3762	44.3858	37.8403	24.524	51.692	37.9018	29.035	63.7473	38.4788	46.6337	29.9564	64.3427	81.3284
ACTR3B|57180	0.908	2.8178	0.8444	1.7581	2.7518	1.7272	1.9813	1.4669	1.3018	1.2015	1.0887	1.8133	2.171
ACTR3C|653857	2.3725	1.2313	0.403	1.6847	2.2496	2.4336	2.1932	1.4174	1.1879	0.5108	2.1205	1.962	1.0758
ACTR3|10096	95.9822	112.435	53.3311	25.857	80.319	46.4829	32.7082	83.1875	39.6547	52.1228	41.7753	107.1671	68.5213
ACTR5|79913	2.6561	4.6698	1.8201	1.7058	3.1376	2.4272	2.6018	3.5767	2.1033	2.4578	2.2171	4.877	5.3603
ACTR6|64431	3.2686	4.2118	4.7406	2.6302	4.9923	3.7931	4.1261	4.3709	3.9621	4.9296	3.1172	5.4965	3.3455
ACTR8|93973	3.7984	6.1503	3.6405	3.3791	6.8239	4.9961	3.4777	5.7698	3.1621	5.4378	3.2804	5.6242	6.0538
ACTRT1|139741	0	0	0	0	0	0	0	9e-04	0	0	0	0.0282	0.0216
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0	0	0.0072	0
ACVR1B|91	7.5678	9.2541	3.9514	9.4668	17.4939	12.5629	16.2257	13.3874	10.0339	8.969	14.281	26.8077	23.1565
ACVR1C|130399	0.1097	0.0054	0.02	0.932	0.8013	0.8189	0.9645	0.6636	0.5499	0.0719	0.7992	2.1096	0.6262
ACVR1|90	3.4627	5.7523	11.9755	4.7339	10.5779	7.464	6.1225	14.2013	5.2065	11.4466	6.4262	12.726	17.2533
ACVR2A|92	1.9947	2.6019	3.3621	2.9136	6.901	4.8251	4.6486	5.2939	2.7828	3.5915	3.629	7.3861	6.8117
ACVR2B|93	0.347	0.8124	0.7079	1.2677	2.431	2.1752	1.7538	1.1757	1.3457	1.4579	1.2971	1.889	2.7885
ACVRL1|94	0.8729	0.8045	5.2234	2.083	4.3524	6.4292	2.6672	4.8996	5.597	14.8246	3.186	1.8331	2.1778
ACY1|95	4.8133	12.9812	2.7891	7.3791	11.148	9.671	7.219	18.1655	5.3904	3.9815	7.9127	28.1322	36.9973
ACY3|91703	0.1975	0.0377	0.008	4.5579	6.0195	4.7108	3.7534	7.8373	1.5617	0.0136	5.2139	6.6652	4.672
ACYP1|97	2.5624	2.8614	2.2428	1.7415	7.1913	3.5166	3.655	5.5176	3.1495	3.5013	3.2776	7.0047	5.9973
ACYP2|98	2.9778	3.7605	3.6448	3.4353	4.6141	3.2987	5.3419	2.5431	4.2712	4.0281	6.4312	4.4978	4.9939
ADAD1|132612	0	0	0.0045	0	0	0	0.0024	1e-04	0	0	0	0.3523	0
ADAD2|161931	1.5747	3.2407	0.034	0.0438	0.0545	0.0207	0.2372	0.1115	0	0.1157	0.0742	0.1199	0.0134
ADAL|161823	0.5999	0.9821	2.3862	1.1481	1.6371	1.6489	1.9707	1.4213	2.1156	1.3999	1.1945	2.1505	2.9393
ADAM10|102	8.7063	10.4583	7.0262	6.1918	16.4759	11.5842	8.8084	22.3144	7.8368	10.8242	8.7218	22.7776	51.7728
ADAM11|4185	0.31	0.121	0.2608	0.0654	0.0612	0.1151	0.1778	0.0853	0.4239	0.2904	0.039	0.361	0.0053
ADAM12|8038	0.0919	0.0284	0.0259	0.092	0.1332	0.2509	0.7247	0.284	0.0581	0.3164	0.0728	0.5064	0.1412
ADAM15|8751	50.2856	58.5458	12.9608	16.0695	50.2989	27.0709	14.1908	36.4844	19.249	33.2398	17.2723	40.078	36.24
ADAM17|6868	5.0988	7.3645	3.6385	2.1362	4.7533	4.0047	4.7478	5.1233	3.2396	7.2732	2.1445	6.0317	4.8467
ADAM18|8749	0	0	0	0	0	0	0	0	0	0	0	0.0628	0
ADAM19|8728	2.3903	1.4743	9.8298	0.8305	1.7293	3.3868	0.9713	3.7054	4.987	7.0506	1.2469	2.6623	0.8933
ADAM20|8748	0.0214	0.0088	0.0334	0.0369	0.0216	0.0801	0.0561	0.0334	0.0303	0.0243	0.0102	0.172	0.0255
ADAM21P1|145241	0	0	0.0152	0	0.1326	0.0096	0.0499	0.0185	0.0103	0	0.0139	0	0.0076
ADAM21|8747	0.0299	0.0092	0.043	0.029	0.3076	0.0965	0.0883	0.0772	0.0516	0.1863	0.1396	0.0305	0.0189
ADAM22|53616	0.1302	0.2099	0.3799	0.1419	0.3005	0.757	0.5294	0.558	0.6232	1.1673	0.1197	0.6082	1.0618
ADAM23|8745	2.6775	1.4888	5.4284	0.6897	0.3793	0.8709	0.7911	1.4226	1.4916	4.4444	0.1872	0.3515	0.1179
ADAM28|10863	0.8485	0.7087	0.2295	21.4595	40.0414	33.8189	24.5851	45.5327	13.6283	0.5746	27.8104	16.3834	9.8807
ADAM29|11086	0	0	0.0031	0	0	0.0119	0.0123	0	0	0	0	0.0192	0
ADAM2|2515	0	0	0	0	0.0028	0.0143	0	0	0	0	0.0054	0.1115	0
ADAM30|11085	0	0	0	0	0	0	0	0	0	0	0	0.5956	0.0104
ADAM32|203102	0.0226	0.0251	0.1024	0.0186	0.1168	0.0797	0.1415	0.0842	0.1809	0.3135	0.0167	0.268	0.1705
ADAM33|80332	0.8271	1.8217	5.9626	0.8354	1.6123	4.4247	1.7145	3.8824	11.534	10.4572	0.6125	0.2358	0.1404
ADAM3A|1587	0	0	0	0	0	0.0053	0	0	0	0	0	0.0437	0
ADAM5P|255926	0	0	0.0039	0	0.0113	0.0037	0.0077	0	0	0	0.0107	0.0755	0
ADAM6|8755	0	0	0	0	0	0	0	0	0	0	0	0.0055	0
ADAM7|8756	0	0	0	0	0	0	0	0	0	0	0	0.0275	0
ADAM8|101	2.2705	2.2425	0.7068	1.0749	1.1064	3.3656	1.2408	10.6126	0.6542	0.7455	0.8329	5.2352	3.5029
ADAM9|8754	8.2495	15.8676	20.5598	18.9796	80.7583	34.9253	21.6022	63.8916	19.1423	27.0377	25.9789	49.0396	80.6675
ADAMDEC1|27299	0.2276	0.0402	0.0042	0.2127	0.1421	0.5017	0.1889	0.5089	0.0604	0.1155	0.4301	3.4523	0.328
ADAMTS10|81794	0.5143	0.4061	1.7193	0.4462	0.5052	1.6565	0.7399	1.3152	2.226	3.4201	0.5097	0.6585	0.1597
ADAMTS12|81792	0.0406	0.0369	0.8061	0.0447	0.1462	0.3188	0.2077	0.5318	0.2878	1.0256	0.0875	0.2269	0.1821
ADAMTS13|11093	0.1769	0.1098	0.3836	1.6015	1.7155	2.13	1.1693	1.2965	1.2033	0.4475	1.4215	0.5448	0.4681
ADAMTS14|140766	0.5053	0.02	0.0586	0.1979	0.5239	0.6484	0.2283	1.1142	0.2496	0.8096	0.2821	0.9584	0.2885
ADAMTS15|170689	0.1808	0.4117	3.5567	2.0021	7.6378	4.1286	2.38	9.0845	7.7175	16.1774	2.4526	1.0264	1.4876
ADAMTS16|170690	0.0289	0.0224	0.7356	0.0665	0.2664	1.9205	0.1925	0.9345	0.631	2.4381	0.054	0.0832	0.0159
ADAMTS17|170691	1.3148	0.222	0.6605	0.3947	0.5742	0.6887	0.6166	2.3108	1.3691	1.5921	0.4108	0.3268	2.7183
ADAMTS18|170692	0.0065	0	0.0111	0.0127	0.01	0.0357	8.952	0.0282	0.0035	0.211	0.014	0.1588	0.0204
ADAMTS19|171019	0.0077	0.0047	2.0561	0.0018	0.0057	0.0226	0.0865	0.0381	0.0082	0.4901	0.0109	0.04	0
ADAMTS1|9510	3.1141	35.1603	85.4209	11.2443	39.053	16.3737	13.0541	50.8555	97.7418	169.1557	6.6786	1.4472	0.9453
ADAMTS20|80070	0	0	0	0	0	0	0.0717	0	0.0033	0	0	0.379	0.0011
ADAMTS2|9509	0.1853	0.3786	1.5156	0.6311	1.5643	3.2209	1.5869	2.905	1.6291	15.9087	1.2563	0.8871	6.9467
ADAMTS3|9508	0.0509	0.0344	0.2627	0.0599	0.2093	0.1966	0.5076	0.2463	0.3523	1.2693	0.1097	0.0661	0.0388
ADAMTS4|9507	1.2395	10.1743	51.9591	3.1417	10.1681	2.245	2.3585	4.5823	16.7662	35.5323	1.2305	0.7051	0.3304
ADAMTS5|11096	0.098	0.3311	3.1279	0.4548	1.1311	2.2047	1.1639	1.6677	2.2851	5.8728	0.3317	0.3387	0.3216
ADAMTS6|11174	0.0293	0.0232	0.2724	0.1002	0.0634	0.403	0.1364	0.4189	1.4373	1.8339	0.0145	0.5378	0.072
ADAMTS7|11173	0.4093	0.194	0.9558	0.4631	1.5078	1.0722	1.6591	1.5758	1.2594	2.3958	0.947	0.7789	0.5356
ADAMTS8|11095	0.3266	1.5894	8.5204	0.3609	1.2351	1.5061	0.6857	1.3001	41.3812	10.7287	0.3623	0.5285	0.2778
ADAMTS9|56999	0.7405	0.9346	7.1091	1.43	7.8505	5.086	3.9477	3.5655	13.8458	21.2495	0.7641	1.5748	0.6592
ADAMTSL1|92949	0.4521	0.5176	19.2585	1.3683	1.8537	3.3087	2.4094	3.0507	4.0095	8.9027	1.9355	0.4195	0.0839
ADAMTSL2|9719	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3|57188	0.1036	0.1787	6.9089	1.3712	1.3799	4.7038	1.743	2.6668	7.0936	10.6962	0.5632	0.1231	0.1094
ADAMTSL4|54507	20.8324	19.9096	34.1431	3.1121	7.6573	14.8091	4.8207	12.2724	22.5446	34.2933	1.2041	2.0333	5.0693
ADAMTSL5|339366	6.6055	13.5751	2.8295	0.1543	0.7589	1.0985	0.283	4.5231	0.6578	0.9386	0.3762	4.0915	4.1422
ADAP1|11033	3.5393	10.0126	6.5467	4.3107	15.723	7.6354	5.7236	16.6101	3.7157	4.7559	7.6837	22.9368	41.3048
ADAP2|55803	0.7532	7.874	1.2724	0.8366	1.119	2.8164	0.8476	1.117	0.9885	3.0535	0.9224	5.0583	1.2656
ADARB1|104	1.0291	1.0822	29.2677	1.3913	2.4754	2.4546	3.5684	1.6696	13.7278	15.719	1.2606	1.1441	1.892
ADARB2|105	0.0609	0.0883	0.0779	0.0512	0.0731	0.0818	0.2627	0.0852	0.2142	0.0805	0.1054	0.0831	0.026
ADAR|103	20.8386	32.9933	26.1874	22.3069	39.2996	31.9868	29.1023	43.7817	33.0407	41.1383	19.7335	92.3998	58.5469
ADAT1|23536	2.196	4.3374	1.82	3.474	7.455	5.277	4.6997	4.9638	3.3719	3.3933	4.1611	7.4396	9.5032
ADAT2|134637	0.707	1.5856	0.2567	1.0235	1.4523	1.8663	1.4004	1.9718	1.1967	0.8445	1.122	3.7345	1.8866
ADAT3|113179	5.3093	7.9587	1.5686	1.9508	4.2402	3.102	2.0395	6.6923	1.9581	1.8842	2.2358	4.9164	10.4155
ADA|100	3.2176	0.6556	1.9367	28.0559	29.3838	26.6378	29.5192	3.9227	15.7931	4.3088	42.5847	4.6045	0.5974
ADCK1|57143	2.0029	1.3755	2.0574	2.1932	2.9422	2.8003	2.5389	2.7304	2.3765	1.6569	2.1695	3.4118	5.623
ADCK2|90956	11.9473	11.9212	5.8913	5.6337	9.0685	6.9173	4.8504	8.6337	5.0968	6.8611	4.6258	6.8837	6.1725
ADCK4|79934	3.1004	5.0421	2.9917	4.0288	7.6102	6.3672	5.0765	7.0106	3.8497	4.7943	4.9869	5.5318	5.2931
ADCK5|203054	4.4203	3.5758	1.1519	1.825	3.9561	2.4761	1.9862	3.8811	1.6223	1.3764	1.6762	8.3926	5.4132
ADCY10|55811	0.004	0.0016	0.0212	0.0411	0.2425	0.0766	0.1103	0.0292	0.0199	0.0563	0.0517	0.2964	0.0749
ADCY1|107	0.0685	0.2237	1.0601	0.8018	0.7772	1.0703	1.078	0.212	0.8522	5.0401	0.5823	0.1466	0.0819
ADCY2|108	0.0763	0.1773	2.8893	0.3326	0.4043	0.6308	0.4457	0.5974	1.0808	2.4117	0.2647	0.1106	0.02
ADCY3|109	4.5222	27.248	10.1909	2.1403	8.5039	6.6444	5.1084	7.2382	7.0142	24.0066	2.4753	8.7459	9.0379
ADCY4|196883	0.8438	1.0125	2.12	0.9638	2.8093	4.0996	2.1965	5.5279	3.4334	8.2444	1.5306	1.1138	0.9102
ADCY5|111	2.2685	6.3747	60.4046	0.6203	1.6536	2.7945	1.8416	3.7283	27.5303	78.3379	0.5289	0.4416	0.3542
ADCY6|112	5.0384	1.1058	4.7525	7.001	18.0682	14.5138	12.4421	18.1301	8.6349	8.7999	7.7205	15.3105	11.2362
ADCY7|113	8.6325	4.3837	3.0981	1.2377	2.1729	3.9865	1.6902	4.7545	2.7436	7.2528	1.0386	5.0219	3.0098
ADCY8|114	0	0	0.0404	0.2042	0.0071	0.0728	0.01	0.0031	0.0541	0.0582	0.0208	0.0253	0
ADCY9|115	4.9811	3.7856	15.1906	1.4407	4.8623	4.0677	2.1048	8.6532	9.3915	14.5349	1.6543	6.1459	9.0342
ADCYAP1R1|117	0.0942	0.0762	2.7219	0.2797	0.5929	0.5	0.3775	0.4004	3.4822	6.3618	0.0789	0.0519	0.0117
ADCYAP1|116	0.5419	0.4302	1.6839	0.0785	1.1779	0.6566	0.2704	0.835	5.9512	5.4394	0.0217	0.1843	0
ADC|113451	0.1205	0.0795	0.3451	0.1725	0.1792	0.3032	0.319	0.2927	0.3922	0.2778	0.2172	0.7583	0.1538
ADD1|118	15.0439	17.7614	49.4333	13.0703	22.1239	20.1637	18.3392	25.3822	34.048	44.4317	13.8406	27.165	27.9383
ADD2|119	0.2688	0.2382	0.5424	0.0337	0.1348	0.1478	0.316	0.0751	0.4517	0.5903	0.0179	0.0988	0.0362
ADD3|120	11.2948	41.0015	10.6113	12.6713	24.552	24.2099	16.1644	43.6217	15.3784	23.5032	14.9394	45.6943	55.6136
ADH1A|124	0.1136	0.0825	0.7133	0.1732	0.0659	0.2148	0.1271	0.2934	0.1772	0.2008	0.0309	11.1052	2.8277
ADH1B|125	3.0225	4.9796	29.6153	7.9365	5.5001	25.7804	8.4753	20.6627	25.4314	20.7144	3.0461	2.2689	1.9159
ADH1C|126	0.4749	0.2657	1.6344	23.3199	78.3066	95.5076	7.8827	92.8207	9.9961	1.5146	48.3362	179.6376	173.3453
ADH4|127	0.0082	0.059	0.4325	0	0	0.0836	0.0226	0.3414	0.1787	0.542	0	16.2088	2.7298
ADH5|128	11.6299	32.5447	53.5274	10.9632	13.1455	15.0409	15.7332	22.1008	37.4728	43.0701	12.053	32.8333	27.8588
ADH6|130	0.0571	0.1127	0.0688	0.0556	0.096	0.2576	0.0693	0.7547	0.1174	0.0337	0.0942	21.6322	21.0163
ADH7|131	89.4529	144.7532	0.0173	4.6264	4.8848	19.1074	3.985	14.0413	2.1611	0.0042	17.269	0.0684	0
ADHFE1|137872	0.7783	0.5076	2.7744	8.859	8.9638	6.2506	9.4898	4.8543	8.5032	4.3761	10.397	0.5156	0.0507
ADI1|55256	7.4602	9.4964	9.805	19.9924	22.8428	18.6403	19.2106	15.28	10.6584	7.6015	25.668	14.0518	16.6323
ADIG|149685	0	0	0	0	0	0	0	0	0	0	0	0.0264	0
ADIPOQ|9370	0	0.0106	0.0537	1.1755	0.2968	1.4897	0.2343	3.7188	0.3084	2.9596	0	0.1356	0.0034
ADIPOR1|51094	89.3941	55.4493	29.102	60.2348	60.7286	56.428	62.0081	50.3928	39.5698	30.1623	62.2869	55.7163	63.0303
ADIPOR2|79602	19.5231	18.3285	12.9739	24.5876	41.7232	30.29	31.0594	34.0447	24.1611	17.7619	29.2611	22.6725	27.5273
ADK|132	20.0592	20.0191	8.6134	6.341	9.1284	6.376	6.7938	5.7095	7.3789	5.3863	8.0703	11.82	15.9411
ADM2|79924	1.0349	0.2954	0.0315	9.9721	1.8407	7.8569	4.4266	4.8618	3.0507	0.0386	3.3109	2.6951	10.8056
ADM|133	26.3675	19.7393	11.6807	4.375	18.2357	7.9971	6.5187	5.9273	4.8694	10.2192	14.3621	5.0872	1.6077
ADNP2|22850	3.9088	7.4152	7.7531	4.6467	7.9683	6.184	5.8258	9.5814	7.9999	6.0955	4.1106	4.0105	16.7437
ADNP|23394	14.2832	21.923	16.5967	15.7214	28.7449	21.924	25.5185	27.171	24.4468	20.9854	16.8025	39.0797	45.0246
ADORA1|134	0.1121	0.0412	0.1741	0.2161	0.3478	0.2085	0.2331	0.1114	0.1742	0.3995	0.0824	0.087	0.188
ADORA2A|135	0.6383	0.3348	0.6493	0.6418	0.4545	1.5355	0.5863	0.6451	0.6422	0.8443	0.5149	1.1543	0.3427
ADORA2B|136	3.1899	12.3428	0.184	0.1048	0.6878	0.1806	0.8037	3.6173	0.2062	1.129	0.137	0.624	1.6028
ADORA3|140	0.0614	0.11	0.3916	0.2038	0.2761	1.5921	0.0991	0.3549	0.2484	0.8117	0.2933	1.3722	0.0682
ADO|84890	4.3155	6.9786	6.0537	3.8484	6.3536	4.9711	5.6457	6.7187	6.1121	7.4194	4.5171	6.0476	10.6218
ADPGK|83440	0.5251	0.9894	0.2202	0.4578	0.8844	0.8416	0.635	0.7964	0.6313	0.6278	0.4879	1.2511	1.2394
ADPRHL1|113622	0.8968	0.447	0.5414	5.0008	2.7411	2.6148	3.926	1.9092	2.3086	0.6536	5.9339	2.5109	5.4496
ADPRHL2|54936	11.6784	13.4767	8.2852	5.0759	8.2971	6.203	5.7303	9.313	6.2164	7.5919	6.1588	12.8939	10.3697
ADPRH|141	0.9837	0.8159	2.8096	1.4997	1.8849	1.8523	1.1754	1.4762	3.2052	4.8158	1.0693	1.3311	1.0178
ADRA1A|148	0.0249	0	0.066	0.0658	0.0862	0.1343	0.0384	0.2076	0.282	1.1686	0.0231	0.0834	0.0056
ADRA1B|147	0.0086	0.0326	0.2667	0.1141	0.1474	0.2136	0.3017	0.0542	0.2849	0.3178	0.0749	0.027	0
ADRA1D|146	0.015	0.046	0.0874	0.0724	0.1642	0.3334	0.3877	0.1585	1.0352	2.3001	0.0299	0.1748	0.0175
ADRA2A|150	0.7976	0.3248	0.5172	0.372	0.3625	0.495	0.2378	3.7706	0.3907	2.13	0.1099	14.3338	135.6488
ADRA2B|151	0.0153	0.3341	0.483	0.1259	0.2975	0.23	0.7588	0.225	0.1892	0.4152	0.3897	0.0716	0.0595
ADRA2C|152	1.1262	0.2817	0.8758	0.2065	0.5783	0.5486	1.3563	0.3671	21.7135	1.8172	0.225	0.135	2.0232
ADRB1|153	0.3443	1.0504	6.098	0.754	0.3653	1.1244	1.0097	0.5222	0.6285	3.4059	0.7359	0.9093	0.3756
