TCGA-2H-A9GO-01A-11R-A37I-31	TCGA-L5-A4OT-01A-11R-A28J-31	TCGA-L5-A8NF-01A-11R-A37I-31	TCGA-L5-A8NH-01A-11R-A37I-31	TCGA-LN-A5U5-01A-21R-A28J-31	TCGA-R6-A8W5-01B-11R-A37I-31	TCGA-VR-A8EU-01A-11R-A36D-31	TCGA-VR-A8EX-01A-11R-A36D-31	TCGA-VR-AA7B-01A-31R-A406-31
ACYP2|98	2.9435	1.8437	2.2685	2.3367	8.6169	1.9509	2.8031	4.9407	2.0692
ADAD1|132612	0	0	0.0118	0	0.0065	0	3.3807	0	0
ADAD2|161931	0.0215	0.0037	0.0448	0.004	0.4587	0.0107	0.1051	1.4555	2.0912
ADAL|161823	1.8984	1.2838	2.5173	1.9047	3.149	1.9482	2.0252	1.4038	1.3289
ADAM10|102	10.2281	18.9295	18.8038	21.8879	24.3793	33.5721	16.1965	12.2223	27.9096
ADAM11|4185	0.1387	0.1366	0.0627	0.0702	0.1433	0.0475	0.0391	0.3104	1.1783
ADAM12|8038	0.5408	0.9688	0.6481	0.396	7.7967	6.0384	4.4144	0.3081	9.939
ADAM15|8751	31.0512	23.3438	38.8738	25.1734	44.2186	43.1906	31.2916	53.3925	24.6576
ADAM17|6868	5.9953	8.5967	5.7361	6.4894	18.981	7.9266	17.945	10.2562	17.2395
ADAM18|8749	0.0438	0	0	0	0	0	0	0	0
ADAM19|8728	1.2158	8.1373	1.8087	2.695	2.1656	9.1083	5.7734	3.7324	19.5996
ADAM20|8748	0.0867	0.0998	0.0154	0.0204	0.0818	0.031	0.044	0.0573	0.1317
ADAM21P1|145241	0	0	0.0126	0.0139	0.0074	0	0.0078	0.0058	0.0058
ADAM21|8747	0.1815	0.0862	0.0103	0.08	0.0315	0.0279	0.0268	0.0359	0.061
ADAM22|53616	0.1624	0.7451	1.6191	3.9863	0.2861	0.3384	0.0635	0.1967	0.3758
ADAM23|8745	0.0289	0.6812	0.2679	0.2172	8.725	0.2691	0.2627	3.3574	21.8989
ADAM28|10863	7.8882	11.1204	33.8436	3.2424	1.6698	13.6759	1.6933	2.1753	1.4458
ADAM29|11086	0.0076	0	0	0.0043	0.0046	0.0037	0	0	0.0036
ADAM2|2515	0.023	0	0.0065	0	0	0	0	0	0
ADAM30|11085	0.0274	0	0	0.0095	0	0	0	0.008	0.0059
ADAM32|203102	0.9803	0.6445	0.1943	0.0564	0.2381	0.0741	0.1074	0.0735	0.3046
ADAM33|80332	0.7403	1.3341	0.4876	0.1173	0.1987	0.3062	0.174	0.1025	1.5326
ADAM3A|1587	7e-04	0	0	0	0	0	0	0	0
ADAM5P|255926	0.006	0.0264	0	0	0	0	0	0.0117	0.001
ADAM6|8755	0	0	0	0	0	0	0	0	0
ADAM7|8756	0	0	0	0	0.0091	0	0	0.0033	0.0025
ADAM8|101	14.2159	11.5775	29.741	7.8716	6.6052	17.1247	38.0249	2.0006	3.9934
ADAM9|8754	67.132	112.1477	83.8311	18.775	33.6765	82.9878	15.4438	28.1101	16.287
ADAMDEC1|27299	0.0345	8.5987	0.3523	2.9207	3.8083	7.2476	0.3907	0.9903	0.2735
ADAMTS10|81794	0.9901	1.6973	0.5824	0.7067	0.1942	0.6947	0.7113	0.2811	2.3557
ADAMTS12|81792	0.2763	7.7238	0.8304	0.8435	0.3511	7.3422	2.7331	0.1309	13.4747
ADAMTS13|11093	0.7532	0.4504	0.45	0.597	0.4627	0.1032	0.0995	0.2301	0.3862
ADAMTS14|140766	1.1783	5.8137	1.6081	1.1709	0.2696	3.1487	1.589	0.4274	8.1038
ADAMTS15|170689	0.054	0.6341	0.1929	0.1606	0.4208	1.3585	2.5361	1.338	3.1806
ADAMTS16|170690	0.018	0.9291	0.0982	0.0924	0.1918	0.0831	0.1809	0.0093	0.5966
ADAMTS17|170691	0.966	3.8382	0.4983	0.2231	0.1648	0.16	0.4296	1.2721	0.9745
ADAMTS18|170692	0.0243	0.145	0.1104	0.1229	0.0739	0.0549	0.0179	0.018	0.1834
ADAMTS19|171019	0.0063	0.0212	0.0066	0.0077	0.0073	0.0241	0.0123	0.0046	0.1826
ADAMTS1|9510	6.8551	28.2261	11.127	11.5743	5.9398	5.6768	2.556	1.4564	16.018
ADAMTS20|80070	0.0395	0	0.2209	0.1767	0.3338	0.0244	0.8923	0.2519	0.3975
ADAMTS2|9509	1.1916	15.6337	2.1453	2.7887	1.6327	26.4184	16.2969	0.571	20.2566
ADAMTS3|9508	0.1021	0.4879	0.1668	0.1574	0.3011	0.2486	0.1736	0.0398	1.3246
ADAMTS4|9507	5.492	23.5133	6.4153	11.0575	2.7908	6.9094	3.3814	0.7646	5.6881
ADAMTS5|11096	0.424	1.3388	1.3092	1.1299	0.3094	2.3745	0.108	0.1052	0.4546
ADAMTS6|11174	0.3071	0.4073	0.3416	0.3267	0.1971	1.0277	0.7386	0.0727	0.4198
ADAMTS7|11173	2.5645	4.4494	1.885	2.0979	0.7451	2.9544	1.647	0.3508	6.5446
ADAMTS8|11095	0.0707	2.4141	0.6763	0.2391	0.3741	0.0919	0.3844	0.1066	0.3659
ADAMTS9|56999	2.7549	11.1572	3.5779	4.4532	1.3428	2.9087	0.4812	0.2836	1.7245
ADAMTSL1|92949	0.0561	0.4149	0.4356	0.1912	0.1337	0.2072	0.1011	0.0859	0.3337
ADAMTSL2|9719	0	0	0	0	0	0	0	0	0
ADAMTSL3|57188	0.0927	1.9226	0.64	0.2539	0.3233	0.1455	0.1153	1.7354	0.638
ADAMTSL4|54507	1.3721	3.5006	1.7673	1.6506	0.9951	5.437	6.1183	9.9187	2.6802
ADAMTSL5|339366	1.1856	0.4465	4.2945	2.6706	1.7722	2.8857	2.6055	6.5425	6.6896
ADAP1|11033	38.6831	22.7038	29.3953	45.6149	2.7063	19.8345	2.0328	3.1096	6.2237
ADAP2|55803	2.2996	6.2553	1.2809	2.9696	3.0206	3.8634	4.3471	5.4444	1.6204
ADARB1|104	1.6534	1.9997	0.9262	1.4025	1.8517	3.233	1.3407	0.6672	0.8979
ADARB2|105	0.0439	0.1663	0.0351	0.0161	0.6501	0.0028	0.0187	0.1257	0.5798
ADAR|103	41.6473	57.96	61.0796	102.34	90.7551	86.3543	60.1903	58.6276	59.3689
ADAT1|23536	5.7696	5.136	12.1929	8.274	6.9096	22.4992	7.4982	4.1836	8.331
ADAT2|134637	3.1152	1.8432	1.4991	3.1678	1.8564	2.6512	1.6367	1.1855	1.2295
ADAT3|113179	4.3118	5.3614	3.7837	4.7856	2.9469	5.2513	4.3031	7.9231	4.4824
ADA|100	9.2717	7.2918	5.5571	7.0651	7.2251	12.3311	13.9411	7.7198	48.7703
ADCK1|57143	5.6608	3.0531	4.5181	3.818	3.796	4.0913	2.6204	3.1262	3.0178
ADCK2|90956	8.6846	6.1646	2.0545	6.6874	8.7916	7.0202	7.8264	16.336	8.9058
ADCK4|79934	8.5013	3.5664	6.712	4.6737	5.0671	4.9994	3.6628	8.691	9.0648
ADCK5|203054	9.2127	4.8618	6.2028	5.0591	5.8377	10.3557	6.0877	4.0413	10.1722
ADCY10|55811	0.085	0.0467	0.0711	0.014	0.2507	0.0162	0.0307	0.0331	0.0311
ADCY1|107	0.127	0.2543	0.0911	0.2791	0.4223	0.3431	0.141	0.2267	1.2011
ADCY2|108	0.019	0.5542	0.1056	0.0376	0.1264	0.0937	0.297	0.5936	0.7832
ADCY3|109	6.3926	14.5481	6.3861	12.4761	24.3269	17.3709	25.8096	13.1292	29.0841
ADCY4|196883	2.3673	2.68	1.3359	2.4405	0.9277	1.3045	0.6128	0.4883	1.0125
ADCY5|111	0.09	2.1009	1.1289	0.2454	0.3462	7.8428	0.4386	0.3084	1.3213
ADCY6|112	9.829	9.3226	9.6099	6.3694	2.4371	7.8821	0.9874	2.8361	3.6738
ADCY7|113	2.9267	4.4206	3.3891	5.7725	3.1387	15.9315	20.2554	4.6485	16.7185
ADCY8|114	0	0.004	0	0	0.0835	0.003	0.0078	0.0058	0.0053
ADCY9|115	4.2574	9.5278	7.2495	3.6041	3.2723	3.3529	4.8956	4.22	7.0614
ADCYAP1R1|117	0.0749	0.0216	0.0064	0.0094	0.0256	0.0231	0.012	0.0247	0.0444
ADCYAP1|116	0.055	0.2349	0.0289	0.1059	0.0557	0.1706	0.017	0	0.147
ADC|113451	0.1484	0.398	0.4463	0.1363	0.185	0.1231	0.2844	0.1211	0.7484
ADD1|118	16.2389	17.0586	24.2188	17.7294	21.6566	16.6262	14.4211	18.2976	14.1986
ADD2|119	0.0098	0.1634	0.03	0.0438	1.0768	0.1707	1.3711	0.1322	9.4366
ADD3|120	25.66	21.6399	80.9032	31.1222	17.2499	31.7279	7.3267	9.8837	25.3826
ADH1A|124	0.0754	0.0279	0.0454	0.025	0.1023	0.052	0.0481	0.0099	0.0311
ADH1B|125	0.7005	4.1036	2.6114	0.4954	0.9922	0.441	0.2747	0.2148	0.1315
ADH1C|126	163.9018	140.7949	18.4664	44.8306	36.0202	2.0544	0.0162	11.812	0.0241
ADH4|127	0.0026	0.0265	1.5371	0.5606	0.0357	0.0031	0.0088	0.0112	0.026
ADH5|128	16.9598	21.8113	23.6694	17.3309	35.0869	24.8207	39.7934	26.2455	14.8198
ADH6|130	0.3258	0.0931	3.3012	0.8339	0.1994	0.6648	0.0874	0.0622	0.1038
ADH7|131	0.0068	0.0104	0.0144	0.1005	77.9942	0.0567	11.1734	47.7605	0.1084
ADHFE1|137872	0.1896	0.4196	0.0589	0.2046	3.1043	0.1005	1.9766	0.3584	1.533
ADI1|55256	13.6486	9.9417	8.8313	11.688	27.0484	12.2558	10.6071	15.1537	9.1313
ADIG|149685	0	0	0.0107	0	0	0	0	0.0309	0
ADIPOQ|9370	0.0064	0.0054	0	0	0	0	0	0	0.0026
ADIPOR1|51094	66.0223	69.9089	56.9349	66.9685	97.2293	48.6974	61.606	76.3939	71.0978
ADIPOR2|79602	32.7103	17.6216	61.4105	16.9151	28.0712	18.6866	23.9514	22.3966	16.3192
ADK|132	12.5358	8.2755	9.3096	15.2469	28.3994	9.4342	33.7436	19.0693	12.0827
ADM2|79924	5.5978	1.9961	5.7776	5.0856	1.5477	2.7579	2.8196	2.5223	1.8838
ADM|133	5.5208	25.7801	7.8794	7.6185	65.1035	7.1552	45.9054	20.804	29.9935
ADNP2|22850	8.4572	11.4761	5.4109	13.0025	4.5404	11.185	7.0914	7.8005	13.3436
ADNP|23394	34.4943	39.7317	38.4077	41.7856	18.4417	36.1416	24.1679	26.6611	38.3081
ADORA1|134	0.0626	0.1339	0.1631	0.0434	0.0837	0.5902	0.167	0.0475	1.2127
ADORA2A|135	0.3497	1.2371	0.3732	0.941	0.4633	2.0998	0.2269	0.8847	0.9415
ADORA2B|136	0.7692	1.4309	0.7633	1.3901	24.001	1.6962	6.7304	14.749	6.1339
ADORA3|140	0.1995	1.8273	0.1394	0.6832	0.6939	0.9129	2.1315	0.226	0.4515
ADO|84890	9.4129	7.7525	6.6944	11.7766	11.1382	8.8707	6.052	6.9138	8.3634
ADPGK|83440	0.4997	0.9139	1.4513	1.4023	0.9355	1.0274	0.8203	0.5695	1.3291
ADPRHL1|113622	6.2224	1.0938	5.3297	1.4023	2.1975	2.9573	0.9407	1.3147	1.0284
ADPRHL2|54936	6.0756	6.2215	13.2272	9.9251	13.0752	10.5907	11.6851	14.5154	11.5973
ADPRH|141	1.816	2.6054	3.4509	1.611	1.097	3.0552	2.6814	0.9852	6.1156
ADRA1A|148	0.0137	0.0225	0.0312	0.0336	0.0083	0.0036	0	0.0108	0.0075
ADRA1B|147	0.3345	0.1102	0.0809	0.2545	0.0878	0.2032	2.2159	0.0106	2.7175
ADRA1D|146	0.2121	0.1069	0.2229	0.0426	1.2149	0.1478	0.1182	0.0359	2.7105
ADRA2A|150	0.5037	3.5679	16.7324	2.1498	0.2515	4.5384	0.0905	0.3892	1.3611
ADRA2B|151	1.1914	0.5003	0.4219	0.2661	0.0875	0.1957	0.0634	0.0806	0.9169
ADRA2C|152	0.3642	0.2874	0.5617	0.0726	0.806	0.2907	1.5157	1.2391	6.7515
ADRB1|153	0.2322	0.8778	0.7853	0.342	0.4945	0.3731	0.0445	0.3285	1.2522
ADRB2|154	0.1485	1.2071	0.8921	0.1774	2.1508	0.8574	18.2612	6.3017	4.7503
ADRB3|155	0.0405	0.0313	0.026	0	0.0115	0.0117	0.0706	0.0316	0.0358
ADRBK1|156	63.4693	54.4222	121.9956	44.2246	31.4197	50.8545	39.7647	50.5079	41.1902
ADRBK2|157	1.0561	1.3738	0.772	0.9651	2.4335	2.2586	3.2671	2.5187	3.973
ADRM1|11047	82.7744	38.928	54.8668	60.6901	48.9798	42.1177	48.7951	66.9422	39.9083
ADSL|158	19.5857	11.5889	13.4432	25.3527	34.9419	30.4422	25.7368	21.1786	54.4483
ADSSL1|122622	3.9891	0.9718	1.3159	0.6752	8.149	0.4009	0.432	3.2143	3.8112
ADSS|159	19.2943	22.4076	14.9627	23.6141	34.0803	23.9032	27.406	30.7035	16.6324
AEBP1|165	9.3404	68.203	19.6556	15.4118	10.4166	56.0876	40.8316	5.5013	150.5749
AEBP2|121536	12.4607	5.636	8.4176	5.7782	15.4884	6.6355	10.1309	12.2971	7.2096
AEN|64782	12.9429	13.6324	10.6362	12.4066	3.9651	8.6934	9.201	9.1629	8.1851
AES|166	39.4256	49.0151	44.7218	51.6312	62.7438	28.7425	49.485	88.301	37.0707
AFAP1L1|134265	1.8272	3.2945	1.2769	2.5982	2.2347	3.6501	8.2484	1.3158	3.5167
AFAP1L2|84632	1.076	3.1511	4.4483	5.0597	2.3238	2.6686	13.1008	6.7173	20.6232
AFAP1|60312	10.8947	12.3072	10.7215	12.8617	4.8015	14.4358	3.8256	7.7498	10.6189
AFARP1|246182	0	0	0	0	0	0	0	0	0
AFF1|4299	3.8929	11.3353	14.2974	7.3608	3.4141	10.0388	11.736	5.7511	8.4852
AFF2|2334	0.4221	0.0637	0.0485	0.0391	0.2461	0.0619	0.0176	0.4059	0.0312
AFF3|3899	0.026	0.8632	0.1522	0.1565	0.1276	0.0732	0.0258	0.5822	0.2542
AFF4|27125	5.1199	25.4025	33.5732	14.065	11.534	20.0911	14.0769	12.4447	24.8832
AFG3L1|172	0	0	0	0	0	0	0	0	0
AFG3L2|10939	21.7053	32.4211	24.4394	21.9977	42.4	27.7908	15.2823	27.7768	28.8549
AFMID|125061	1.6943	3.3135	5.1275	4.338	4.2651	5.4916	2.5053	3.649	3.8194
AFM|173	0.0036	0	0	0	0.0076	0	0	0.012	0.0147
AFP|174	0.0211	0.032	0.1219	0.0122	0.0826	0	0.0137	0.2242	0.0192
AFTPH|54812	25.6961	18.7453	29.4667	19.3449	16.6681	13.526	13.1814	26.6634	13.2464
AG2|387763	0	0	0	0	0	0	0	0	0
AGAP11|119385	0.5342	0.4698	0.9625	0.1906	0.479	0.1675	7.7733	0.8013	0.6147
AGAP1|116987	3.4464	4.5133	5.0236	6.2886	2.8197	11.0329	2.4118	3.2148	5.1748
AGAP2|116986	0.816	1.154	0.5716	1.4389	1.096	3.1522	2.7156	1.4904	2.9307
AGAP3|116988	4.4054	6.0376	3.1588	5.8207	6.8102	4.4702	5.2515	10.5472	6.5154
AGAP4|119016	4.9537	0.2903	0.4007	0.6527	0.6422	0.1215	0.1586	0.2483	0.4377
AGAP5|729092	1.6383	1.6719	4.0933	1.9258	0.8096	1.1001	0.6909	0.517	0.7586
AGAP6|414189	13.0632	4.4182	4.6161	4.1904	2.0746	2.2017	2.0606	1.6652	2.1174
AGAP7|653268	0.0588	0.0557	0.2315	0.0478	0.0495	0.1041	0.0093	0.024	0.0292
AGAP8|728404	1.1226	0.6493	0.5669	0.3541	0.0947	0.2291	0.1176	0.0773	0.1371
AGA|175	6.199	3.3132	8.1052	3.5526	9.7862	7.8353	5.9808	7.2474	6.9543
AGBL1|123624	0.0133	0	0.0155	0.0127	0	0.0017	0.0054	0.0069	0.0211
AGBL2|79841	0.3901	0.1005	0.787	0.2391	0.6331	0.164	0.2286	0.2035	0.1039
AGBL3|340351	0.2194	0.1082	0.1021	0.0607	0.1332	0.1318	0.0683	0.0824	0.0485
AGBL4|84871	0.029	0.0051	0.1073	0.0068	0.0424	0.0079	0.0362	0.0171	0.1967
AGBL5|60509	22.8557	14.9445	11.8903	11.3687	17.28	14.4119	19.8773	26.8274	18.0865
AGER|177	2.679	1.3543	0.6815	0.9244	0.8648	0.6642	0.4046	1.3421	0.5687
AGFG1|3267	22.0411	19.8219	25.7765	19.3469	25.7909	16.1699	14.6476	10.4725	9.7221
AGFG2|3268	18.9537	7.3075	13.6702	2.4549	2.9976	2.861	3.8374	7.7406	3.4325
AGGF1|55109	7.9323	6.9309	10.2335	8.0469	7.3607	10.7082	8.5566	5.4243	7.2874
AGK|55750	9.6839	6.1051	3.4346	6.9535	8.2109	5.6858	7.9419	8.4157	4.9334
AGL|178	4.4974	4.5712	6.3853	5.4793	12.8203	11.0825	5.9063	5.17	9.0961
AGMAT|79814	6.6034	3.1178	9.6754	14.3053	0.8932	15.2034	1.4841	0.9264	1.5133
AGPAT1|10554	34.9954	21.8636	42.2738	23.326	20.0762	19.838	22.2123	18.2136	22.6065
AGPAT2|10555	58.9785	29.3403	34.3398	73.3232	54.6154	41.317	43.3568	29.4317	24.8942
AGPAT3|56894	13.427	8.2485	10.6317	11.2164	17.2451	20.0545	13.5651	13.9068	7.605
AGPAT4|56895	1.2664	1.098	1.3834	0.7367	0.7983	1.0476	3.5593	0.7991	1.8743
AGPAT5|55326	8.6184	5.1893	6.0117	19.501	8.9351	15.9876	4.2289	7.8725	2.8587
AGPAT6|137964	13.0356	13.7964	8.8292	7.5159	3.2773	15.2988	10.5135	25.2522	5.4825
AGPAT9|84803	1.9163	4.0687	6.149	3.9754	3.2671	3.9112	4.6155	2.6746	1.1338
AGPHD1|123688	2.5561	0.8793	0.9726	1.3232	1.4031	1.3756	0.5829	1.2232	2.7106
AGPS|8540	9.0726	8.819	12.3939	8.7063	12.8392	12.6756	11.1953	8.267	13.7918
AGR2|10551	2157.3216	1170.4659	1209.4998	679.5701	249.5474	338.6537	0.2801	68.5456	3.2314
AGR3|155465	86.5109	44.5368	30.6406	97.9219	1.39	8.6055	0	2.2065	0.1459
AGRN|375790	66.9506	57.344	74.767	56.6298	93.1229	118.6671	100.8036	55.3932	127.9341
AGRP|181	0.0433	0.0835	0.5368	0.0935	0.0291	0.1122	0.0775	0.0728	0.1403
AGTPBP1|23287	3.8577	5.0173	3.3786	4.9581	2.3994	2.0667	2.8777	3.1074	2.2707
AGTR1|185	0.0319	0.103	0.0402	0	0.2634	0.0965	0.0896	0	0.5165
AGTR2|186	0.0254	0.0086	0.0059	0	0.0045	0	0	0	0.0041
AGTRAP|57085	22.3482	11.101	20.9335	15.2043	59.0166	46.129	70.9842	16.6851	36.0327
AGT|183	3.2752	94.9422	19.116	18.6188	1.4905	4.7968	0.4935	0.0464	0.3256
AGXT2L1|64850	0.0263	0.0116	0.0402	0.0133	4.6262	0.1614	0	0	0.0221
AGXT2L2|85007	29.2247	11.0743	15.5738	10.1419	14.3714	7.452	10.8821	18.8442	8.7186
AGXT2|64902	0.0169	0	0	0.0021	0	0	0	0	0
AGXT|189	0.1749	0.0604	0.0529	0.2208	0.0447	0.009	0.0115	0	0.0107
AHCTF1|25909	10.9532	11.3277	11.9336	14.3055	9.7168	11.8085	9.2327	7.5365	7.2616
AHCYL1|10768	54.0583	34.3412	34.6249	27.5998	46.2658	39.6096	32.7739	20.5256	34.8047
AHCYL2|23382	16.7079	6.6284	11.5932	25.3799	4.5688	20.7889	1.6802	6.5833	2.433
AHCY|191	102.151	75.8296	57.5769	101.3903	57.8292	102.4412	43.8896	65.3865	98.4385
AHDC1|27245	4.7199	8.2339	9.6186	4.3369	7.4246	8.9907	12.3213	16.236	13.6892
AHI1|54806	8.5223	6.3793	6.097	5.7213	2.7895	4.437	0.9748	0.9512	3.7994
AHNAK2|113146	0.6014	2.1416	0.7772	1.7686	5.0693	14.7704	47.9199	36.7234	68.4044
AHNAK|79026	21.1444	58.9128	98.5397	45.3812	31.7299	41.8635	151.969	118.2642	152.7735
AHRR|57491	0.7401	0.563	1.4337	0.7291	0.6353	0.4575	1.0818	0.5961	0.3971
AHR|196	33.3817	75.5015	28.5626	54.2263	77.2251	37.4048	32.182	11.5602	95.7172
AHSA1|10598	37.1497	53.3058	39.2153	40.4437	71.1213	63.9329	50.1912	63.3682	59.0756
AHSA2|130872	11.4259	6.8092	13.1907	9.9407	5.6479	4.0105	3.0148	6.7776	10.128
AHSG|197	0.0554	0.0184	0.0179	0.0074	0.1422	0.0675	0.0285	0.0619	0.0556
AHSP|51327	0.0972	0	0.034	0.0837	0	0.0851	0	0.047	0.1325
AICDA|57379	0.0613	0.0177	0	0.0102	0.0027	0.015	0.0057	0.656	0.0021
AIDA|64853	4.0786	5.8859	3.4321	5.2004	5.457	4.7305	3.9057	3.5273	4.442
AIF1L|83543	4.8543	0.8741	1.5128	0.806	13.9542	1.068	2.8353	5.8586	1.6792
AIF1|199	1.9972	13.7942	1.9611	4.2834	5.907	3.9816	6.767	2.0479	2.1762
AIFM1|9131	32.877	10.4659	21.4854	13.9025	15.3143	21.2694	10.44	12.2306	8.0212
AIFM2|84883	5.0654	4.0054	5.4934	10.0667	14.6949	7.0873	2.5925	1.3456	3.2424
AIFM3|150209	0	0	0	0	0	0	0	0	0
AIG1|51390	9.9769	6.3156	7.7773	3.2983	13.5239	6.4368	9.5166	7.926	8.8801
AIM1L|55057	1.6123	1.4474	1.8129	4.5748	1.5916	8.2284	16.5594	42.05	5.1844
AIM1|202	5.6841	5.4119	7.9748	16.8051	26.1987	16.127	19.1354	33.4141	9.1214
AIM2|9447	0.3865	0.9516	0.2038	0.9107	24.4911	0.6937	14.3854	3.5731	1.9797
AIMP1|9255	20.6993	12.8616	22.1207	17.3161	13.6036	18.3387	21.6108	13.5394	8.5965
AIMP2|7965	60.2806	23.5063	30.3241	48.0112	32.4463	37.5742	43.9725	30.7995	23.6248
AIPL1|23746	0	0.0086	0.0045	0	0.018	0.0016	0.0271	0.0035	0
AIP|9049	15.7302	20.6425	56.0444	17.4575	25.8551	26.3282	17.2209	23.2331	34.4673
AIRE|326	0.0085	0.0363	0.0056	0.0127	0.0139	0.0162	0	0.0106	0.029
AJAP1|55966	0.1161	0.2165	0.0259	0.4407	0.1124	0.5448	0.6696	0.1798	2.6859
AK1|203	41.5831	7.8539	10.3346	6.6658	20.0169	5.274	7.3131	4.9156	5.3544
AK2|204	13.6085	10.8659	24.7154	13.5475	16.0705	24.9656	18.008	13.9773	14.1703
AK3L1|205	0	0	0	0	0	0	0	0	0
AK3|50808	13.1452	27.0707	11.4664	19.4126	21.2514	14.6005	11.5786	15.1651	15.9461
AK5|26289	0.045	0.0103	0.0123	0.0155	0.0348	0.0588	0.1546	0.0171	0.6335
AK7|122481	1.0292	0.4969	1.6827	1.4892	0.7592	0.9682	0.1014	0.4475	0.6667
AKAP10|11216	8.7606	6.7998	11.7569	8.0511	14.7016	8.8172	4.7863	5.8166	6.4934
AKAP11|11215	5.786	10.547	17.2992	11.2566	6.2892	11.6187	5.4723	4.0005	14.2954
AKAP12|9590	5.5703	9.05	2.0851	1.6591	3.2188	1.7886	2.9423	0.29	43.5114
AKAP13|11214	10.0862	17.6621	21.2294	14.8511	5.1886	10.8976	6.8854	8.4452	19.2203
AKAP14|158798	0.0587	0.0185	0.2129	0.0358	0.1235	0.0174	0.051	0.0059	0
AKAP1|8165	21.4389	22.933	40.1109	45.0566	13.1079	21.9447	10.9754	10.9544	28.8055
AKAP2|11217	0	0	0	0	0	0	0	0	0
AKAP3|10566	0.2682	0.0595	0.0765	0.09	1.1896	0.1121	0.246	0.2446	4.0363
AKAP4|8852	0.0218	0	0	0.0942	0	0.1359	0	0	0.0039
AKAP5|9495	0.1293	1.9372	0.2379	0.5683	0.3299	0.441	0.2123	0.2434	0.3686
AKAP6|9472	0.0302	0.4169	0.1463	0.3363	0.4368	0.1928	0.2468	0.2849	2.2391
AKAP7|9465	1.7273	3.5513	2.1926	16.7256	2.4291	1.6729	1.6182	1.2792	2.8585
AKAP8L|26993	14.5192	13.4183	8.2687	15.0396	16.521	7.1408	6.5112	12.1285	11.8082
AKAP8|10270	10.8196	10.6609	9.895	16.7213	12.5298	7.9	7.0506	10.3056	8.2863
AKAP9|10142	27.6807	16.6657	43.5418	35.6422	8.1273	5.2584	8.1066	6.7721	8.5723
AKD1|221264	1.2664	0.6588	2.2135	1.2418	0.9094	0.3926	0.082	0.5015	0.6563
AKIRIN1|79647	23.9174	25.293	29.0607	24.5827	16.2758	25.7208	13.8412	22.8263	19.4486
AKIRIN2|55122	25.3554	20.1974	13.5212	27.4078	39.7045	22.5339	22.8573	31.3856	19.0818
AKNAD1|254268	0.4171	0.1545	0.2486	0.1202	0.1361	0.1897	0.5625	0.0842	0.1956
AKNA|80709	2.2929	7.3885	10.0963	5.1735	1.846	4.3421	1.6689	3.2438	1.5123
AKR1A1|10327	24.6395	34.3423	36.9124	36.5435	78.4227	30.9044	18.023	37.5053	35.274
AKR1B10|57016	96.056	20.7759	89.525	98.659	842.821	43.408	35.9651	175.3895	1.2563
AKR1B15|441282	2.4923	0	0.0051	2.2683	25.5497	0.8434	4.0828	4.7793	0.1285
AKR1B1|231	23.2095	30.8118	16.3529	21.972	85.7726	35.7267	44.9507	31.2921	36.8733
AKR1C1|1645	0	0	0	0	0	0	0	0	0
AKR1C2|1646	0.8583	0.8441	1.2115	4.7712	205.3305	0.7239	80.6835	21.4179	0.2616
AKR1C3|8644	31.5169	8.6245	23.3221	24.3711	565.0057	11.6943	154.2711	7.0395	0.6781
AKR1C4|1109	0.8743	0.1201	1.8943	1.1167	0.2979	1.1032	0.1168	0	0.005
AKR1CL1|340811	0.0017	0	0.0018	0.0091	0.1013	0.0096	0.0396	0	0.0083
AKR1D1|6718	0.0016	0.005	0	0.0296	0.0114	0.0153	0.0024	0.0257	0.0071
AKR1E2|83592	4.1231	0.1402	2.2221	0.4095	1.7165	0.1165	1.8209	1.0732	1.9489
AKR7A2|8574	11.6349	6.7481	18.439	13.8475	13.0165	10.3943	7.6654	13.3618	19.9011
AKR7A3|22977	58.6964	54.2715	81.8358	23.1692	0.6008	16.8393	0.3836	9.1325	2.3104
AKR7L|246181	9.9705	10.5713	10.8647	2.5451	0.1299	1.2211	0.0825	0.8993	0.2204
AKT1S1|84335	61.2117	16.2715	23.1044	33.9603	39.0069	26.1437	33.0624	41.9363	29.7009
AKT1|207	33.7214	33.0394	42.5324	29.3326	51.1053	43.8817	32.4162	45.2351	48.1492
AKT2|208	10.2498	7.7688	7.3032	10.957	12.5052	8.8803	15.4887	18.4038	12.6472
AKT3|10000	2.0573	5.7993	1.8571	2.0067	6.107	3.4674	2.7107	6.0113	12.2939
AKTIP|64400	9.4876	6.4519	8.7834	6.5246	9.9056	6.8285	7.6305	10.7815	7.1359
ALAD|210	9.5344	12.3	28.5097	8.4084	19.6452	7.7699	7.0505	10.3712	5.4273
ALAS1|211	25.3986	35.5306	29.721	36.4128	12.1259	46.7614	16.9959	23.221	16.4077
ALAS2|212	0.0968	0.0121	0.2345	0.0342	0.1741	0.1535	0.0252	0.0341	0.0261
ALB|213	0.9449	0	0.2465	0	0.3853	0.0164	0.0279	0.1909	0.6836
ALCAM|214	1.3274	7.8472	10.7336	8.7085	24.4267	6.7124	8.8226	30.8332	40.7662
ALDH16A1|126133	16.2446	9.077	10.1652	18.5551	6.6424	11.7866	15.4073	19.3173	8.7946
ALDH18A1|5832	52.6223	37.6399	80.521	50.1642	26.071	50.255	18.8794	18.0806	37.8803
