TCGA-5L-AAT1-01A-12R-A41B-07	TCGA-A2-A0CS-01A-11R-A115-07	TCGA-A2-A0SV-01A-11R-A084-07	TCGA-A2-A0SW-01A-11R-A084-07	TCGA-A2-A0T2-01A-11R-A084-07	TCGA-A8-A07W-01A-11R-A00Z-07	TCGA-A8-A08J-01A-11R-A00Z-07	TCGA-A8-A08O-01A-21R-A056-07	TCGA-A8-A08T-01A-21R-A00Z-07	TCGA-AC-A62V-01A-11R-A31O-07	TCGA-AN-A0FJ-01A-11R-A00Z-07	TCGA-AO-A0J5-01A-11R-A034-07	TCGA-B6-A0I9-01A-11R-A034-07	TCGA-B6-A0IB-01A-11R-A034-07	TCGA-B6-A0X1-01A-11R-A109-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-BH-A1FH-01A-12R-A13Q-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-PL-A8LX-01A-11R-A41B-07	TCGA-UU-A93S-01A-21R-A41B-07
RRH|10692	6.52	5.0761	2.5318	0.4387	2.2292	2.5423	0.998	14.5788	6.9884	0.832	1.2005	2.5231	3.8241	0.9696	1.0871	1.7473	3.7155	1.8365	0.8902	2.1708
RRM1|6240	1070.0896	2221.5044	2926.4574	2807.8519	1636.2015	2759.9905	1651.0313	2179.7355	1930.4493	2531.8773	3271.9088	1534.6229	1735.5003	2510.6658	2413.3714	2534.3108	1109.3738	1500.9183	1384.2217	1881.3314
RRM2B|50484	465.3627	1024.9192	1121.2976	682.2203	465.4481	2745.3722	1515.9681	1017.5987	1009.6506	797.9199	493.3974	580.0392	891.0134	887.5242	1825.248	760.7825	1066.646	859.5041	996.1055	260.492
RRM2|6241	159.7392	247.3466	1961.8489	2597.263	835.4882	1694.1289	2972.3886	531.5006	421.2978	1245.1378	1277.9112	833.7539	1571.383	661.9263	2085.6095	1278.6877	135.6142	1115.2433	167.7979	1317.6556
RRN3P1|730092	39.9348	6.922	19.9729	20.1814	4.4583	3.8135	5.988	9.5803	9.6506	19.1368	7.8031	8.4104	7.9669	3.2321	3.8049	10.4839	25.0793	45.9137	12.0174	1.4472
RRN3P2|653390	16.2999	1.3844	10.4084	19.7427	4.9041	8.5803	3.6593	3.7488	6.6556	4.9922	3.6014	8.6908	4.7801	3.2321	5.9791	6.2903	10.2175	7.8053	5.7861	7.9595
RRN3P3|100131998	22.8036	44.0471	41.9826	83.0027	73.3437	41.125	48.5163	56.4907	81.797	74.7707	69.6279	51.0233	55.3537	42.6212	49.61	51.3257	65.293	40.225	38.4823	33.2851
RRN3|54700	797.066	1768.3433	1666.1931	1453.9408	1334.3736	1573.0516	1447.1058	1999.7917	2465.8902	1230.5772	1890.7563	1241.3793	2595.921	1298.3193	1962.7667	1685.8129	1334.159	961.4325	1881.3842	843.7048
RRP12|23223	892.4205	829.7185	998.6469	1359.6145	1314.3112	1414.1575	1017.6314	985.5254	1150.0832	1710.2444	2082.2329	1053.5464	1357.8713	977.6988	868.0527	1360.8117	517.0679	844.3526	1075.331	1417.5109
RRP15|51018	514.2624	526.0729	1118.2032	988.0129	327.6861	629.8562	464.0719	652.7127	1155.7404	663.5465	812.1248	712.3633	1196.9407	849.3859	490.8276	461.6416	569.7035	523.416	443.307	764.11
RRP1B|23076	588.4271	709.2755	1866.4851	963.8829	2584.0392	1083.34	643.7126	1041.3412	1197.005	621.5289	3143.4574	1249.5094	1064.0535	809.6315	1256.1489	1263.6608	997.2908	808.9991	682.764	715.6295
RRP1|8568	484.1076	378.4033	1490.6563	666.8648	2861.7922	528.7996	349.3014	403.6239	610.9817	1436.5055	1406.9628	419.1197	428.617	454.7511	469.629	512.3138	336.5586	988.5216	628.9084	1010.1302
RRP7A|27341	1623.4719	228.8879	1089.2284	486.5481	856.8881	676.8889	607.1191	404.8735	659.9002	1707.7483	921.3685	641.4354	600.0637	2113.1222	577.7959	963.122	481.4614	919.6511	484.255	992.7641
RRP7B|91695	237.5713	27.5173	87.7909	53.0026	45.7512	53.3026	55.7784	79.1044	126.8353	318.6646	118.7815	73.866	127.4634	86.713	33.9829	42.2711	60.1749	178.5491	41.9806	61.4182
RRP8|23378	362.6732	383.9409	474.287	326.4128	590.2809	464.9241	297.7379	358.6379	243.9268	572.0229	256.9028	333.894	238.6871	360.3749	219.5951	344.5712	223.5467	321.3958	567.9315	241.6787
RRP9|9136	505.2975	380.2492	808.2007	276.8366	650.0223	377.2146	431.1377	351.9733	385.025	808.7363	408.7635	220.6336	394.2001	436.3284	334.8281	234.1407	189.798	581.7264	668.5212	732.2721
RRS1|23212	393.643	467.928	1605.7117	608.0754	697.2804	1766.5846	736.8596	380.2978	2597.6705	1024.233	528.2113	292.6829	389.42	709.1144	578.883	346.3185	236.8604	905.877	559.9199	827.7858
RS1|6247	0	0.4615	1.1252	0.8775	2.675	0.6356	0.6653	2.9158	1.6639	1.6641	0.6002	1.9624	2.5494	0.6464	0	0.6989	0.9289	1.3774	2.2254	4.3415
RSAD1|55316	765.2812	727.2727	858.2737	930.5397	519.8395	848.1767	1093.8124	1233.7811	810.6489	1287.1555	487.395	359.686	672.7215	519.7156	667.482	487.5019	956.1112	753.9027	1025.9263	481.9103
RSAD2|91543	867.1557	422.2427	2395.9086	576.4871	785.1092	279.018	1550.5655	325.315	107.1547	80.7072	31.8127	423.0446	291.2683	148.9981	3932.5995	689.8414	601.9042	2752.0661	358.2953	2163.5311
RSBN1L|222194	372.8036	584.8362	404.8824	554.1559	441.9572	465.8139	493.3234	642.1243	655.381	158.1529	482.9172	655.7555	375.0478	715.5074	306.9167	505.2197	660.1006	305.2709	562.1275	311.6715
RSBN1|54665	374.8981	384.8639	303.2511	540.9502	596.5225	538.651	462.7412	946.3709	907.4875	229.6412	588.2353	639.4729	490.7584	524.2405	484.8485	552.8516	889.8522	429.2929	358.7404	290.8828
RSC1A1|6248	123.0399	104.1301	138.5784	242.5194	241.2171	429.4113	206.8297	578.4942	398.1697	40.416	416.5126	373.1371	323.5819	131.031	233.9177	178.3208	470.3801	99.1139	89.3468	66.2373
RSF1|51773	355.3382	620.6737	562.3367	848.059	506.9104	795.1061	490.6853	1398.7296	902.4958	237.9615	1585.8343	814.9706	2135.4366	601.4867	1437.1518	1064.8159	1353.9748	517.9063	427.2839	444.2836
RSL1D1|26156	3733.4963	3851.8689	4545.6719	3837.1051	5378.9568	3202.9872	3217.5649	3786.7333	8433.2779	4216.3287	5503.6014	2999.4393	3662.8426	3648.6749	10582.9596	3548.4545	3241.737	3264.0037	4811.3942	2609.2619
RSL24D1|51187	2018.7449	1754.9608	1673.5072	1098.5721	1781.0967	1232.0648	1668.33	1791.5235	2928.1198	1859.1784	1537.2149	1297.1685	1551.3066	1143.5036	1035.4668	1003.3103	1528.9109	2425.6198	2127.5175	1204.0521
RSPH10B2|728194	0.815	4.1532	1.9692	0.8775	3.5667	2.2245	1.996	1.6661	2.995	2.0801	1.2005	0.5607	1.2747	0.6464	5.4355	2.4462	0.6192	3.214	9.3468	1.4472
RSPH1|89765	371.6381	408.3987	738.1548	39.4854	205.5283	75.6336	106.7864	118.2964	88.1864	111.4925	3.0012	93.0754	18.4831	296.0569	36.9615	155.8608	41.4893	85.3994	569.2667	13.7482
RSPH3|83861	112.4694	131.5182	68.3581	126.7921	108.337	299.9921	122.4218	145.7878	199.3344	108.5803	63.6255	278.3852	295.4111	208.1448	264.7099	181.0222	217.3543	105.6015	277.2894	51.3748
RSPH4A|345895	319.4784	108.9063	18.2851	7.8971	5.35	7.6269	4.99	17.4945	2.6622	0.832	16.8067	7.289	5.4175	6.7873	4.3484	15.3764	16.7196	5.5096	29.3758	0.7236
RSPH6A|81492	0	0	0	0.4387	0.8917	0	0.3327	0.4165	0	0.416	1.2005	0	0	0	3.2613	0	0.3096	0.4591	0	1.4472
RSPH9|221421	19.5599	85.8329	3.657	2.6324	20.9541	9.8514	21.6234	2.0827	8.3195	14.5606	17.407	5.0463	4.1428	1.9392	6.5226	5.5914	11.7656	16.9881	128.1852	0
RSPO1|284654	42.3798	8.7679	4.7823	0.8775	8.4708	1.5889	7.3187	17.4945	6.6556	1.248	3.6014	37.8469	6.0548	7.4337	1.0871	30.4033	31.891	34.8944	0	0.7236
RSPO2|340419	0	0	0.2813	2.1936	0	0	0.3327	0.4165	0.9983	0	0.6002	0.841	0	0	3.2613	0	0.3096	0	0.4451	0
RSPO3|84870	71.7196	43.8394	51.4795	76.7772	46.8123	39.4057	33.2668	29.1576	3.9933	37.4415	330.1321	43.1735	26.7686	23.2708	77.728	41.2367	335.3201	104.6832	13.7977	9.4067
RSPO4|343637	12.2249	0.9229	4.2196	0.4387	89.6121	10.1692	2.994	1.6661	1.9967	1.6641	0.6002	0.2803	5.0988	5.4945	355.4831	1.3979	14.2426	17.9063	12.4624	5.7887
RSPRY1|89970	271.3936	274.5731	451.5009	658.0903	234.9532	720.7436	350.2994	559.4085	355.7404	148.934	465.7863	709.2795	983.7476	291.8552	468.5419	504.9751	664.4477	307.6217	442.4168	202.6049
RSRC1|51319	196.414	284.7254	188.1957	200.4982	262.1489	375.9434	292.0825	262.0015	250.5824	103.1721	291.7167	256.7984	391.0134	173.8849	240.7936	258.6031	274.6343	210.2847	226.1044	314.7612
RSRC2|65117	1424.6129	1441.1629	1290.3643	1239.4034	883.1922	1785.6519	1539.5875	1570.7591	1195.6739	1449.818	1056.4226	1516.12	1781.3894	933.4195	1252.8876	1864.7383	1290.1927	1519.7429	1438.0772	997.8292
RSU1|6251	1305.6235	1279.1878	1652.1277	2247.159	7050.8248	1329.9436	1140.7186	1515.3598	995.3411	333.2293	2034.2137	1649.2851	794.4551	1174.8546	1552.3848	1808.1252	1825.2187	1573.0028	636.4749	1471.78
RTBDN|83546	0	0	12.0963	2.1936	1.7833	10.8048	361.6101	3.7488	0	503.7962	40.8163	1.4017	1.2747	5.8177	1.6307	1.0484	0	0	0.8902	1.4472
RTCD1|8634	621.8419	414.3978	680.4864	974.4124	1084.2621	834.8296	887.2255	726.4397	514.1431	569.5268	709.4838	543.0334	508.9229	345.8306	776.736	988.2834	590.7578	730.9458	728.1629	701.1577
RTDR1|27156	2.445	5.5376	1.4065	0	5.35	1.2712	0.3327	0.8331	0.3328	1.6641	5.4022	1.4017	0.956	7.4337	10.3275	0.3495	1.2385	3.6731	7.1214	3.6179
RTEL1|51750	579.837	297.928	363.845	878.6997	121.7789	368.5135	325.0732	379.1149	351.6705	2252.181	235.03	457.7825	1056.9758	367.6147	150.6998	327.762	266.29	869.977	364.0993	496.534
RTF1|23168	1800.326	2734.6562	1595.8659	1402.6098	1851.5381	2151.7439	1983.6993	2121.0039	2351.0815	1136.9735	2723.2893	3433.1371	1298.2792	1337.1041	1689.36	1543.2317	1789.6122	1499.5409	2911.3163	1005.0651
RTKN2|219790	66.0147	70.1431	73.4216	264.1136	139.9911	157.3052	123.7525	214.9328	159.401	79.8752	441.7767	154.7519	178.1389	249.8384	146.7591	145.7264	78.3342	150.1377	23.5896	214.1823
RTKN|6242	720.4564	801.1075	938.4468	1194.6532	2966.5626	818.6224	860.9448	906.8	671.2146	1764.3266	1168.6675	791.141	690.5672	1373.6264	1313.2219	1066.2138	469.3862	1007.3462	1300.1001	1463.8205
RTL1|388015	0	0	0.2813	0.4387	0	0	0	0	0	0	0	0.2803	0.3187	0	0	0	0	0	0	0
RTN1|6252	164.6292	111.6751	125.4638	1438.1466	19.1708	143.0047	81.8363	1465.7919	119.8003	29.5372	154.8619	100.3645	84.4487	1310.278	73.9231	309.2754	365.3534	219.4674	444.6423	6.5123
RTN2|6253	380.6031	557.9142	275.6828	128.9857	255.0156	439.1833	930.4724	358.2214	406.6556	808.7363	378.7515	209.4197	518.1644	313.51	33.1567	120.9144	191.6557	447.1993	1211.0827	1311.8669
RTN3|10313	3400.978	5573.1426	10338.1053	6437.0005	4660.2764	6310.9557	4395.5422	5252.9418	4521.4642	11291.1076	10716.6867	6050.7429	9872.8489	6442.4693	5505.6394	7198.2534	4318.9101	3375.5739	2304.6623	7527.4964
RTN4IP1|84816	171.1491	161.0521	138.6853	153.1157	431.119	130.6109	170.6587	79.5585	149.4176	194.6958	235.2941	70.3673	263.5437	229.1532	87.5119	153.0651	128.8025	364.0955	129.5204	254.7033
RTN4RL1|146760	722.9014	1864.3286	560.3675	432.146	56.6206	893.9382	234.8636	675.2057	451.5807	899.844	477.7911	750.2103	634.7992	846.1538	52.7246	851.643	256.6762	350.7805	1874.7079	238.0608
RTN4RL2|349667	57.0497	77.5265	90.5815	26.7623	16.9416	91.523	51.5635	28.3245	63.8935	101.9241	228.0912	120.2691	24.5379	220.4266	29.8954	24.4625	43.0374	49.5868	82.7862	135.3111
RTN4R|65078	39.9348	143.5164	88.0497	73.2674	194.3825	55.6129	49.9002	35.8221	74.2097	418.5127	49.2197	125.8761	46.8451	195.863	157.6301	164.9469	48.301	170.3398	119.7285	181.6208
RTN4|57142	3752.2412	9663.5902	7775.6617	6294.4142	7160.9452	5738.6192	5675.6487	8255.7534	7196.0067	4064.4826	5153.6615	7510.513	5891.3321	5383.6458	3902.1606	6414.7558	6077.8698	5612.9477	4957.828	4668.5962
RTP1|132112	0	0	0	0	0.8917	0	0	0	0	0	0	0.5607	0	0	0.5436	0	0	0	0	0
RTP2|344892	0	0	0	0	0	0	0.3327	0	0	0	0	0	0	0	0	0	0.3096	0	0	0
RTP3|83597	0	0	0.2813	0.4387	0	0	0	0.4165	0	0	0.6002	0	0	0.3232	0	0	0	0.4591	0	0
RTP4|64108	149.1443	211.3521	369.9213	146.9735	415.0691	39.4057	306.0546	46.2356	91.8469	37.4415	13.8055	40.3701	38.8783	18.4228	564.7506	139.7855	110.2252	508.2645	311.1161	101.3025
RTTN|25914	214.3439	147.2081	110.2731	189.53	178.3326	335.9021	247.505	304.0716	250.2496	97.7639	440.5762	230.4458	297.0045	179.3794	280.4729	318.3614	316.4332	130.3949	83.6764	122.2865
RUFY1|80230	1834.5558	1405.1684	2775.1132	1109.5402	1018.7249	989.2746	1311.0446	1240.4457	1516.1398	1049.61	601.4406	1872.4418	782.0268	1053.9754	1964.9409	1672.8828	1208.4527	1969.697	1512.4068	632.4168
RUFY2|55680	211.0839	236.7328	190.7275	194.7947	142.6705	280.2892	253.493	442.7783	468.2196	221.7452	168.6675	406.7872	319.949	213.9625	203.832	325.0012	508.3985	315.8861	174.4742	156.3025
RUFY3|22902	682.1516	344.2547	494.5412	1002.9296	649.5765	695.3206	753.493	958.4505	923.7937	293.7077	451.9808	1014.0174	639.898	369.4247	519.6358	1371.9945	873.1326	639.5776	877.7123	547.0333
RUFY4|285180	41.5648	7.3835	8.7206	3.9485	1.7833	3.8135	17.6314	0	5.3245	2.0801	0	1.6821	6.0548	0.9696	50.5503	2.0968	2.1674	29.8439	3.1156	44.1389
RUNDC1|146923	1660.9617	2050.7614	798.6362	652.3868	492.6438	1286.0888	925.4824	2007.2894	1092.8453	663.5465	672.8691	726.6611	709.369	1124.1112	575.0781	709.7608	675.9037	656.5657	1307.2215	308.2489
RUNDC2A|84127	16.2999	19.8431	29.8188	39.4854	16.4958	76.2692	53.5595	77.8923	85.8569	9.1524	21.0084	109.3356	37.9222	31.351	81.5328	42.6346	116.1081	13.7741	8.4567	4.3415
RUNDC2C|440352	20.3749	3.6917	7.4209	26.0955	28.239	21.8734	28.1304	28.8035	41.6905	0.832	28.2113	31.3989	23.6807	12.3562	36.5811	25.067	35.9873	5.9688	12.4624	2.8944
RUNDC3A|10900	8.965	5.9991	6.4701	0.8775	26.7499	7.6269	651.0313	15.8284	1.3311	7.4883	3.0012	1.4017	3.8241	6.4641	64.1391	2.7957	16.1003	19.2837	12.9075	0.7236
RUNDC3B|154661	36.6748	9.6908	85.5179	13.1618	111.4579	4.7668	7.984	28.3245	14.975	4.5762	12.0048	30.8382	21.9885	25.2101	49.4632	9.4355	170.6014	75.2984	14.6879	4.3415
RUNX1T1|862	21.1899	11.5367	27.8496	23.6913	10.2541	13.0293	83.8323	47.9017	44.2596	1.248	9.0036	121.6709	10.8349	9.373	8.6968	25.8603	277.1112	26.1708	12.9075	29.6671
RUNX1|861	2655.2567	3831.1029	2511.5266	2842.5113	2564.4226	2211.8058	1582.169	6611.2673	1840.9318	1564.2226	3686.6747	4677.3199	2252.0714	2657.0782	706.0742	5072.1162	6489.0471	4328.2828	1481.6958	697.5398
RUNX2|860	394.458	460.5445	424.7766	349.2266	124.387	670.8509	381.5702	444.861	515.1414	210.5044	101.4406	1111.0177	137.3486	360.0517	59.7907	438.9264	805.3255	215.3352	167.7979	277.1346
RUNX3|864	431.9478	577.7573	504.9496	428.1974	440.9273	211.3291	197.2721	79.975	148.4193	73.6349	207.6831	95.3182	103.8878	24.5637	585.4056	195.3502	234.3835	557.8512	121.9539	56.4399
RUSC1|23623	1532.1923	1018.9202	1668.7249	2944.2959	1932.2336	784.9368	1682.3021	843.9029	906.1564	2032.6573	2689.0756	2306.1396	2510.5163	2756.3025	1187.6614	2883.425	1152.1016	1770.4316	2533.4372	1643.2706
RUSC2|9853	633.2518	623.4425	596.9377	475.5799	1121.712	428.6963	387.8909	537.7486	516.8053	369.4228	388.3553	860.6672	313.2569	491.9198	303.3021	795.7289	912.7641	618.4573	754.8681	545.5861
RUVBL1|8607	1118.476	1934.6885	2762.1533	884.8989	1667.5123	1705.1529	1156.7199	1124.257	1359.8236	1522.2465	1940.3241	648.3095	951.7973	1608.8203	962.0166	861.8369	571.8709	1148.595	1894.5143	1614.8553
RUVBL2|10856	2579.4621	1974.1578	2155.9521	1973.8321	2621.9349	2193.6919	1817.0326	2168.9056	1718.4692	3499.116	2068.4274	1742.9212	1853.0911	2253.7169	1426.8243	1477.882	799.7523	1807.1625	1612.5515	3358.1766
RWDD1|51389	1581.0921	1229.8108	756.4399	928.7848	1949.621	389.9261	617.4318	541.4974	853.5774	1379.9272	497.599	692.739	1142.4474	1204.5895	473.9774	1197.6121	886.1367	1249.7704	1100.701	1122.2865
RWDD2A|112611	137.7343	70.1431	144.8741	234.2801	111.012	104.2345	92.4817	69.1451	364.3927	133.1253	48.0192	95.3182	118.5468	206.5288	82.0764	121.2639	146.1413	104.6832	168.6881	163.5311
RWDD2B|10069	319.4784	734.6562	661.3574	407.1385	1037.4498	348.2959	270.7917	338.6442	393.6772	321.1648	417.1669	414.3538	409.8152	337.4273	533.7682	314.1679	383.9306	414.1414	465.1163	738.7844
RWDD3|25950	275.4686	152.7457	177.3822	188.2138	286.2728	108.2959	206.0213	278.0714	230.2463	141.8617	266.9628	187.6563	174.1778	144.1241	215.5021	185.2158	206.2079	310.6795	265.2721	253.2562
RWDD4A|201965	469.4377	389.0171	470.6299	479.5285	344.1819	286.0094	393.8789	898.4692	782.6955	498.3879	631.4526	471.5447	514.9777	279.2502	404.4028	380.2165	581.7788	396.2351	453.9891	484.081
RXFP1|59350	0	0.9229	2.5318	1.3162	5.35	1.5889	0.6653	0	0	0.416	0	3.0838	0.6373	0.3232	1.0871	1.0484	2.1674	0.9183	0.4451	2.1708
RXFP2|122042	0	0	0	0	0	5.4024	0	0	0	0	0	0	0	0	0	0	0	0.4591	0	0
RXFP3|51289	0	0	1.1252	2.1936	0.4458	1.9067	0.3327	0.4165	1.3311	0	0.6002	0.5607	0	0	0.5436	0.6989	1.8577	0.4591	0	0
RXFP4|339403	0	0	1.1252	0.8775	0	0	0.3327	0.4165	0	0	1.8007	0.5607	0.3187	0.6464	1.0871	0	0.3096	1.8365	0	0
RXRA|6256	2855.7457	1616.5205	2184.6456	1253.8814	2011.1458	1930.5633	2203.9255	2226.3876	3274.8752	1426.105	1537.8151	2342.8652	5042.065	2240.1422	2802.5547	4051.6822	2165.1831	1966.483	3220.6521	1305.3546
RXRB|6257	1420.5379	552.3766	876.5588	777.8627	1514.0437	1085.8823	778.4431	1085.9107	951.0815	953.5101	691.4766	1095.5985	1743.7859	1163.2191	889.7948	986.536	896.9734	1109.2746	1555.5803	1309.6961
RXRG|6258	1.63	0.9229	1.1252	3.5098	0.4458	8.8981	61.2109	0	13.6439	15.3926	0	3.3642	23.5819	18.746	3.2613	1.0484	10.5271	4.1322	3.5607	2.1708
RYBP|23429	1412.3879	1902.6304	1492.0629	1343.3816	1200.1783	1625.4866	2515.3027	2126.4188	2253.2446	687.6755	908.1633	1296.6078	1708.0943	1707.4984	1041.4458	1010.9985	1883.4275	940.7713	1450.9848	792.33
RYK|6259	1125.5094	1315.1823	1003.1478	724.7768	2220.6866	1369.6671	922.821	1353.3271	1211.6473	695.1638	1245.4982	1245.0238	1217.6546	1332.5792	1065.3621	1542.8823	1639.1362	1345.2709	1172.3601	1414.6165
RYR1|6261	61.9397	26.7651	34.601	25.4462	711.547	88.0273	45.5755	31.6568	40.9318	7.4883	9.0036	31.3989	14.9777	6.1409	136.9751	49.2744	254.5089	341.1387	41.8382	0.7236
RYR2|6262	19.5599	0	25.3178	11.8456	3.5667	4.1312	9.3147	2.9158	6.6556	2.9121	21.6086	55.2285	6.3735	3.5553	9.2404	12.9302	81.1208	22.4977	1042.3946	5.7887
RYR3|6263	3.26	2.3073	3.3757	3.0711	26.7499	1.2712	3.3267	11.663	5.6572	5.4082	3.0012	17.1012	8.2855	1.616	8.6968	5.242	61.3051	28.4665	3.5607	4.3415
S100A10|6281	3620.2119	6867.0974	3236.7412	1081.023	15794.4717	2898.8639	7204.5908	2304.2799	1809.9834	2977.4311	5306.7227	2798.1497	4020.3952	2195.863	1865.4709	6136.9321	2228.0362	6284.6648	464.6712	7479.7395
S100A11|6282	15042.3798	12397.785	14981.6727	15241.8098	78339.7236	9110.352	8965.4025	4357.3883	5138.7687	5131.5653	3302.521	8304.7379	11152.9637	21026.8261	5623.5902	19703.1131	3888.5363	18968.3196	3322.132	22828.5094
S100A12|6283	0.815	0	1.4065	0	2.675	0	0.6653	1.2496	0	0.832	0	0.2803	0	0.3232	4.3484	0	3.0962	0.4591	0.4451	16.6425
S100A13|6284	4287.6936	1197.9695	2522.2164	825.6839	4304.0571	1359.8157	2849.9667	2093.929	1328.1198	5915.3406	1103.2413	1719.6524	1776.6093	2623.788	1694.7955	826.1322	1362.3345	2393.0211	3764.1037	3503.6179
S100A14|57402	6355.3382	2423.1657	17196.6997	657.2128	3966.5626	2766.3462	7395.8749	2912.4232	9106.1564	9577.9511	2393.1573	5493.9725	827.9159	5672.9153	13382.7966	1757.8024	2362.412	3876.4922	9140.7589	29607.8148
S100A16|140576	10580.2771	5251.9612	7730.6523	883.1572	7234.9532	1168.1894	8257.485	3452.2545	4059.9002	9049.61	3545.6182	5416.8769	13085.4047	4622.8184	9246.365	2124.7393	3271.151	7005.9688	5043.2847	17896.5268
S100A1|6271	837.0008	55.3761	515.3581	62.2992	24881.8547	123.9374	189.2881	374.0498	77.8702	327.8211	2000	655.1724	951.5615	1924.0465	256.013	293.2	222.9275	678.1451	7124.9583	413.1693
S100A2|6273	13.0399	11.5367	13.7841	0.8775	154.7035	7.6269	197.6048	186.1918	4.3261	23.7129	1320.5282	5.8873	88.9101	8.4034	118.4944	85.9681	9.9079	153.3517	5.7861	75.9768
S100A3|6274	19.5599	14.3055	14.6281	4.3873	19.6166	4.449	9.6474	0.8331	8.985	18.3047	25.8103	10.0925	10.1976	4.2017	13.5888	9.0861	9.2886	28.9256	5.341	7.2359
S100A4|6275	1749.7963	4118.5971	2592.2623	1628.9928	2526.9728	1965.8378	1519.2947	529.4179	1232.6123	3191.2637	3878.7515	1256.2377	475.4621	523.9173	548.4441	1918.2063	755.1668	1707.0707	1120.2849	602.7496
S100A5|6276	0.815	0.4615	3.0944	0.8775	1.3375	0.3178	0.3327	0.4165	0.9983	3.7441	2.401	0.5607	0	0.6464	0	1.3979	0	0.4591	0.4451	0.7236
S100A6|6277	8404.238	6325.796	8677.8196	2395.0099	23012.4833	2939.223	3910.5123	2729.5637	3805.3245	12503.3801	6486.1945	6233.8099	2310.0701	5260.8274	4691.3983	3825.5792	5659.5712	16609.2746	19172.1375	16391.4616
S100A7A|338324	0.815	3.2303	25.8804	1.3162	222.9157	0	5.3227	0	0	0.416	0	0	0.3187	0	19.0243	0.3495	0	0.9183	0	949.3488
S100A7L2|645922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A7|6278	7.335	48.9156	391.0195	0.8775	3154.7035	0	50.2329	1.2496	7.9867	0	0	0	0.956	0	186.9819	0	0	14.6924	0	12631.6932
S100A8|6279	90.4645	24.4578	629.5695	34.2207	10964.7793	27.6476	204.5908	12.9126	37.2712	49.09	25.2101	7.0087	54.812	6.1409	4382.1171	31.8012	22.6024	182.7365	17.3584	47607.8148
S100A9|6280	154.0342	40.6091	7211.9185	89.0616	8489.0771	84.8494	452.7611	60.3978	93.5108	173.4789	21.6086	24.6706	175.2709	17.1299	10866.1503	134.893	50.1587	993.5721	109.4915	104463.097
S100B|6285	57.0497	298.108	10.1271	25.4462	251.8948	20.974	5.988	57.8986	11.98	203.8482	77.431	79.8991	21.0325	53.329	4.892	2.7957	146.7606	370.5234	17.8035	1.4472
S100G|795	0	0	0	35.5369	0	58.7908	0	0	0	0	0	0	0.6373	0	3.8049	0	9.9079	3.214	0	0
S100PBP|64766	568.8672	384.4024	563.7432	570.7836	511.3687	543.7356	515.3027	812.6627	496.5058	448.0499	365.5462	651.2475	433.0784	347.1235	859.3559	356.8024	708.7236	459.596	359.6306	389.2909
S100P|6286	830.4808	647.9003	169.6293	1667.1621	1292.0196	340.6689	6976.7132	35.4056	962.396	19.5528	292.3169	774.3202	20.0765	746.6063	76.0973	922.9336	67.8071	332.4151	1399.7997	3540.521
S100Z|170591	3.26	1.3844	0.5626	0.8775	1.7833	0.3178	1.6633	1.2496	1.9967	1.6641	0	1.4017	0.956	0.3232	0	1.7473	0.9289	3.214	0.8902	0
S1PR1|1901	497.1475	155.5145	236.8622	350.104	310.7445	208.1513	228.8756	238.6754	177.371	167.2387	497.599	551.7241	205.5449	223.9819	109.254	293.899	1144.361	752.9844	446.4226	136.0347
S1PR2|9294	441.7278	201.1998	337.8521	358.8786	482.8355	273.2978	200.2661	144.9547	184.0266	272.0749	774.91	271.9372	167.304	343.245	370.159	223.3073	411.487	310.3765	121.9539	500
S1PR3|1903	788.0359	3038.6571	379.4661	1780.3009	541.6763	1678.4905	2528.9953	1124.0862	1085.3411	451.3656	726.8848	539.0917	936.5743	824.7996	7137.6654	854.0788	816.1065	1050.9596	631.5656	510.1302
S1PR4|8698	111.6544	6.922	25.0365	94.3263	12.4833	14.6183	16.6334	5.415	12.9784	22.8809	82.2329	10.3729	23.5819	9.373	30.4389	7.3387	18.2677	72.5436	20.0289	20.9841
S1PR5|53637	32.5998	7.3835	12.0963	53.9634	78.4663	9.8514	7.984	22.493	12.6456	33.6973	32.413	18.5029	15.9337	15.5139	1.6307	41.2367	23.8409	62.9017	38.7226	23.1548
SAA1|6288	148.3293	151.3613	147.4059	108.3655	154.7035	81.9894	64.8703	218.6817	148.7521	582.4233	311.5246	382.1138	98.4704	499.3536	732.1647	160.4038	410.5581	2208.9073	10.6821	426.9175
SAA2|6289	17.9299	226.1191	42.4777	64.0541	70.8872	41.3125	5.6554	52.4836	24.6256	90.6916	61.8247	118.587	32.1861	58.5003	323.9571	13.9785	300.3328	570.2479	5.7861	104.1968
SAA3P|6290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA4|6291	2.445	26.7651	3.0944	0.4387	1.3375	0.3178	0	1.6661	0.9983	1.6641	3.6014	3.3642	1.912	4.2017	38.0486	0.6989	3.0962	44.0771	0.4451	10.8538
SAAL1|113174	188.2641	443.4702	307.4707	200.0594	391.8859	161.4364	151.3639	170.78	239.6007	481.7473	440.5762	119.4281	200.1275	263.0899	141.8671	285.1624	130.3506	221.7631	230.5552	172.2142
