TCGA-KL-8327-01A-11R-2315-07	TCGA-KL-8329-01A-11R-2315-07	TCGA-KL-8332-01A-11R-2315-07	TCGA-KM-8439-01A-11R-2315-07	TCGA-KM-8441-01A-11R-2315-07	TCGA-KM-8476-01A-11R-2315-07	TCGA-KM-8477-01A-11R-2315-07	TCGA-KM-8639-01A-11R-2403-07	TCGA-KN-8422-01A-11R-2315-07	TCGA-KN-8423-01A-11R-2315-07	TCGA-KN-8424-01A-11R-2315-07	TCGA-KN-8425-01A-11R-2315-07	TCGA-KN-8430-01A-11R-2315-07	TCGA-KN-8437-01A-11R-2315-07	TCGA-KO-8403-01A-11R-2315-07	TCGA-KO-8406-01A-11R-2315-07	TCGA-KO-8410-01A-11R-2315-07	TCGA-KO-8411-01A-11R-2315-07	TCGA-KO-8413-01A-11R-2315-07	TCGA-KO-8415-01A-11R-2315-07	TCGA-KO-8417-01A-11R-2315-07
MFSD8|256471	303.7736	394.2729	364.5915	380.2032	400.7135	428.4478	354.5158	325.7279	556.7103	520.1449	475.2475	528.3348	432.7198	463.5739	421.167	447.4961	591.1632	495.8491	448.1106	393.8743	457.153
MFSD9|84804	69.8113	161.8803	164.9593	117.9941	220.0732	102.4399	228.5457	223.7075	211.0258	425.5193	172.3937	264.3418	225.7669	275.6014	119.9609	218.2551	305.8611	114.3396	234.0876	205.266	131.728
MGAM|8972	102.8302	532.6492	5.7788	266.1422	5526.9928	37.3767	0.4499	4028.2707	18.9788	7.984	154.0894	193.8971	190.593	236.0825	138.2158	215.6917	3.2462	246.4151	143.1279	23.6432	257.4363
MGAT1|4245	3792.4528	5678.3911	6943.5251	2502.786	2039.9962	4719.1556	2251.2653	8798.6479	3869.408	1661.8615	4210.3336	3103.7489	2707.1575	2115.1203	3521.895	3053.3736	2025.9693	2730.1887	4574.295	5143.4713	3143.0595
MGAT2|4247	176.4151	683.9361	940.373	617.0654	566.3318	415.9889	428.2983	621.9559	716.6742	784.2094	686.5796	763.7315	718.2004	594.1581	599.3698	561.018	648.5122	410.1887	1069.6689	841.4831	570.8215
MGAT3|4248	41.5094	35.7527	56.2122	24.4729	73.9837	66.4475	62.0853	13.5208	27.5644	46.4257	16.3075	22.6678	46.2168	24.3986	38.2484	33.6904	21.2804	33.2075	73.5704	41.913	31.8697
MGAT4A|11320	406.6038	663.4114	1359.0754	840.8172	930.2413	233.9505	1868.4063	2523.4693	354.2702	525.7633	593.061	841.4996	527.6074	1567.6976	482.886	385.6083	2001.0821	203.3962	533.2739	615.2606	211.0482
MGAT4B|11282	5779.2453	5477.4477	7746.7822	3399.1041	5071.0431	8558.5741	8111.551	6454.0217	14037.4831	4436.7147	7084.3531	7775.7419	5623.3006	4513.3746	4649.7881	4774.5125	5101.5329	4763.3962	5563.6607	14891.4562	7289.2953
MGAT4C|25834	0.9434	0	0	0.437	0	0	0	0	0	0.2957	0	0.3487	0	0	0	0	0	0	0	0	0
MGAT5B|146664	14.1509	0.331	5.2535	4.3702	7.8866	4.153	1.7996	15.0572	2.7113	4.1399	1.664	10.4621	1.636	10.9966	4.3464	4.3944	2.1641	3.0189	17.3894	2.1494	0.7082
MGAT5|4249	14.1509	379.0449	348.3058	13.1105	138.5785	24.2256	489.9336	324.1914	354.7221	431.7291	545.1369	284.5684	209.816	184.5361	74.3236	349.7208	550.7665	164.5283	177.9066	87.5873	259.2068
MGA|23269	834.9057	1495.9861	793.8009	417.3495	564.8296	508.0464	624.9016	373.9725	619.9729	1278.9236	1273.3172	1523.2781	824.5399	684.5361	762.7947	1099.6979	868.1695	694.717	839.1484	674.3686	877.8329
MGC12916|84815	0	3.6415	5.7788	0.437	4.1311	2.7686	0.4499	1.5365	18.075	1.4785	22.6308	2.0924	13.4969	1.0309	1.3039	1.831	4.3282	11.6981	3.1212	9.1349	4.9575
MGC12982|84793	24.5283	4.3036	13.659	5.2442	3.7555	13.1511	5.8486	3.6875	37.0538	9.4626	5.6577	6.9747	8.18	9.2784	9.9967	4.0282	28.1335	2.6415	21.4023	22.5685	7.4363
MGC14436|84983	0.9434	1.3242	1.576	5.6812	6.0088	3.4608	4.4989	2.7656	1.8075	3.2528	7.6545	1.3949	1.227	5.8419	3.9118	1.4648	2.5248	6.4151	2.2294	4.2988	7.0822
MGC15885|197003	0	0	0	0	0	0	0	0	0	0	0.3328	0	0	0	0	0.3662	0	0	0.4459	0.5373	0
MGC16025|85009	0.9434	0	0	0.874	1.5022	0	0	1.8437	0.9038	0	0	0.3487	0	0.6873	0	0.7324	0	0	0.4459	0	0
MGC16121|84848	184.9057	21.5178	7.8802	14.4215	9.7643	51.2199	4.049	188.6763	16.7194	13.3067	14.3107	48.1255	19.2229	7.2165	21.2974	23.0706	33.183	18.1132	28.9823	26.3299	22.3088
MGC16142|84849	6.6038	6.9519	3.6774	14.4215	5.2577	12.4589	4.9488	3.6875	10.845	7.3926	5.6577	4.5336	7.771	6.1856	6.085	8.7888	4.6889	11.3208	5.3506	3.2241	10.2691
MGC16275|85001	33.0189	20.5247	25.7421	13.1105	10.5154	28.3786	16.646	21.203	9.9413	29.2748	10.9826	25.4577	21.6769	9.622	26.0785	18.6762	20.5591	18.8679	29.874	29.554	23.3711
MGC16384|114130	9.434	5.6277	4.7281	6.5552	2.6289	7.6138	2.2495	6.7604	2.2594	4.4356	5.6577	10.4621	13.0879	5.8419	3.0425	12.0846	5.771	4.1509	12.9306	3.2241	4.2493
MGC16703|113691	1.2453	0.9435	0.8038	0	1.6787	0.9898	0.8503	1.2998	4.1708	0.9463	1.2447	3.0549	3.7751	1.5189	1.2909	1.9775	0	1.5396	1.8682	0	0
MGC21881|389741	248.1132	231.3995	125.5582	152.9553	262.8861	395.9162	131.3688	137.6661	64.6182	72.152	339.4625	78.4656	103.8855	255.3265	497.2292	341.2982	83.679	315.0943	76.2457	59.108	316.5722
MGC23270|196872	41.5094	22.842	13.1337	27.0949	9.3888	44.2983	17.0959	15.9791	5.8744	104.3838	44.9289	11.5083	76.0736	14.0893	32.5981	42.8454	5.771	21.8868	47.2634	26.8673	49.9292
MGC23284|197187	159.434	59.9189	18.3872	93.0842	65.346	58.1415	47.6887	64.2237	40.6688	31.6404	22.298	40.1046	24.5399	67.6976	43.4641	38.0848	11.5419	18.4906	91.8515	69.8549	44.9717
MGC26647|219557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC27382|149047	0	0.6621	0	3.0591	3.0044	0	0	18.1301	0	0.2957	0	0	0	4.811	0	0	0	0	0	0	0
MGC2752|65996	413.2075	720.0199	1262.4113	609.6362	747.7232	829.2092	552.9187	777.4449	964.3019	1212.0943	791.0808	625.6321	665.8487	856.3574	564.1639	778.1745	1268.8909	696.9811	436.0718	719.5056	924.5751
MGC2889|84789	0.9434	0.6621	0.5253	1.311	0.3756	0	0	1.8437	0.4519	0	0	1.7437	0	4.4674	1.3039	0.7324	1.4427	1.1321	0	0	1.4164
MGC29506|51237	1.8868	25.1593	8.9309	3.0591	19.1531	1.3843	0.8998	10.4479	0	12.7153	12.9794	15.3444	120.2454	5.1546	8.2582	0.3662	28.1335	1.8868	14.7141	2.1494	0
MGC34034|154089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC3771|81854	26.5755	9.4016	11.2845	37.3473	25.9919	15.366	2.2675	28.4674	7.7903	6.3547	4.1235	14.1517	17.002	12.0825	6.1154	13.7764	7.3255	7.683	17.5945	13.5948	13.6863
MGC42105|167359	5.6604	4.3036	0.5253	34.9612	9.0132	7.6138	7.6482	3.3802	2.7113	40.2159	3.6609	17.0881	26.5849	14.7766	4.3464	2.9296	13.3454	2.2642	6.6882	6.4481	3.8952
MGC4473|79100	0	1.3242	0	37.5833	45.0662	1.3843	1.7996	5.5312	0	0.8871	8.9858	0.3487	1.227	12.0275	4.781	0	0.3607	0	0	1.0747	0
MGC45800|90768	3.7736	0.6621	0.5253	7.4293	16.1487	0.6922	90.4285	0	0.9038	0.2957	4.6593	0.3487	134.9693	19.9313	3.4771	339.4672	1.8034	0.3774	10.2553	2.1494	0
MGC57346|401884	77.3585	80.1126	64.0925	110.8489	132.9453	65.0632	91.5802	88.4997	58.7438	138.588	98.8435	77.4194	97.3415	130.5842	64.2877	86.4231	63.8052	70.9434	67.7383	78.8877	72.5354
MGC70857|414919	589.6226	1016.3039	748.0956	877.0895	386.067	876.2762	718.4794	853.9602	864.8893	849.8558	547.4665	662.5981	1177.5051	508.9347	589.8077	627.6664	580.3427	495.0943	1382.6775	1448.6835	411.8272
MGC72080|389538	92	26.8178	34.1476	79.6853	83.8344	93.0888	28.3433	105.1794	55.1288	39.0744	42.2997	69.7507	46.6258	79.7595	84.9071	37.2352	25.8106	42.6415	112.313	128.0494	28.5163
MGC87042|256227	0	1.9863	3.1521	1.7481	2.6289	0.6922	0.8998	1.2292	1.3556	0.8871	4.9921	2.0924	6.135	4.4674	6.9543	0.3662	3.6069	1.5094	3.567	3.2241	2.4788
MGEA5|10724	3500	3864.6032	2541.6338	2234.0216	1975.7769	2635.058	4885.8396	5325.9584	3546.7691	3121.7565	3453.1991	3052.136	3768.5072	2963.9175	3133.7607	4691.019	3422.9035	3116.6038	2490.2463	2312.7351	4195.8215
MGLL|11343	3063.2075	7564.6776	8506.4355	611.8213	1084.593	8683.8553	7705.32	3578.0902	5349.7515	4929.4005	3090.7729	9987.0968	6841.3088	1454.2955	3063.7835	8277.5794	7702.0739	2850.566	9355.9246	5976.3568	7779.3909
MGMT|4255	869.8113	234.3789	156.5537	390.2546	259.5061	364.769	254.1896	146.8848	186.1726	205.8106	159.4143	292.5894	255.6237	245.7045	338.1506	343.8616	215.3291	285.283	421.8036	449.2208	117.9178
MGP|4256	1235.8491	1529.7525	1236.6693	1305.8014	1424.0916	2935.456	790.9122	346.6236	351.1071	906.0398	2829.1871	1102.7027	2557.4642	1541.9244	1798.9786	826.5129	1768.0794	971.3208	2368.5208	1969.9087	507.7904
MGRN1|23295	3243.3962	2948.9365	3466.2464	1751.9939	1861.6092	2657.2071	1966.483	2542.214	3254.8577	3468.6183	2487.0622	3595.1177	2459.3047	1769.4158	2205.3678	3038.3594	2639.8557	2280.7547	4234.5335	3787.2112	2404.3909
MGST1|4257	23.5849	116.1963	4.2028	2473.943	2901.136	7.6138	12.1471	23.3541	0	0.2957	36.6087	31.0375	15.9509	1445.7045	289.4708	15.3804	10.0992	99.6226	8.9176	11.2843	2.8329
MGST2|4258	2607.5472	1627.0794	1556.0809	960.5594	577.2228	2750.6489	1521.5386	408.6963	2494.8034	1734.3092	1641.7339	1700.4359	2291.2065	582.4742	2557.4269	2133.4798	1857.5293	2128.3019	2261.5093	1528.748	1730.8782
MGST3|4259	1833.9623	2247.7861	2280.5359	3073.5278	2340.062	4184.1149	4260.938	3280.3257	4272.9327	1836.6231	2101.3395	2729.2066	2146.4213	2214.7766	2709.9859	2806.555	1903.3363	3162.2642	1808.0482	3143.4713	2496.4589
MIA2|117153	2.8302	44.6909	77.7515	43.2645	101.7745	0	161.0617	160.4056	20.3344	80.4317	36.6087	67.306	9.816	159.7938	29.1209	54.1976	157.2588	8.3019	98.0939	8.5975	31.1615
MIA3|375056	659.434	882.2312	708.6945	1270.4031	1458.6424	679.0102	1280.3959	1305.9845	833.258	964.885	806.3899	910.5493	830.2658	1519.9313	1083.9943	1026.8241	917.9441	785.6604	882.8447	557.7646	800.9915
MIAT|440823	77.1038	41.7115	29.4195	23.1618	28.5419	62.2945	22.9446	48.2446	28.7754	31.0254	34.6119	44.5929	85.4806	26.8351	38.2484	36.62	58.1569	22.4868	44.5881	46.9533	26.8591
MIA|8190	53.7736	0.3542	0	0	0	0	0	0.3257	0	0.2957	0	0.3662	0.8384	0.3436	0.4346	0.3808	0	0	0	0.5857	0.3541
MIB1|57534	758.4906	1103.0373	2068.2952	1392.7674	1649.7981	1086.001	2555.3931	2804.9474	2041.5725	2493.6793	1669.3569	2371.7524	1178.3231	2521.6495	1510.8117	2152.8884	2694.3192	1700.3774	955.5234	1340.6771	1752.1246
MIB2|142678	939.6226	489.6135	614.1319	825.9587	576.0961	567.5722	468.3388	928.9391	653.8635	456.5683	433.9795	458.9364	408.589	587.9725	472.8893	396.2281	348.7827	333.5849	572.9573	844.7071	325.4249
MICAL1|64780	425.1415	304.8713	293.7063	754.0435	472.8195	296.7157	661.7253	869.1465	473.5653	296.2963	211.4452	563.2432	327.1984	551.89	535.9122	216.4241	301.5473	103.7736	523.2059	659.3229	162.5354
MICAL2|9645	177.3585	215.1783	252.1671	141.1559	656.0886	155.0441	265.8869	165.3223	77.2707	175.6487	343.789	148.2127	611.8609	178.6942	261.2192	158.9307	353.1109	76.9811	293.3898	259.0005	123.9377
MICAL3|57553	2049.0566	1532.4009	1271.3423	845.6244	936.6257	1068.697	440.4454	1584.0824	569.8147	1413.7651	1372.1607	1356.5824	449.4888	900.6873	1001.8472	1273.6428	978.8999	922.6415	1509.3078	1214.4009	1339.5892
MICALCL|84953	1.8868	4.6346	1.0507	0.874	11.2665	1.3843	2.2495	0.3073	0	2.3656	2.3296	2.7899	2.863	0.6873	2.1732	1.0986	4.6889	0	2.2294	2.1494	1.0623
MICALL1|85377	1048.1132	1046.0978	1419.4904	619.6875	880.2929	892.888	756.2704	971.3452	1055.5807	1522.8802	1297.2793	1284.7428	797.955	866.323	958.3831	1118.3741	870.6943	776.2264	1763.46	1464.2665	1106.9405
MICALL2|79778	935.8491	207.2333	264.7754	230.307	144.9629	407.683	341.019	116.7704	968.3687	261.9945	240.2862	474.2807	377.5051	117.1821	350.3205	192.6211	259.3327	172.0755	975.588	831.2735	90.6516
MICA|4276	581.1321	402.8801	890.4649	209.7673	374.0494	220.1073	426.9486	272.5666	618.1654	345.9747	473.5835	225.6321	217.1779	154.2955	510.703	787.6957	353.8323	454.717	532.828	245.0296	646.6006
MICB|4277	40.566	80.1126	85.1064	19.6657	50.3239	20.7648	94.9275	61.1508	69.1369	82.7974	36.2759	46.3819	92.0245	17.8694	36.9445	47.2398	61.3165	26.4151	94.5268	141.8592	44.6176
MID1IP1|58526	649.0566	2286.1872	2641.9753	1021.3045	772.8852	1399.5501	971.7692	521.4719	1304.5639	3114.9553	1150.1789	1476.5475	1656.4417	1165.6357	1629.4687	1290.8542	2951.8485	836.9811	2546.4274	1259.5379	1380.3116
MID1|4281	137.7358	76.4711	187.5493	888.4519	822.458	121.8204	173.2089	533.4562	36.6019	82.206	140.1115	109.1543	176.2781	1117.5258	162.9903	107.6627	88.7286	158.4906	164.0843	188.6083	69.051
MID2|11043	192.4528	358.8513	501.7074	277.5046	618.909	248.4859	285.2323	304.2176	374.1527	864.9368	476.5788	505.3182	514.9284	606.8729	421.167	463.9751	736.5194	351.6981	481.9975	332.0795	337.8187
MIDN|90007	1556.6038	2432.8395	2515.3664	1098.2192	2040.3718	3249.005	942.5262	1037.4126	1501.5816	1804.3912	1540.228	1978.3784	1627.4029	963.5739	1275.2363	1548.6588	2612.083	1683.0189	2229.8517	2305.2123	1443.3428
MIER1|57708	577.3585	542.9115	810.612	701.8464	774.0118	517.7366	687.4367	645.9246	909.1731	621.276	593.061	622.1447	729.2434	994.5017	708.4646	540.5108	801.8034	651.3208	721.4357	478.2375	533.2861
MIER2|54531	661.3208	367.4584	427.108	262.2091	212.5622	473.4383	212.7995	226.1658	240.8495	274.7098	291.8712	324.3243	305.9305	226.1168	468.1082	288.9316	195.8521	267.5472	391.4837	496.5073	274.7875
MIER3|166968	463.2075	638.5831	532.7029	297.1703	370.2939	458.9029	263.6374	263.6552	388.6127	468.3965	642.9819	511.2467	330.0613	486.5979	513.3109	659.5258	492.6961	616.6038	469.5129	313.8098	597.0255
MIF4GD|57409	217.0189	342.8056	325.5792	669.5553	458.5673	268.6624	455.6518	376.1205	327.1125	280.8812	243.1916	400.4987	288.7403	362.4914	232.133	238.9051	250.9937	187.5208	437.3292	517.1413	299.8194
MIF|4282	19317.783	12665.8975	13347.607	16820.4523	8319.0686	36157.5705	8205.8666	14669.6658	5098.0208	16491.7484	8134.1642	9383.7873	7309.726	8465.5567	17135.4602	11690.6674	8222.1641	12223.683	15982.566	21013.2778	8320.3364
MIIP|60672	534.9057	105.2719	103.4936	372.3369	220.0732	272.0194	176.808	157.3327	169.0014	160.8635	120.1431	198.4307	146.0123	239.1753	161.2518	114.6205	108.2056	118.4906	154.7208	315.4218	149.4334
MIMT1|100073347	0	0.331	0	4.8072	1.8778	1.3843	0	0.9219	0.9038	0.5914	0.6656	0.6975	0.409	5.1546	2.6078	0.7324	1.4427	0.7547	3.1212	1.612	2.1246
MINA|84864	1261.4906	1638.8347	972.9183	1531.629	1029.7212	1555.9855	1691.5892	850.116	1189.991	2131.3521	1458.1845	931.2363	1456.8834	1084.9038	1274.7756	1225.7622	1395.7078	1586.7321	908.9734	693.9817	2662.539
MINK1|50488	1335.3113	3290.3683	1803.2992	1733.1804	2073.041	1518.588	4223.012	3628.4397	1351.211	2502.5771	1978.5373	2462.8282	2541.5992	2376.4536	1169.6751	1659.0534	1794.954	1448.3321	1952.0901	1737.3939	2026.3704
MINPP1|9562	172.6415	386.99	233.7799	385.4474	373.2983	246.4094	326.6224	362.91	285.1333	287.7209	272.9012	361.2903	308.7935	486.9416	353.7977	324.0868	280.9739	367.9245	378.5531	236.432	349.1501
MIOS|54468	1051.8868	847.8027	370.8957	414.7274	747.7232	640.9413	814.3066	428.0556	656.1229	1652.1032	840.0033	1295.9024	964.4172	693.8144	1177.8768	1168.1772	797.1145	2095.0943	1056.7384	973.1327	1051.3456
MIOX|55586	56.6038	89.0507	43.0785	337.3757	269.646	1.3843	1.3497	903.7413	3.1631	0.2957	0.6656	4.8823	1.636	686.5979	24.3399	2.9296	1.0821	2.6415	8.4717	0	10.6232
MIPEP|4285	285.8491	1358.603	612.5558	1228.8867	1652.0515	447.1362	1670.4533	1338.5573	877.9937	630.1471	1361.1781	702.354	732.1063	1465.6357	624.1443	540.877	464.9234	1608.3019	616.6537	1277.2703	690.5099
MIPOL1|145282	50.9434	43.3667	15.7604	13.9845	45.4417	38.0689	61.1855	17.2083	12.6525	43.7643	64.5644	50.5667	69.5297	56.701	67.804	33.6904	134.5356	46.4151	30.7658	24.1805	48.8669
MIP|4284	0	1.6552	1.0507	0.437	0.7511	2.0765	0	1.2292	1.8075	0.8871	3.3281	3.4874	1.227	0	15.2124	2.9296	0.3607	3.3962	0.8918	9.6722	1.7705
MIR155HG|114614	5.6604	4.3036	4.7281	0.874	8.2621	5.5373	2.2495	2.4583	5.4225	3.2528	5.3249	5.9285	13.9059	1.0309	11.3007	1.0986	6.853	2.2642	5.7965	6.9855	0.7082
MIR17HG|407975	31.1321	1.3242	1.0507	4.3702	16.8998	17.304	2.2495	0.9219	4.0669	5.3227	7.9874	1.0462	12.6789	1.3746	11.7353	6.9578	26.6907	2.6415	10.2553	5.9108	5.6657
MIS12|79003	414.1509	173.4669	303.1258	306.3476	263.6372	270.6351	143.066	232.9262	124.2657	196.348	210.9993	185.5275	255.6237	214.7766	229.4904	194.8183	269.4319	236.9811	296.511	157.4422	184.4901
MITD1|129531	248.1132	79.1194	73.5487	228.1219	181.3914	117.6674	137.2174	140.739	244.0127	72.7434	88.8593	104.6207	139.8773	174.2268	148.6472	85.3245	215.3291	122.2642	143.5737	130.575	126.7705
MITF|4286	1380.1887	2813.5397	2547.938	1356.4951	1270.1155	1575.3591	1828.8157	1585.9261	2197.0176	1267.0954	2611.1989	1261.7262	1966.0532	1862.8866	1700.3151	2603.3141	1155.9964	2322.6415	712.964	1046.2117	2479.8159
MIXL1|83881	0	0	0	0	0	0	0	0	0	0	0	0	0.409	0	0	0	0	0	0	0	0
MKI67IP|84365	568.8396	284.0321	298.923	387.6237	380.798	371.6145	309.9674	251.044	389.9638	382.9201	453.2723	407.6652	364.0082	336.7629	545.031	381.214	639.1271	540.3774	353.5749	376.1311	393.4136
MKI67|4288	115.0943	185.0534	102.4429	66.4263	111.5388	53.9886	148.4647	71.5987	138.2738	86.3458	191.3637	49.5205	301.8405	92.0962	133.4347	479.7217	88.3679	76.6038	79.8127	224.0731	211.7564
MKKS|8195	2359.434	2584.4575	2209.0885	1692.1228	1476.6689	3109.1884	1209.3128	1589.9209	2187.5282	2706.8825	2504.7009	2672.3627	2130.4703	1638.8316	2737.8029	2744.301	3027.9531	3095.8491	1977.9289	2228.9092	2951.4873
MKL1|57591	1775.4717	1266.2418	1387.9695	790.5605	622.289	1223.7411	729.7267	1219.0213	707.1848	1219.1912	1342.541	1050.7411	648.2618	765.2921	1483.864	1284.6288	831.0189	904.1509	1406.3092	1471.7894	1192.9887
MKL2|57496	582.0755	997.7655	1299.7111	504.7525	839.7334	408.3752	795.861	880.3872	898.7799	2653.0642	1031.6998	1266.9573	1639.2638	990.378	660.6541	1161.5856	1303.8774	674.717	1331.4012	802.7942	954.6742
MKLN1|4289	1322.6415	1948.5227	874.7045	1155.0311	1514.5996	1102.6129	2011.0224	1023.5845	1981.0212	3970.4295	2174.2241	2891.0201	2575.0511	1530.2405	1589.047	2075.2541	1365.5546	1940.3774	2508.9734	1552.9285	1724.8584
MKNK1|8569	658.4906	394.2862	508.5369	482.928	571.2365	415.2968	898.3466	588.7685	751.0755	371.7365	354.1459	512.9904	384.0491	402.7904	439.8566	324.8668	670.615	215.0943	625.1522	653.4659	335.3541
MKNK2|2872	5428.3019	8773.6489	10757.0265	3179.7225	6080.1803	9328.2575	3981.1045	4210.1867	7971.08	7748.0594	6963.9737	12639.5815	9261.3497	5846.0481	4779.3111	5691.4767	7241.1181	3105.6604	7350.3511	12831.2735	8030.4533
MKRN1|23608	2228.3019	2924.4393	1278.6971	2571.8344	2253.6851	2219.7612	2771.7917	3620.8036	2680.9761	2969.1728	2899.4093	2715.6059	2937.4233	2327.1478	2721.7212	2750.1602	1504.7791	2655.8491	2775.1644	3091.8861	2908.2861
MKRN2|23609	662.2642	968.3853	1016.6325	1106.9595	776.3628	973.8709	538.5221	617.9611	649.3448	520.1449	848.3235	516.4778	961.1452	999.6564	879.2785	920.9924	460.2344	1217.3585	517.668	593.7668	964.2351
MKRN3|7681	0	0	0	0.437	0	0	0	0	0	0	2.3296	0	0.818	0.3436	0	0.3662	0.3607	0	0	0	77.1955
MKS1|54903	366.0377	148.6386	142.8947	399.8689	223.8287	211.8013	118.7718	385.035	102.1238	217.0474	97.1795	175.0654	148.4663	248.7973	165.5982	125.6065	172.0469	148.3019	175.6772	216.0129	160.4108
MKX|283078	25.4717	43.6978	12.083	41.9535	469.0639	60.218	2.6994	0.6146	126.977	3.8442	55.5787	22.6678	61.7587	340.2062	70.4118	11.7184	51.9387	11.3208	24.5235	95.1102	5.6657
MLANA|2315	2.8302	3.3104	1.0507	6.1182	6.7599	6.2295	4.049	6.7604	4.0669	2.957	6.3233	3.1386	1.227	4.4674	5.2157	10.2536	2.5248	4.5283	1.3376	1.612	2.8329
MLC1|23209	2.8302	1.6552	4.2028	9.1773	3.0044	6.9216	1.3497	3.3802	2.7113	3.8442	7.3217	2.4412	8.18	4.4674	2.1732	2.1972	1.0821	1.5094	8.9176	5.9108	1.4164
MLEC|9761	9362.2642	20307.5395	18638.2979	2819.185	3620.6929	7768.126	6301.6534	7110.0868	6698.1473	15806.0176	16628.3385	11566.5214	10381.1861	4160.8247	9016.1904	13353.8405	9518.1244	9405.283	12053.0599	13379.3659	12445.1133
MLF1IP|79682	162.3868	166.8857	127.586	82.2594	80.1502	200.0692	282.3844	61.1785	121.1794	57.006	289.475	61.7193	295.8814	123.7251	201.4256	328.2065	116.6204	177.2755	53.6172	225.7603	132.1848
MLF1|4291	83.0189	159.8941	75.1248	548.4541	537.4143	107.285	98.0767	652.3777	65.5219	167.369	167.4016	74.2807	166.8712	684.1924	172.5524	142.8179	228.6745	179.6226	120.3879	82.2139	149.7875
MLF2|8079	6170.7547	5493.9998	5618.5973	6582.7598	5069.9465	7839.4186	3522.2135	6092.9554	6647.5373	4465.4395	5201.4311	3839.5815	5821.2679	4949.8282	6061.9363	4738.6249	5700.9919	5432.0755	6316.3527	8425.5776	4685.9065
MLH1|4292	321.6981	842.175	535.855	726.7563	1001.9716	513.5837	921.3812	668.6641	714.4148	447.1058	719.8602	432.4324	804.09	843.6426	704.5529	665.7512	356.7178	963.3962	509.6422	470.7147	750.3541
MLH3|27030	379.2453	249.6069	272.6556	585.1633	437.1421	205.5719	149.8144	397.0193	154.5413	784.8008	359.4309	383.9582	253.1697	450.1718	380.7454	333.9742	442.2002	273.9623	346.8956	365.9323	291.7847
MLKL|197259	130.1887	98.982	151.3002	116.6831	154.3517	71.9848	74.2324	80.8174	149.1188	140.7555	64.5644	96.9486	113.7014	123.0241	206.4544	47.606	145.7169	41.8868	172.1101	71.467	61.6147
MLL2|8085	4202.4717	3637.931	3833.4226	1465.8189	1873.1011	2729.448	2052.588	2259.4945	2188.0298	5804.2611	3519.9101	3308.816	3323.9427	1871.7698	2493.7564	5008.0564	4637.4788	2097.8151	2901.322	2265.7926	4637.886
MLL3|58508	2083.9623	2488.1238	1571.8413	999.0167	1578.8189	2100.0173	1904.3977	1655.681	1774.0624	5082.5756	2671.7697	2906.0157	3139.8773	1773.1959	2399.2176	4071.0428	2251.7583	2315.0943	2764.0174	1979.0435	3134.5609
MLL4|9757	2095.283	1223.8682	1209.3512	785.7533	728.9456	1295.7259	924.0805	894.2153	880.2531	1900.4953	1267.9923	1369.4856	1068.3027	829.5533	1087.0368	1419.3903	1403.7872	868.3019	888.6412	1121.9774	1481.5864
MLL5|55904	1092.9434	1152.3065	940.9089	793.2044	1080.1277	796.8853	1146.2153	779.5836	975.8156	1820.9536	1218.2045	1395.6234	1226.6135	1045.2268	1198.1484	1531.6342	1495.6718	944.234	1274.8501	970.2633	1974.5786
MLLT10|8028	356.6038	227.0959	322.0384	429.1489	706.4125	250.5624	486.3345	548.8208	424.7628	484.0689	294.8665	375.2398	458.0777	668.0412	298.5983	325.1854	384.1298	267.9245	323.2639	341.2144	291.0765
MLLT11|10962	16.0377	30.456	33.0969	163.0067	150.5962	17.304	27.8934	450.4878	68.2332	27.5006	33.9463	26.5039	71.5746	201.3746	22.1667	16.8452	45.0857	10.9434	68.6657	69.8549	17.3513
MLLT1|4298	2165.0943	2132.914	1653.7956	1982.7379	1352.7368	2475.8609	1193.1166	2482.2924	1599.1866	1927.1087	1975.5387	1789.7123	1532.9243	1492.4399	1931.5441	2034.6059	1293.4175	1751.3208	1164.6416	2030.6287	2315.1558
MLLT3|4300	316.9811	459.1575	241.1348	624.4947	585.1094	335.6982	632.0999	506.722	234.0714	430.5463	662.2847	397.2101	362.7812	736.7698	518.5266	508.6515	326.4202	332.4528	246.5723	239.1188	616.5014
MLLT4|4301	1287.7358	1801.2083	2969.2671	1853.8184	2246.5496	1388.4755	3621.19	4631.1746	1115.2282	2493.6793	2173.8913	2062.7724	1608.18	3108.9347	1482.56	2036.4369	2662.2182	1801.8868	2283.8034	1590.5427	1858.711
MLLT6|4302	7470.7547	4089.0507	3209.8765	1876.5432	1556.2858	4548.1917	2792.4868	4708.6118	2768.6399	2790.567	3608.2869	3496.4255	3072.8016	1532.646	2474.4105	4184.5647	3642.9216	2981.8868	3476.0896	2624.9328	4934.8442
MLL|4297	1299.0566	1828.0228	1267.6648	773.0799	956.9055	1236.8922	1162.074	882.2309	1074.5594	2744.1413	1708.628	1742.2842	2030.6748	1060.4811	1529.5012	2636.6383	1659.5131	1571.3208	1684.5391	1085.9753	2260.6232
MLNR|2862	0	0.331	0	0.437	2.2533	0.6922	0	0.3073	0.4519	0.8871	0	0	0	1.0309	0.8693	1.0986	0.3607	0.7547	0.4459	0	0
MLN|4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
