TCGA-KL-8324-01A-11R-2315-07	TCGA-KL-8325-01A-11R-2315-07	TCGA-KL-8328-01A-11R-2315-07	TCGA-KL-8330-01A-11R-2315-07	TCGA-KL-8331-01A-11R-2315-07	TCGA-KL-8333-01A-11R-2315-07	TCGA-KL-8337-01A-11R-2315-07	TCGA-KL-8340-01A-11R-2315-07	TCGA-KL-8342-01A-11R-2315-07	TCGA-KL-8346-01A-11R-2315-07	TCGA-KM-8438-01A-11R-2315-07	TCGA-KM-8442-01A-11R-2315-07	TCGA-KM-8443-01A-11R-2315-07	TCGA-KN-8418-01A-11R-2315-07	TCGA-KN-8419-01A-11R-2315-07	TCGA-KN-8421-01A-11R-2315-07	TCGA-KN-8428-01A-11R-2315-07	TCGA-KN-8431-01A-11R-2315-07	TCGA-KN-8432-01A-11R-2315-07	TCGA-KN-8434-01A-11R-2315-07	TCGA-KN-8435-01A-11R-2315-07	TCGA-KN-8436-01A-11R-2315-07	TCGA-KO-8407-01A-11R-2315-07	TCGA-KO-8409-01A-11R-2315-07	TCGA-KO-8414-01A-11R-2315-07
RYK|6259	683.7406	1257.1059	1403.2623	1390.0686	1413.6508	1222.1763	1310.1307	1500.7876	1877.4136	1899.4389	1045.4923	1342.886	1531.1203	1503.2258	688.8372	663.2921	1430.2115	1227.2727	610.2651	1245.6588	1046.4955	736.8433	1156.9742	511.0803	770.605
RYR1|6261	14.0977	9.6803	5.8903	3.5936	12.7171	26.7702	4.553	22.6819	16.1652	2.1497	11.1584	9.7775	4.1494	3.3956	15.814	6.7492	11.4804	9.0909	18.0485	111.3142	4.1638	8.9179	27.9843	18.0055	30.4507
RYR2|6262	1.4098	1.669	3.1717	2.2868	20.1012	9.5844	1.8971	223.039	13.9201	0.4299	0	3.0344	4.1494	689.3039	0.4651	1.8748	1496.0725	2.7273	2.2561	16.7175	11.7974	27.1253	162.2213	0.6925	4.8721
RYR3|6263	10.8083	185.9288	36.7014	26.4619	89.43	23.1348	14.0385	47.464	25.1459	781.1862	3.396	236.3452	14.9378	4.4143	8.8372	5.6243	39.8792	170	69.3739	134.5556	58.9868	18.579	40.2274	126.0388	34.1048
S100A10|6281	2728.3835	4911.592	3231.9891	3114.3417	2415.4312	1916.5496	2268.1613	3836.1861	1301.3022	3932.5867	1057.6209	3383.6817	2420.332	1042.7844	1796.2791	1221.9723	1633.8369	730.9091	6830.7953	2721.2854	2030.5344	3570.5129	2615.6537	3680.0554	1362.16
S100A11|6282	5010.3383	4316.4195	4566.8328	2950.343	5794.9017	3370.404	2431.3111	4653.9956	6053.8841	4835.8735	2588.7456	4183.0748	4402.4896	1520.5433	3375.814	539.1826	1381.8731	1529.0909	1992.6678	5976.308	1815.059	2271.0974	5200.6996	9427.2853	3375.1523
S100A12|6283	1.8797	1.3352	2.2655	1.9601	0	12.8894	9.8649	0	1.3471	0	6.3069	0	0.4149	2.3769	13.4884	0	0.6042	1.8182	2.8201	4.0774	0.347	0.7432	4.3725	11.0803	2.8421
S100A13|6284	427.6316	324.4575	923.8786	458.0203	926.2982	502.0243	787.6719	931.6392	532.106	331.9074	310.4942	828.3884	964.3154	439.3888	1092.5581	1415.4481	473.1118	251.8182	754.6531	819.9738	484.3858	2186.0056	968.0805	632.2715	829.0702
S100A14|57402	0.9398	0.3338	2.7186	8.8206	129.6325	279.2696	618.0721	36.5431	4.9394	0.8599	6.7921	10.1146	370.5394	41.0866	684.186	7.874	14.5015	0	18.6125	302.5463	9.0215	7.8032	31.045	14.5429	217.2148
S100A16|140576	241.0714	114.4948	205.7091	145.0506	262.5469	742.9563	346.0293	417.9355	713.5159	434.6611	604.0083	253.8773	362.2407	117.4873	406.9767	205.0994	111.7825	351.8182	260.0113	583.8898	226.9257	556.9985	672.4967	357.3407	242.7933
S100A1|6271	8.9286	5.6747	51.2007	16.9879	135.786	37.0156	21.2474	49.5642	15.2672	13.3279	54.3365	57.9906	330.7054	64.1766	92.093	118.4852	13.5952	15.4545	16.9205	38.7357	42.3317	63.1686	44.5999	60.2493	39.3829
S100A2|6273	6.5789	58.4157	86.0897	32.0157	1124.439	51.227	84.6102	42.8436	309.3848	138.868	19.4059	220.1618	561.8257	29.8812	93.9535	67.1166	332.9305	2.7273	82.3463	346.1749	91.95	77.2887	118.0586	32.5485	652.8624
S100A3|6274	0.9398	13.3522	6.3435	2.2868	4.9228	3.966	3.7942	7.9807	8.0826	21.9265	4.3663	13.149	4.9793	4.7538	17.6744	4.1245	7.2508	5.4545	1.692	2.4465	3.1228	59.8244	6.5588	7.6177	4.0601
S100A4|6275	315.3195	229.6571	212.5057	39.8563	451.2524	388.664	92.578	282.264	259.093	183.151	113.0393	139.2448	65.9751	165.365	158.1395	32.9959	264.0483	120	194.5854	210.8038	135.6697	85.4634	408.3953	327.5623	246.4474
S100A5|6276	0	8.3451	22.2021	6.8605	21.7422	6.9404	3.7942	36.5431	95.6444	4.7293	7.7624	3.3715	29.0456	21.7317	2.7907	0.375	24.4713	3.6364	3.3841	30.9886	19.431	2.2295	21.4254	11.7729	4.8721
S100A6|6277	4218.985	3213.5311	7595.3783	2680.4966	9161.655	5708.3368	5535.3305	3693.794	8323.7539	865.4528	5198.8376	2643.6278	7554.7718	2146.3497	3935.3488	2741.6573	3432.6284	2801.8182	4757.4732	8026.4463	3090.5621	6705.1624	5929.6021	9649.5845	17803.4917
S100A7A|338324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A7L2|645922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A7|6278	0	0	0	0	0	0	0	0	0	0	0	0	0.4149	0	0	0	0	0	0	0	0	0	0	0	0.406
S100A8|6279	26.3158	4.6733	9.9683	23.195	3.2818	126.5802	63.7422	13.4411	23.3498	0.8599	127.5937	17.1949	6.639	22.7504	94.4186	2.9996	6.6465	29.0909	26.5087	39.5512	5.2047	7.8032	55.9685	145.4294	43.0369
S100A9|6280	53.1015	15.355	12.6869	60.4378	9.4353	341.0725	82.3337	26.4622	71.3965	3.0095	153.3065	47.8759	12.4481	52.292	151.6279	11.6235	17.2205	60	62.0417	119.4691	23.9417	24.5243	137.735	167.59	64.9614
S100B|6285	1.8797	0.6676	2.7186	1.6335	0.4102	40.9816	0.7588	1.6801	4.4903	0	3.8812	9.7775	0	1.0187	2.7907	0	4.5317	0	0.564	3.6697	1.3879	0	8.7451	10.3878	2.03
S100G|795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100PBP|64766	187.9699	119.8356	120.0725	153.2179	160.81	185.7391	164.6674	152.473	143.242	183.151	163.9798	153.4053	139.4191	143.9728	191.6279	162.7297	561.6314	150.9091	152.2843	195.7173	182.5121	293.9198	170.9663	171.0526	184.7341
S100P|6286	4.2293	0	0.9062	0.6534	0.4102	11.2369	1.1383	3.7803	0.449	2.5796	13.099	0.6743	0	1.6978	5.1163	0.7499	1.8127	2.7273	1.692	5.3007	5.2047	3.3442	1.3118	7.6177	6.9022
S100Z|170591	0.4699	0	0.4531	0	0.8205	1.6525	0	2.1002	1.7961	0	0.9703	0.3372	0	0.6791	0	0.375	1.8127	0	0.564	0.8155	0.347	0	1.3118	4.1551	1.218
S1PR1|1901	546.9925	264.039	188.0381	227.3767	211.2682	2734.1981	314.1582	601.9112	820.8352	404.5659	1846.4703	371.8813	248.1328	341.5959	1001.8605	55.1181	124.4713	752.7273	571.348	894.591	359.1256	480.0815	1028.8588	304.0166	268.3719
S1PR2|9294	300.7519	84.1186	159.0394	212.3489	117.3256	118.9788	62.9834	92.8279	87.1127	256.2394	170.2867	352.3264	182.5726	52.292	104.186	76.1155	105.7402	148.1818	54.7095	112.9452	69.7432	53.8791	118.9331	247.2299	93.3821
S1PR3|1903	164.9107	73.7673	144.531	96.047	90.6607	1492.4928	190.0581	372.9833	398.2667	247.2065	541.4194	154.737	49.7925	120.8795	555.3256	56.5954	169.4834	112.7273	235.1607	312.2302	286.9292	128.1803	139.0424	116.3435	143.715
S1PR4|8698	25.3759	2.3366	3.6248	3.9203	11.0762	49.244	17.8327	9.2408	35.9228	6.449	18.4356	7.4174	7.8838	10.5263	15.3488	4.4994	29.003	24.5455	15.2284	28.5421	7.9806	8.5463	48.0979	40.1662	28.4206
S1PR5|53637	18.3271	3.0042	13.14	4.9004	10.2557	39.9901	17.0738	36.9631	25.1459	8.5986	18.4356	4.7202	4.1494	11.545	11.1628	6.7492	15.1057	31.8182	23.1246	28.9498	12.1443	6.6884	47.6607	30.4709	12.5863
SAA1|6288	0.9398	0	0	0	0.8205	160.2908	3.0353	0	4.4903	1.2898	0	9.4403	0	3.056	3.7209	1.8748	17.2205	0	0	0.8155	1.0409	0	3.0608	1.385	1.624
SAA2|6289	5.1692	11.3493	0.9062	0	3.6921	111.0468	3.7942	12.181	30.0853	1.7197	6.7921	20.5664	0.4149	6.4516	80.9302	0.375	30.5136	1.8182	0	18.7562	2.0819	0	3.498	12.4654	4.0601
SAA3P|6290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA4|6291	0	0	0	0	1.2307	9.9149	0	3.3603	6.2865	0	0	0.6743	0	0.3396	3.7209	0.375	2.719	0	0	2.4465	0	0	0.8745	1.385	0
SAAL1|113174	161.1842	217.6402	162.2111	173.146	132.9144	199.2894	250.0365	208.7577	199.3714	125.1102	228.9895	191.5037	73.8589	316.8081	171.6279	202.0997	255.287	210	141.0039	152.9041	190.4927	138.2278	226.0603	290.1662	196.5083
SAC3D1|29901	334.5865	52.0734	96.058	146.0307	91.0709	52.549	97.5104	104.5889	96.5424	317.7196	187.2668	110.5866	72.1992	83.5314	44.186	165.7293	260.7251	164.5455	94.1906	94.1889	102.0125	44.218	114.1233	321.3296	212.3427
SACM1L|22908	1781.9549	7791.3191	3599.9094	4216.5959	3481.6176	2775.1797	6167.8204	4544.7863	3391.5581	6137.7072	2649.8741	3690.1551	3862.2407	5773.1749	3120	2464.9419	3400.3021	3049.0909	1666.1027	3040.1414	6921.5822	3378.7776	3871.0101	1342.7978	2281.3642
SACS|26278	56.8609	69.0974	62.9814	21.2349	79.9947	394.9434	128.2433	122.6504	79.4791	52.4517	58.2177	103.5064	55.1867	50.9338	171.6279	77.9903	1013.8973	42.7273	66.5539	148.8267	112.4219	436.235	148.6664	51.2465	125.0508
SAE1|10055	2282.8947	1506.1236	1936.5655	1719.3728	2017.0984	1311.7409	1374.2523	1652.4205	1516.8388	2415.7871	1905.1731	1631.1531	1639.0041	1435.6537	1062.3256	2484.8144	2762.2356	1394.5455	2037.225	1482.5582	1601.3185	2502.5918	1293.3975	1511.0803	2046.691
SAFB2|9667	1856.6729	1456.3868	2282.7367	1701.4048	1876.7999	1479.6331	1832.5894	1601.1761	2074.5397	1653.088	1666.9658	1597.4376	1710.7884	1979.6265	1281.8605	1686.9141	1906.6465	1435.4545	1662.7186	1732.9132	1656.8355	2966.6953	1927.4158	2868.4211	1786.8453
SAFB|6294	1722.7444	1069.1742	1991.8441	1421.1042	1939.565	1338.8416	1518.8106	1527.2498	1454.423	1747.2431	1587.4017	1507.7546	1429.0456	1641.0866	1255.3488	2088.114	2007.5529	1350.9091	1388.0429	1358.1962	1433.7266	2883.8329	1491.4735	2513.8504	1762.4848
SAGE1|55511	0	3.6718	0	0	0	0	0.3794	0.42	0.449	0	0.4851	0	0	0	0.9302	0	0	0	3.9481	0.8155	0	0.3716	0.4373	0	0
SAG|6295	0	0	0	0	0	0	0	0	0.449	0	0	0	0	0	0	0.7499	0	0	0	0	0	0	0	0	0.406
SALL1|6299	454.8872	788.1112	2.2655	278.6671	70.9697	278.6086	9.106	367.5312	3.1432	128.1197	335.2367	488.1996	0.8299	4.4143	4.186	2522.6847	173.4139	533.6364	432.6001	13.0478	0	37.158	1.3118	1033.241	934.6326
SALL2|6297	20.6767	8.6789	38.0607	13.0676	19.691	18.1773	28.0769	17.6415	23.7988	11.6082	14.0693	14.1605	47.7178	17.657	7.4419	23.997	34.4411	11.8182	16.3565	42.4054	17.0021	187.6479	33.6686	5.5402	11.3683
SALL3|27164	0	0	0	322.4436	0	32.7192	119.8961	2.5202	0	0	347.8506	0	0	354.1596	0	0	0	697.2727	157.3604	0.4077	0	0	0	0	3.2481
SALL4|57167	31.9549	36.7184	64.3407	29.7288	143.1701	16.8553	108.1342	37.3832	26.9421	101.8938	15.0396	63.385	65.5602	28.1834	0.4651	6.7492	80.3625	85.4545	90.8065	28.1344	156.1416	135.2551	100.5684	145.4294	77.5477
SAMD10|140700	714.7556	231.66	257.816	314.9298	264.1878	126.2497	440.8838	300.7456	294.5667	645.3277	580.7212	246.4599	356.8465	412.2241	186.0465	317.9603	426.8882	485.4545	253.2431	189.6011	157.8765	355.2305	288.5877	750.6925	963.4592
SAMD11|148398	1.7199	0	7.2315	3.4172	2.9865	31.8599	0.8537	2.3522	2.2407	0.5675	4.0267	38.3243	38.8257	7.0051	4.3814	91.8748	58.1208	8.7818	4.7152	5.0479	10.8813	75.676	3.5724	2.126	2.1194
SAMD12|401474	819.5489	1581.5633	1039.8731	622.6723	819.6385	975.9564	336.1644	872.4142	1548.7203	833.2079	897.5224	1068.1052	1305.3942	1017.9966	1106.9767	14.6232	883.0816	1112.7273	530.1748	1587.3485	2284.1777	257.505	1130.739	801.2465	549.3301
SAMD13|148418	26.3158	16.0226	18.5773	9.474	19.691	5.2879	8.3472	16.8014	55.6803	39.9837	2.4257	25.6237	31.1203	6.7912	3.2558	4.4994	24.4713	6.3636	7.3322	19.9795	21.5128	27.8685	38.4784	6.2327	2.4361
SAMD14|201191	31.9549	4.0056	22.2021	13.721	22.5626	26.4397	32.2505	37.3832	36.3718	13.7578	30.0791	23.6008	12.0332	9.8472	103.7209	4.1245	20.5438	34.5455	24.8167	52.1913	19.084	23.7811	56.4058	23.5457	23.1425
SAMD1|90378	506.5789	187.5978	408.6996	350.8657	343.7723	118.6483	228.7891	325.9477	378.0871	685.3114	424.5038	361.0924	458.9212	279.7963	134.4186	524.9344	344.4109	463.6364	281.4439	351.4756	282.0958	400.9349	348.9287	569.9446	578.5627
SAMD3|154075	2.8195	1.0014	2.7186	0.6534	1.6409	27.4312	0	2.1002	19.7575	0.4299	2.4257	2.6972	1.6598	2.0374	3.2558	1.1249	8.7613	3.6364	12.9724	7.7471	0.347	4.459	6.1216	12.4654	23.9545
SAMD4A|23034	1018.797	1182.3338	3154.5084	1131.0029	3044.7232	1585.0616	3480.7815	1910.3224	2040.8621	2211.1395	1088.6704	1658.4626	1799.1701	1945.6706	1922.3256	1681.6648	1695.7704	1856.3636	182.7411	2365.3246	2149.2019	794.4382	2470.0481	983.3795	1565.9765
SAMD4B|55095	3005.6391	1517.1392	2548.2556	2891.8654	3250.2482	1798.5623	3547.1797	2610.1019	2744.0503	2927.8359	2392.2609	2746.797	2468.4647	2559.5925	1613.0233	2906.2617	1974.0181	2232.7273	2395.9391	2701.3059	2109.2991	2308.2554	3286.8387	1711.9114	2991.8798
SAMD5|389432	19.2669	495.3651	376.5292	327.9974	468.4821	509.6257	226.1332	395.6736	407.2744	275.5863	288.6626	307.1477	314.9378	577.9287	342.7907	322.0847	426.5861	263.6364	583.1923	358.815	676.6135	371.9517	473.9834	243.0748	181.486
SAMD7|344658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD8|142891	60.6203	106.1497	43.498	58.1509	20.9217	177.1462	34.1476	45.3639	56.1293	34.3945	60.6434	84.9629	38.5892	52.6316	131.6279	20.9974	25.6798	59.0909	106.035	107.6445	104.4414	183.189	52.0332	16.6205	29.6387
SAMD9L|219285	78.4774	215.9712	30.358	127.0827	222.7546	572.4201	83.0926	132.7313	407.2744	105.7632	241.6033	350.9777	90.4564	78.7776	169.7674	99.3626	214.1994	118.1818	274.1117	403.2591	114.1568	114.8182	346.3052	388.5042	346.3256
SAMD9|54809	63.4398	395.8915	30.358	117.6086	114.8643	424.0271	147.5936	173.8948	218.2308	34.8245	137.7818	202.6298	81.7427	157.5552	183.7209	134.6082	117.5227	71.8182	371.6864	275.2274	60.0278	146.031	204.6349	128.8089	209.5006
SAMHD1|25939	144.6476	211.9188	62.9678	87.1284	90.2259	841.9797	81.9164	162.4362	297.5797	93.2608	261.4361	203.911	88.7469	130.3328	222.7581	87.6715	374.8097	117.2091	252.0192	427.9072	140.7772	236.6408	286.1959	73.9612	145.2781
SAMM50|25813	1445.9586	1339.2216	1906.2075	807.5792	1236.8419	1052.9588	1522.9842	1150.0578	1960.934	1533.5411	1142.0366	1082.6028	1891.2739	1672.6655	1372.093	1777.6528	2399.6979	1408.1818	1379.0186	898.2607	853.9209	2510.0234	1123.2925	1506.2258	1630.1259
SAMSN1|64092	17.3872	12.3507	5.8903	4.9004	14.358	183.4256	12.9002	21.8419	61.0687	3.4395	36.8712	41.8071	3.7344	14.601	116.7442	4.4994	34.139	9.0909	21.4326	83.1798	11.4504	13.0053	65.5881	13.8504	48.7211
SAP130|79595	272.0865	371.5238	299.5016	329.6308	299.0573	464.6782	271.2839	281.4239	267.6246	260.1088	281.3854	356.3722	301.2448	341.9355	400.4651	478.0652	390.6344	305.4545	354.2019	338.4278	479.1811	493.8299	332.7503	199.446	246.4474
SAP18|10284	1966.1654	3355.3978	2696.8736	1701.0781	2522.0909	2627.7782	3018.6503	1867.8988	3412.2137	1962.6389	2090.4994	1763.3176	1609.5436	2007.4703	2939.0698	1726.2842	1905.136	1977.2727	1629.4416	1655.8496	1988.5496	4648.0951	2214.2545	2741.6898	1884.2875
SAP30BP|29115	995.7707	588.1626	881.7399	745.8347	987.8326	1122.3664	734.5534	738.0027	740.009	832.3481	823.2948	759.6089	813.278	646.8591	764.6512	728.159	748.0363	635.4545	743.9368	722.5229	580.4997	828.252	873.1963	1201.5235	920.0162
SAP30L|79685	952.0677	1849.6079	1025.3738	638.0268	1121.1572	868.8755	1681.581	1352.935	1168.388	925.2134	692.7902	650.0337	746.0581	1197.6231	747.4419	1155.9805	1016.6163	760.9091	1445.5725	1256.2601	1968.7717	1418.3211	936.1609	676.5928	1231.0191
SAP30|8819	60.6203	12.6846	59.8097	16.3345	59.4833	39.3291	16.315	39.4834	21.5537	31.385	29.1088	13.149	13.278	40.4075	34.4186	199.4751	170.0906	10.9091	59.2217	30.5808	86.7453	82.1192	31.4823	33.9335	74.7056
SAPS1|22870	4459.5865	2190.4218	3931.5813	3504.4103	4271.3094	1615.4672	3421.9717	3137.2467	3396.9466	4768.8041	3666.7427	2465.2731	3545.6432	2840.0679	1824.6512	2369.3288	1840.4834	2728.1818	2606.881	3085.8088	2476.0583	3043.6124	3378.662	3444.5983	4036.5408
SAPS2|9701	3126.4098	1687.3792	2652.4694	1366.2202	1847.2634	1247.9551	2281.8204	2163.1839	2090.705	3034.459	1201.7097	1696.8982	2782.5726	2164.0068	2838.6047	2537.3078	1822.0544	2058.1818	2089.1145	1849.5281	1879.5975	1614.887	2038.9156	2876.0388	3112.0585
SAPS3|55291	2831.7669	3369.0837	1171.7263	3125.4492	1681.5306	2599.3555	2849.4298	2559.2775	3007.6336	3071.8631	2609.6069	3233.648	1578.4232	2803.3956	2839.5349	2572.5534	2253.1722	2584.5455	2602.3689	2354.7233	2867.4532	1649.8155	2480.9794	3189.0582	3032.4807
SAR1A|56681	3833.1767	1953.421	1901.2234	1959.4904	1965.4095	2147.2362	1514.637	2116.5599	2017.9614	2251.9831	2728.9531	2256.5745	2559.751	2117.1477	1895.3488	2050.2437	1148.6405	3750	1994.3598	2044.0221	2122.4844	2508.9086	1887.1885	1885.7341	1998.376
SAR1B|51128	248.1203	944.9991	1208.8808	350.8657	741.6949	615.7151	549.018	812.7691	763.8078	271.287	330.8704	282.5354	522.8216	683.5314	590.6977	727.4091	606.0423	221.8182	697.1235	666.6619	770.6454	726.8106	603.8478	394.0443	649.6143
SARDH|1757	274.906	1.0014	69.3249	6.2071	3.6921	101.4624	44.0125	20.5817	7.6336	32.2449	12.6138	60.3506	56.4315	39.3888	5.1163	35.6205	324.1692	8.1818	7.3322	17.9407	22.5538	27.1253	32.3568	4.1551	25.1726
SARM1|23098	279.4549	194.1371	150.8745	328.4744	249.5385	199.0383	146.6299	249.6776	210.2066	432.3567	430.2431	225.3844	180.1037	261.1919	236	197.8065	521.8338	429.9818	117.4055	244.7567	197.297	108.245	212.2387	152.2922	321.0069
SARNP|84324	1173.0968	797.8683	1133.942	866.5861	1211.9738	740.1041	852.0061	926.1955	1044.1401	1228.0402	1074.635	938.7222	1013.2324	1035.9728	659.0651	1510.1125	942.0181	822.6182	729.7236	733.3444	879.0285	1086.1508	893.5811	1698.518	872.8867
SARS2|54938	889.0977	322.4547	656.0942	497.5498	553.8918	488.8044	553.6431	384.0596	556.0081	489.83	821.9413	308.2299	548.5477	454.4143	327.107	490.8136	366.6012	512.7273	477.1574	425.685	405.7807	583.7523	446.5195	672.4377	719.7361
SARS|6301	2169.6429	1917.3702	2850.0227	1755.9621	2090.9397	2054.0362	2058.7225	1885.1202	2045.3525	1525.8282	2630.9534	2142.2792	1739.834	3128.6927	2144.186	2990.6262	4545.6193	1673.6364	1838.6915	2226.6916	2421.9292	3174.4085	1994.3157	2092.1053	2919.6102
SART1|9092	2765.9774	1282.8088	1245.1291	2009.8007	1339.8095	1323.9693	1635.6714	1506.6681	1918.7247	2246.8239	1805.7179	1725.8935	1095.0207	1667.9117	1326.5116	1897.2628	1403.6254	1597.2727	1398.1951	1426.6973	1595.7668	1160.8161	1881.5042	3700.1385	2118.1486
SART3|9733	1160.2444	1112.2349	1218.8491	1378.3077	1489.5433	1104.189	1261.5651	1150.0578	1127.9749	1409.3166	1210.4423	1370.8699	1373.444	1259.7623	975.3488	1205.8493	966.4653	1020	1175.9729	1140.8685	1292.5052	1624.9196	1176.2134	848.338	1303.2887
SASH1|23328	890.0376	1420.336	419.5741	1319.5034	461.9184	2071.883	700.0264	892.9959	925.9093	734.3236	965.9281	1341.8746	542.7386	599.6604	1199.5349	329.5838	557.7039	1199.0909	557.2476	871.7573	863.6364	1542.8005	898.9943	651.662	424.2793
SASH3|54440	114.1917	143.8695	23.5614	16.3345	57.4321	351.6484	50.4626	82.327	227.6605	12.468	70.8315	65.0708	27.3859	41.0866	94.8837	26.9966	119.3353	68.1818	130.8517	220.5897	26.3706	40.1306	213.8172	87.9501	218.0268
SASS6|163786	43.2331	75.1059	56.1849	54.2306	56.2014	54.8624	49.7038	57.5449	52.9861	53.7415	39.7821	48.5502	63.4855	76.7402	29.7674	47.2441	259.5166	41.8182	47.3773	53.8222	84.3164	80.6329	56.4058	42.9363	69.4275
SAT1|6303	12661.1842	8244.2911	14194.8346	13643.5805	7765.6441	6471.1229	6649.6814	9055.9698	9519.084	9364.3458	10431.6355	6861.7667	4668.8797	10884.8896	8966.9767	6172.8534	8638.9728	12040	6705.5838	8951.6181	2743.2339	6385.6035	5702.23	14466.759	6804.7097
SAT2|112483	615.1316	385.5436	797.0095	566.1549	673.5968	983.2273	601.3777	523.7845	472.8334	622.1114	792.7306	513.4862	548.1328	578.2683	590.2326	966.2542	642.9003	571.8182	457.9808	567.58	544.4136	644.3198	565.8067	1072.0222	502.233
SATB1|6304	936.0902	4330.4393	1124.1504	1680.4966	1826.7519	1259.1919	1526.0195	1975.4279	3016.6143	2366.3449	979.5122	1637.559	1175.9336	1923.5993	1946.9767	221.9723	2395.7704	875.4545	987.0276	1858.0907	2073.56	3741.8113	2299.519	625.3463	922.8583
SATB2|23314	40.8835	44.3959	111.9166	48.6769	25.024	56.8454	68.2953	41.5835	50.7409	148.3265	43.6632	45.1787	25.3112	75.7216	84.6512	8.6239	58.9124	63.6364	67.6819	60.3462	57.9459	121.5067	59.0293	24.2382	75.9237
SATL1|340562	52.1617	38.3875	48.9352	83.9595	70.1492	63.1248	107.7547	86.5274	68.7023	70.0789	61.6137	59.002	66.805	90.6621	110.2326	68.2415	66.4653	63.6364	68.2459	50.968	46.1485	70.9718	55.094	45.0139	71.4576
SAV1|60485	1378.7594	2463.4735	1267.7843	1506.3705	1113.3628	3600.7601	2342.9067	1584.7947	940.2784	1145.7684	1586.4314	2031.6925	1428.2158	2732.0883	2034.8837	1881.1399	958.6103	1860	3345.7417	697.2427	1346.2873	2469.5211	1427.1972	2843.4903	1453.106
SBDSP1|155370	898.0263	486.0186	938.831	685.3969	656.3672	689.7463	552.4327	667.0167	460.7095	627.2706	986.3043	717.8018	631.5353	926.6553	637.2093	913.0109	465.861	792.7273	751.8331	609.5777	721.0271	547.3374	562.3087	1171.0526	1088.5099
SBDS|51119	2046.9925	2162.7161	2444.9479	1736.3607	2106.9386	2454.598	1906.1965	2159.8236	1804.67	1377.5017	1826.0941	2064.0593	2138.5892	2553.4805	2808.8372	4041.6198	1749.8489	1614.5455	3359.8421	2194.072	2646.0791	2799.1127	2191.08	2079.6399	2665.4486
SBF1P1|100133234	0.4699	0.3338	0.9062	0	0.4102	0.3305	0	0	0.449	0.4299	1.4554	0.3372	2.4896	0.3396	1.3953	0.375	0	33.6364	14.1004	9.7859	1.0409	0.7432	22.3	0.6925	11.7743
SBF1|6305	4703.4774	2036.5382	3292.705	1454.4267	3460.6959	1052.3011	2645.6823	3980.6784	2253.7045	5110.17	1518.5108	2982.1308	4028.6307	3456.3667	4310.6977	2208.8489	3019.3353	6250	1875.3525	3387.5395	2719.2922	2200.1256	3555.7499	3524.2382	3651.6443
SBF2|81846	1100.4887	2428.7646	481.8804	2956.3313	961.3523	1965.0302	1784.4943	1780.8926	1597.463	766.633	1842.1234	2300.853	793.3651	2509.9457	1609.1814	1025.1894	1825.0453	2072.1091	2088.5279	1341.1077	1989.0493	1305.0784	1523.3581	1137.0983	1132.095
SBK1|388228	549.3421	23.3663	366.1078	58.4776	148.0928	14.2114	83.0926	42.0036	36.8208	469.0557	28.6237	267.0263	194.6058	52.292	16.7442	123.7345	351.0574	54.5455	29.8928	131.7014	172.4497	124.4793	54.2195	54.0166	45.473
SBK2|646643	0	0.3338	0	0	2.4614	0.9915	0.3794	0.42	0.8981	0.4299	0	0	0	0.3396	0.4651	36.7454	0.3021	1.8182	0	2.0387	0.347	452.5845	1.749	2.0776	2.4361
SBNO1|55206	155.0752	928.6427	309.0168	544.92	399.5635	705.6102	484.5169	476.7405	334.5308	205.0775	412.3751	559.002	467.6349	754.1596	655.3488	456.6929	550.4532	397.2727	648.6182	485.6234	912.5607	946.0429	300.3935	128.8089	294.3565
SBNO2|22904	2589.2857	919.2962	1813.3213	2085.2663	1539.5912	2074.8575	1584.8293	1455.0037	1676.2461	2272.6198	2165.6972	2000.6743	1769.2946	1873.6842	2029.3023	770.5287	1472.8097	2201.8182	1118.4433	1434.0367	1198.1263	1064.9485	1744.2064	2479.2244	2170.5238
SBSN|374897	0.4699	3.0042	0	0.3267	0.8205	0.3305	0	0.42	0	0	0	1.0115	1.6598	0.6791	0	0.375	4.2296	0.9091	0	0.4077	0	1.4863	0	0.6925	0
SC4MOL|6307	1564.8496	2173.7316	4368.8265	1953.6099	1310.6832	852.3507	1680.4427	2844.9018	1175.5725	2270.0402	1740.2231	1828.0512	1536.9295	1707.6401	1225.1163	4326.5842	1412.3867	2804.5455	2517.7665	1736.9907	3090.5621	803.3561	1382.16	2548.4765	1511.1652
SC5DL|6309	3129.2293	13013.3488	5320.3444	6542.9598	3757.2918	6778.1542	6050.2008	11308.2012	6436.4616	2286.3776	6045.4195	5034.0526	2587.9668	9961.6299	6115.814	6474.6907	2021.148	7283.6364	10358.714	6102.301	9434.4205	5625.3507	6595.9773	8176.5928	9717.0118
